"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"sp|Q9Y5P4|C43BP_HUMAN",25255.0067853276,30135.3605567765,24729.92886,37157.2285631402,58472.688714117,52565.981022079,4471.11423278154,57262.1613293859,27942.5454021078,68876.9661988947,85262.8149888452,67869.69684747,52668.7632668365,"0.990794959482156","0.00996491975648082"
"sp|Q99700|ATX2_HUMAN",7998.57673719078,7980.54510619883,15804.22112,16282.417088335,48903.3501871834,33401.6075258811,4.72166493772663e-06,56744.6122090005,67522.6740684986,137117.672034341,129944.085945664,36326.2568483141,92229.8167379527,"1.65146610570949","0.016156608664762"
"sp|O75821|EIF3G_HUMAN",14773.3883091359,4231.53520716821,1811.933105,10327.4659987736,37167.9887258471,34128.9705940778,4874.94983789637,108319.61891251,83859.6887197604,156733.738239483,153016.430224744,178116.447897185,137183.866582349,"0.120457363125986","0.00118490516325624"
"sp|Q7L591|DOK3_HUMAN",5117.64583295779,3234.43421705346,1548.083969,2434.60742565185,13196.0575074452,5218.63822366849,293.824108873912,16063.8310303581,19634.5788982277,115285.551307258,74606.5979623012,7667.57038525348,8525.07453316829,"2.57507253474155","0.0271134310222453"
"sp|Q9NPY3|C1QR1_HUMAN",35528.5903059959,46593.3234678589,174253.6208,164393.391402631,180070.582625019,213323.051717286,28173.8198502947,32366.8297009776,26447.1550103893,70393.5197234709,83719.6298788212,51442.4766267078,60947.5268414558,"0.233523561956893","0.00235175104301226"
"sp|Q9BRX8|F213A_HUMAN",25186.8118003287,35177.7149036487,55059.3392,47132.6511892089,39063.7529200488,39046.8500357638,1476.63655081866,271603.373927982,268854.393806754,120931.089479737,99516.7735874792,298999.07319375,312413.565970336,"0.540010507696032","0.00511465143025188"
"sp|P25942|TNR5_HUMAN",10936.6844619628,14497.97929142,13858.74241,10234.9465776348,19333.1137317829,23914.5433257911,14134.6730269729,87632.1215541191,119470.120525572,81167.7707673688,91803.1163687878,76388.4660079978,74149.7058832107,"0.154600522970133","0.00152024948390082"
"sp|O60869|EDF1_HUMAN",6737.35451783679,10697.9210729574,5017.382676,5275.6041543218,10574.5516543995,14023.1911092965,4281.82087608607,27463.4317933186,55865.8933753813,230936.084110512,192187.505649315,94003.8146160147,75549.0613420491,"2.34854137908946","0.0238731645245356"
"sp|Q8NFH5|NUP53_HUMAN",4809.76374529482,2906.09624925123,6291.165886,6902.96945606381,15418.391690685,12847.9132253014,3001.91497849355,99141.1066609482,90106.776790917,26306.5864355752,29336.5799399923,98509.4809345783,72760.3504864435,"-2.81805292417224","-0.0284562562546486"
"sp|Q8N9N7|LRC57_HUMAN",84536.1085844887,65605.5715294467,188013.7904,136307.842737839,347609.239195411,354375.423047514,25790.5597232254,361921.446937826,368344.229371634,239185.877488867,288202.633569177,162268.572862952,171824.438045395,"-3.80712361580288","-0.0391538729233078"
"sp|Q16719|KYNU_HUMAN",151364.828406039,119117.762708675,34255.10833,18886.1256554755,97269.1409843271,50808.6890974107,10611.6884224634,452383.774812655,396392.260756222,232212.766115348,241996.268178266,108524.650867023,141392.533709112,"2.95637893243473","0.0300052116558457"
"sp|Q9H7Z7|PGES2_HUMAN",6667.06161812482,9529.87964755651,24775.99758,17951.6675201979,28944.1937792309,16465.2347896621,12822.3479649708,95803.1580755912,73743.335166777,93665.9231327527,94484.3668079602,289079.735412618,317585.06627366,"-0.913542395802844","-0.00878349323363018"
"sp|P56134|ATPK_HUMAN",329476.970102494,474023.979991081,868970.7476,711065.977681101,954377.981481527,1009073.76344962,172682.385329399,1605799.52542632,1783362.57130981,1474530.64728382,1911384.00655502,3107410.78031981,3086894.8236217,"-2.70268214937211","-0.0276294767328126"
"sp|Q01433|AMPD2_HUMAN",33964.8392692971,40364.6341709682,82883.04082,59231.0117837994,96277.0904660785,92937.3022102989,10724.2477065824,640981.412751593,677039.080959995,428058.433231825,517992.3640759,283728.770708151,327157.534324774,"3.7030843717112","0.036563677048384"
"sp|P27487|DPP4_HUMAN",14534.7509949967,12151.3891519845,54908.56949,63142.6380657023,59879.2472467051,46191.5332089773,6668.04872443932,78540.8649327687,106434.495710288,110865.519945124,55327.8580798055,79234.9168578636,96484.1314371231,"0.874962703064172","0.00904838281983343"
"sp|Q9H330|TM245_HUMAN",12708.5097854364,19694.1540139525,62760.98102,56548.0791857591,100851.738244356,84126.3060460031,8633.21110143581,21152.9694520884,12244.3124493399,73683.4067066512,46355.5359736487,40160.8611010521,35175.1668345306,"0.8275762745055","0.00825712832795407"
"sp|Q99747|SNAG_HUMAN",15273.7847262146,16607.0848214062,47808.95442,40034.0112057998,39272.8106104767,42753.3849167448,2082.66360069371,306539.218040354,220362.025436976,105248.7669902,123222.873604405,122311.835903805,37215.1222370251,"2.39883418786155","0.0234531269339062"
"sp|Q9H2D6|TARA_HUMAN",117615.891384945,142326.154206749,202702.7554,202640.637803849,151059.771910875,169407.367965187,35209.4815419912,145204.717485786,137007.995205983,293268.395017069,275390.914856692,98828.7255187424,128736.12329395,"5.51557618985402","0.0562376675487035"
"sp|O43264|ZW10_HUMAN",327.933419757226,891.17542588786,1083.152815,913.574840674665,1389.65717866661,153.264286223583,2754.19133218443,27277.0586953123,28007.7038390011,14611.0842789662,8323.50694062246,3180.63258103656,16104.1584986867,"5.66829662538328","0.0570254058313815"
"sp|Q6UX71|PXDC2_HUMAN",11984.988152815,8764.92129196487,16275.27867,22527.6915044349,58668.4363349672,60537.9970784895,6884.68717772745,13514.248105341,10985.7860331152,44745.129601491,44528.3305772409,15594.1136487668,23549.124192839,"2.95151835196991","0.0308501606585612"
"sp|P18077|RL35A_HUMAN",126405.668740372,128450.066078872,182155.7686,200786.780472211,279125.003536047,302461.097878032,122117.753068786,394215.791893681,394956.491315433,812506.654298342,689284.425794186,575031.914592154,541271.304664709,"4.06281091118243","0.0396330129463689"
"sp|Q9UDR5|AASS_HUMAN",1901.75969560781,670.532239281971,4696.775822,3379.26786525753,2436.85784606145,783.760768810663,764.51746381968,36604.600559959,72163.1635121011,6217.99943323332,16987.6326614267,198002.255982209,138545.351086449,"6.38939747523929","0.0654413273864264"
"sp|Q9H3P2|NELFA_HUMAN",19667.0690791996,28219.6738610109,29224.37106,25132.1552854892,17283.5119699129,13256.6247237441,9209.16429972973,62387.3562755163,46482.2811446097,142951.231301517,119195.085834841,169072.630440892,136052.167818949,"-4.66868032420797","-0.0456273081645472"
"sp|P02461|CO3A1_HUMAN",14662.1439492781,13469.1811455813,88402.38047,86567.2894851804,44190.6223938086,44059.9182684331,11508.732391673,1096284.46295954,947947.743200905,2416535.63433957,2240505.5255702,294103.082669756,288292.441012007,"-2.77287999959247","-0.0275089885099103"
"sp|Q08426|ECHP_HUMAN",19274.5057924685,22214.5883379885,29097.39064,23022.4103531588,112890.384117677,116824.950888474,4996.44121361967,352685.236512597,315389.440515286,187232.568278261,180170.372012244,57938.074364156,79002.5808229913,"-0.366905430860913","-0.00350582216208973"
"sp|Q96P70|IPO9_HUMAN",25575.341822214,16867.9346208806,45684.55131,45419.9298742378,48736.6595470126,33734.4775592793,22265.7606584271,173707.30415535,198929.604634157,63416.6057366727,74146.0911702445,485187.026937272,475869.366624007,"0.570045217599534","0.00567607420097828"
"sp|Q96CN7|ISOC1_HUMAN",122505.579282187,133963.438921503,185277.6337,148420.832085073,325415.622411839,398127.361328242,20863.001840616,193909.620206276,268562.845424362,506132.007815741,548676.887634562,272141.297581099,219423.016179968,"-0.149990002162912","-0.00146232700771996"
"sp|Q5XPI4|RN123_HUMAN",12384.5129149089,12582.3591985497,15357.17015,11765.5696123112,10883.0352483508,7986.77188932946,14896.6839184694,8505.2651975976,6085.57437198105,19617.0844227743,5371.906256446,4179.92420560793,5027.03157003927,"0.963226978998652","0.00967668116082352"
"sp|Q9BXP2|S12A9_HUMAN",9401.85071183951,10180.7108069058,4851.248552,3962.27609224233,23449.5440085423,24320.5622174068,5760.76310513329,77041.6659883811,53947.9281503429,79160.4470710503,94635.92735823,49033.0764067083,41864.5613946015,"4.25403790424014","0.0414853550780889"
"sp|P36639|8ODP_HUMAN",42401.3675527168,53739.9213442246,27350.59416,20098.3325869949,58557.6206708655,48807.7828872751,11695.4885890998,461013.950613741,508131.030708141,126305.478331091,158272.5130061,208875.901313123,240564.758397612,"-0.721708343700048","-0.00686603332980773"
"sp|Q9BRF8|CPPED_HUMAN",37994.5398311707,64374.2053230214,153223.5287,129166.325046315,121311.228973871,94753.2063663246,22226.6631338285,157152.386497637,160448.691256385,89114.704298402,103723.409816879,130305.677364992,259774.812967094,"1.41498928675791","0.0148732366231538"
"sp|P20701|ITAL_HUMAN",18855.8518434626,24316.0223043767,24298.86614,22727.8237650468,79438.6190380513,75843.4360683448,483.532406758954,110373.674787933,116450.936885775,312339.266050037,326312.8440041,116378.096883351,131967.564217988,"2.34617299145049","0.023754295054216"
"sp|Q13442|HAP28_HUMAN",156550.238499724,137791.615450126,274506.2574,196789.59515801,369122.575693546,378772.939871537,44017.2677479976,934757.069219921,834917.419591227,921695.069137385,901705.571112866,852233.054302572,875920.637456174,"-0.584986643624502","-0.00584309120297717"
"sp|Q9UNN5|FAF1_HUMAN",50924.8380609566,58922.3314357873,93236.46472,73630.968794671,79153.2175694475,77810.6184994032,40670.3299485248,351559.432102371,333045.408079171,202514.433701266,216819.344576429,125594.805830867,109115.689707159,"2.3034142599676","0.023441285149993"
"sp|Q14515|SPRL1_HUMAN",4745.02770621387,11127.4780329833,23761.76614,33652.9129597459,192867.319445457,166186.251145132,5621.56041010371,31570.655731107,36028.1909472369,277017.689269987,245466.678613281,86907.7979886621,50565.7369042258,"-1.36429362264095","-0.0137059131615446"
"sp|Q01780|EXOSX_HUMAN",6493.51995882348,13619.1629385132,8115.408636,4060.6487823148,37018.4725379802,26602.7478953546,354.251633529113,140073.829840592,143616.391664851,98713.9038711982,111108.57808579,105902.918415484,78745.8244357095,"1.97859906789445","0.0202509629228447"
"sp|Q8WYA6|CTBL1_HUMAN",17838.1623128975,34229.7584045793,55641.13565,45821.6303000806,92625.4339165615,73232.5752202093,6640.11611957744,303041.239343249,309489.1053991,270346.961893,322428.905660474,384456.236633583,314191.254432696,"-2.47462724405903","-0.0255611395455456"
"sp|Q9Y5A7|NUB1_HUMAN",12548.5449710327,5065.87080338495,36068.2145,37594.2936161146,58876.8151417795,72801.0375386047,15675.4910092256,186410.949642623,132233.467525244,75641.918818525,85242.613847077,112176.983016359,86618.2055205446,"1.5864757950791","0.0159922670894801"
"sp|Q9NXF1|TEX10_HUMAN",6848.34605558413,8763.07261879536,5239.962278,7062.13857045303,20670.4560452633,25877.9189252892,254.714817414128,44161.4793212993,65617.7538631062,79180.5347674246,63965.8815022886,40727.8164743514,57311.3118658769,"6.5790318679957","0.0638860929318237"
"sp|Q86WJ1|CHD1L_HUMAN",1278.33412544003,1472.58214990259,11033.77169,13436.6650513707,13791.6161104698,15042.6258343257,4374.09149365118,114054.884682557,110280.123169235,47113.8678325878,57732.4738552262,14275.4626503236,32879.1840349125,"-1.67717423296351","-0.0165839317345841"
"sp|O14498|ISLR_HUMAN",14763.3090112653,17701.2401526271,68911.40956,69584.894015485,76368.3769579032,66640.7906622389,10257.8876755452,82625.2088939329,86330.5977920063,992556.530740134,1132618.75239045,129076.282942048,108172.219433077,"-1.33050056170711","-0.0136753338336096"
"sp|P26006|ITA3_HUMAN",44770.57197147,44670.5076325158,239200.0344,195374.574241449,379407.597905039,312095.88929109,44646.1424859481,129229.875415557,112463.164903852,152056.298509759,137788.482401246,85046.8397436164,106526.088602063,"1.07918963413385","0.0110200678963356"
"sp|O76003|GLRX3_HUMAN",3632.79180006313,8207.86744392179,2361.530586,5492.14334312683,6649.67988610815,6154.52850978512,1782.50522216038,38614.5401310862,36420.3137118791,16428.5763254192,18316.7267834527,89328.7631586612,94642.3020135205,"6.09144710549908","0.0616148785550953"
"sp|Q9H4E7|DEFI6_HUMAN",11877.8820651265,17455.1879647108,28687.71039,21730.1428527136,31901.8772013627,37539.6070958702,11740.98136333,73043.6179801866,59481.5986560599,95153.6752906867,159237.852009631,52074.0440112861,52533.5705119343,"2.96212643281053","0.0293140465354181"
"sp|Q9H0R4|HDHD2_HUMAN",31398.8186419743,18780.283891093,118301.7388,80043.4390356533,98233.7098623009,74805.8852683808,58344.9982136799,244164.390069451,305634.927413564,213842.831984508,250208.181042685,291982.518574755,261967.023322644,"4.54379551770484","0.046297153952638"
"sp|Q92614|MY18A_HUMAN",1012.54153953052,2662.71072542355,764.1709594,2434.38910678932,1417.76153446414,4236.56966825422,82.6606258075021,1.35695211070568e-05,1504.46599666594,10633.846869975,3383.3550789045,66934.4268838537,63047.6057248149,"2.04671551355314","0.0206021456228743"
"sp|Q8WYP5|ELYS_HUMAN",8043.7332155348,9798.22798328338,13310.53527,9449.24412333855,17939.9454277921,15084.6658817366,3257.37731464964,35329.4147061043,51158.3735098256,54441.5901422202,49487.102846017,79712.7027384208,68079.6485753923,"3.45485024060276","0.0336719609020766"
"sp|Q9BY44|EIF2A_HUMAN",3491.42387723752,1956.97291939912,25706.45576,18016.0442287024,8955.84283266611,12803.5275320697,1709.34543152726,164353.269849739,142834.492085597,74018.9734906403,52099.1926805213,172650.506125143,116333.503752356,"6.4046890105998","0.0631045601205319"
"sp|O95466|FMNL_HUMAN",98487.7646946566,83089.6238023864,128960.8979,101105.841788314,145096.014386095,153602.864270859,47247.5728830096,375632.863441537,328812.816221383,448819.418732026,468880.28689597,183711.001425635,153693.309160054,"-3.66389945061533","-0.0338604027646145"
"sp|O95347|SMC2_HUMAN",1486.30462317292,1755.48510909137,1750.495937,767.250841419501,2404.01631199145,3716.55468676642,2417.07292724198,45111.6327127476,95904.4110022918,19090.2607822945,18185.3009115216,27102.0249341572,31865.1805354081,"-6.07180241416552","-0.0571768696943386"
"sp|Q14185|DOCK1_HUMAN",10554.8352009748,8399.49916565196,33331.41266,23723.1356153099,31288.7688465043,35968.2718939943,7136.88671356578,95398.8158060312,112822.542498905,125396.429657299,98892.439395207,11000.6189790929,17611.5417605879,"0.0894046203098652","0.000913522596812991"
"sp|Q16656|NRF1_HUMAN",762.627221805344,2559.46390378397,3326.148247,3851.77710339152,9734.56491191722,5553.12127707467,3009.05361413541,24092.1377110444,36231.7083912525,25162.3628142306,15875.1145046687,39191.083335442,47421.5669621067,"4.56704579511806","0.0437808202874229"
"sp|Q9H299|SH3L3_HUMAN",325901.575393131,305720.109424926,363129.8255,333282.492544179,667878.663351441,685675.390620426,157036.38818132,1417571.71813609,1209473.40364837,1650075.4325614,1454074.38405524,1520065.86742776,1525077.78954097,"-6.52000770767154","-0.0656473493866317"
"sp|Q13243|SRSF5_HUMAN",8700.88950796884,9115.96101801487,29187.08639,21384.3508186445,2079.11424597258,3217.03157912002,532.692677097354,10000.3830284521,13004.3743949436,27525.112007296,42790.6387973162,176859.100029136,190825.556333378,"6.18555471321957","0.0610990924966169"
"sp|P14406|CX7A2_HUMAN",877251.478883591,949610.474773579,1074364.15,922100.618320787,1589901.79378277,1769197.35910003,274219.771397882,2598766.38430988,3650192.76818681,3987713.09791634,4372223.51836966,2896836.12111716,2711124.08012548,"0.23173616963296","0.00231278093564008"
"sp|Q9BTT0|AN32E_HUMAN",124456.138830496,169268.466368004,358025.0487,261505.197618034,267822.429193637,175802.840063029,205936.616270091,705028.847033194,780727.739759071,220901.865427065,168730.525222054,346146.468032875,366351.082021642,"-4.10320843490985","-0.0400065709152014"
"sp|O00487|PSDE_HUMAN",157875.307118775,182832.253856525,203228.6046,218407.746213672,263798.37378467,244084.02254505,72938.0720130428,700549.092858321,682505.640297504,732871.536567277,926354.270843541,771349.382390389,810016.098825129,"-2.12355113720638","-0.021992937951883"
"sp|P29218|IMPA1_HUMAN",212025.052702102,184845.555441143,356733.0864,286334.542087502,412296.457208209,412604.944661459,99696.1797196478,606731.016850214,616603.767102838,785698.84111494,867574.889353032,710658.989186781,773825.771045454,"6.73367705358631","0.0674622859592692"
"sp|Q8IVD9|NUDC3_HUMAN",15604.798351685,20878.6028599526,48867.58799,52331.7727532952,57148.2474513299,39282.3776295626,4779.06442414189,133983.951368368,99301.8945669512,2057691.89953336,2152353.1231688,147336.843099422,177473.03649312,"1.86136495351421","0.018512916938074"
"sp|Q9UGT4|SUSD2_HUMAN",259083.852341493,259402.634562308,863560.6844,747557.409527038,1804488.73305204,1548393.80248766,117972.797763684,118410.854687027,120582.076760514,291996.935953732,308037.065628257,176975.687288078,182677.462198758,"-2.01781673891473","-0.0211195150569439"
"sp|P11684|UTER_HUMAN",59606.1085529507,57707.0474541798,584951.393,433708.016109044,177069.593221543,195783.487777611,157306.479692087,4460.27229536435,5246.54529734169,101019.74681299,91255.7893433291,629844.166389788,485065.713085085,"-3.98926895990973","-0.0383598598511307"
"sp|Q9Y2S2|CRYL1_HUMAN",117859.160570422,157079.292602389,194362.6161,205820.494105358,496178.61103068,511203.717182686,47598.6843867759,273362.205860822,251135.947567185,460609.005309217,385287.116733426,284920.771243398,333447.397180102,"5.83754785738701","0.0562774203315214"
"sp|Q5VT79|AXA82_HUMAN",7963.35563143061,8474.94672771147,58746.20864,23834.5034944169,28947.5148059701,31337.3163049361,4402.75082837811,38132.4254268361,56994.9477865239,167231.472908256,239931.588657753,94809.0505554877,87129.0777233455,"3.26309717700419","0.0316955621953489"
"sp|Q9H8Y8|GORS2_HUMAN",57915.8053415161,63673.0586917957,81263.41049,83540.3967871208,136730.729447047,143699.685060566,46567.6943332252,361215.351886297,354901.146098174,534395.224228329,534454.928538184,379968.444854587,443122.350759673,"-4.09146585958272","-0.0408560472650468"
"sp|Q9NT62|ATG3_HUMAN",109238.481053638,118072.730299984,158461.502,142361.083864541,210722.567532509,273306.553644283,83241.1002596655,314144.361444288,318414.570853575,755875.296020449,702470.126076863,444167.949910781,379642.306486384,"-1.15257763280924","-0.0115785717237466"
"sp|Q7L1Q6|BZW1_HUMAN",20443.3533077228,20142.858670677,45321.77858,47937.4217195863,66255.5293331667,62796.6676194862,21565.2257263781,271982.313660513,268503.672818306,248726.0081967,248208.243495929,214790.757577195,234140.902817702,"4.14572495891353","0.0386989819816773"
"sp|O94903|PROSC_HUMAN",94334.8901842062,102156.092190036,109083.4361,93417.3973990931,529101.837242871,501584.469504542,22047.6680692664,886013.372459843,726356.636237071,930069.687382302,1018738.17979587,611913.220705671,754322.115061424,"-1.6231728228156","-0.0166316995826002"
"sp|Q9GZT3|SLIRP_HUMAN",26088.8004027363,30956.7993194983,34009.5741,24645.0758048841,45100.8393170868,61528.483247722,4484.42526680191,423026.990995954,304675.91197487,286655.327964481,213881.282127308,185863.087919402,205510.09231759,"-1.52830364653246","-0.0152921142095537"
"sp|O95232|LC7L3_HUMAN",20298.5812350122,17929.8184260049,38082.34815,39691.572518994,52107.7063020601,76371.8594979506,10688.6432460964,393706.911919676,326713.756931745,330125.648451108,334538.606576383,286455.232278022,300525.393898312,"-0.187541923676304","-0.0019701947541916"
"sp|Q10589|BST2_HUMAN",48793.4611091156,59549.8825740122,209597.9921,167706.404737603,372614.163389958,379961.084602897,54682.1697545374,97368.9591198802,86566.807092903,101353.944881848,105013.851910256,173454.918820694,184560.602359072,"-2.49747084845403","-0.0242839028114608"
"sp|O00483|NDUA4_HUMAN",200099.982553699,267323.089670248,328833.4466,177680.52038053,321536.026047661,409778.114887407,73403.2433129935,434506.713715475,514724.590690398,707771.607740896,917350.029346536,573209.571756395,702963.228943768,"-2.64514226621508","-0.0269997740636023"
"sp|Q3ZCQ8|TIM50_HUMAN",14855.0550444594,12725.1519918864,29100.56127,7587.82466356831,33609.9155652041,40148.904475533,2800.61123601594,46529.4005674557,46749.8411400962,77005.7563357702,85301.0608919471,71798.671448692,83152.0036310913,"2.66898832594095","0.0275330064883785"
"sp|P83111|LACTB_HUMAN",35975.9785927094,55500.9388550373,39208.52949,32483.94795654,57446.1927670897,51115.9034148017,4318.00287976741,57384.18839607,69487.6995796328,136582.540202083,134782.982135578,76151.2191477376,108885.078014261,"-1.62947418051382","-0.0154386979187801"
"sp|O76071|CIAO1_HUMAN",105943.951568059,192327.77501663,133304.0284,90697.8719522325,184989.41874593,124959.624670809,119242.909908789,301756.138253891,352353.438693295,406997.775232512,365914.698432002,279330.386771962,383122.200011478,"6.9249996532645","0.0726820038066368"
"sp|Q9H2H8|PPIL3_HUMAN",83397.0833052222,84095.6470072072,90252.52195,76647.9329440379,138650.99613717,120897.234608033,25692.919176902,562005.722081461,744023.251753093,255651.927525362,313809.137253335,463802.730793005,452923.236124073,"3.47804866611992","0.0354596845616748"
"sp|Q15555|MARE2_HUMAN",28168.4216800396,25656.6875350414,113816.3135,68865.3281267092,302445.307495119,227525.781043789,24619.8995817547,143357.710397707,145678.440481946,449798.566349958,364060.2522534,144062.009892516,100549.088980241,"-3.6890515014499","-0.0379717932218571"
"sp|P30520|PURA2_HUMAN",151502.449717434,210921.147194851,281293.4093,296404.700646866,349274.922927096,270523.087685017,61290.9970531552,574449.213252851,707906.989167114,822416.541175992,822334.913842832,1494162.37561505,1734851.22032879,"-2.77209521387076","-0.0268493756745552"
"sp|Q9HAV7|GRPE1_HUMAN",43076.1482271101,41288.1933144377,35627.42372,26713.4932856705,71770.9168732198,77826.8586270128,5492.733894848,284608.451400175,276888.757803766,217715.517314753,204689.168278103,111707.870686371,127229.09126334,"-1.91985859093941","-0.0196633977622092"
"sp|Q9P035|HACD3_HUMAN",14464.0113400268,26948.6588499307,36968.6267,84706.5016653819,90355.1995860774,102169.925274713,15072.0768106855,203494.10731719,156325.361270646,220173.828201097,225644.209800705,245490.731310902,195629.39837952,"3.19331599433385","0.0319674947622447"
"sp|Q9HA65|TBC17_HUMAN",23690.1719051641,24323.6110408793,66579.11059,57373.0949130453,65529.7738367495,111558.731906415,16725.426304224,105708.613360228,53124.5971115779,195186.524860415,207719.16890092,82553.7156059571,67827.9590979389,"3.27110184188216","0.0321736027785772"
"sp|P22894|MMP8_HUMAN",22673.8041158815,23666.6629559991,168210.0189,148763.643414803,24404.5901726437,19091.799823937,20401.2806895652,248098.105358024,272151.952217955,76124.7620112489,94713.0416932668,83323.1779247909,75260.3163677609,"7.93216813224228","0.0814041043705234"
"sp|Q9Y3Y2|CHTOP_HUMAN",1297.24730502767,18059.5749115162,26595.79796,25273.1497913901,73826.6898905514,60889.6219570828,3809.80171997912,103849.066243469,123259.804015133,152011.5454991,186951.221847048,110532.518059287,109791.759723002,"4.46063676233746","0.0456280988794734"
"sp|Q5T6V5|CI064_HUMAN",7730.88944803371,9330.1556794765,42392.20258,35503.4751863776,50892.3470230352,35067.2350633096,9830.10147036178,60121.3471943053,54775.4622757225,115170.181217668,99635.1209049744,45708.7333777462,58862.8332489884,"1.32026625168934","0.0132792702244874"
"sp|O00584|RNT2_HUMAN",57947.0645710626,55932.9619206535,66376.07353,57659.6685134361,310901.877283986,336076.507119307,4012.16774121792,1453292.91117358,1504419.73732488,910953.075701588,874964.000333021,802915.201986427,1025288.16161427,"-0.573146493053172","-0.00592975271738688"
"sp|O60711|LPXN_HUMAN",73942.6707131454,119738.522774882,144666.4347,150954.057843343,248191.336097055,214748.803731676,11000.6793934809,453614.905981409,451815.597327277,599350.181423125,761223.742440711,519543.478379378,352913.860717349,"-4.01203154798345","-0.0402848590487883"
"sp|Q9UK41|VPS28_HUMAN",54433.487016799,64595.8787539438,130572.1618,132224.659952584,85903.6149239163,72314.6843775289,38079.4335151144,218547.699265903,235781.096364174,189131.832453853,170953.252984458,237709.033521896,219527.451205918,"-0.784871608822174","-0.00752424681149959"
"sp|Q9HA64|KT3K_HUMAN",36832.3857693507,35699.8163422393,42716.06857,40577.6733443146,64298.6853030367,68213.3827887475,30881.3142769802,74792.4875912848,83324.9059214376,103185.502788336,101406.457904344,95035.3379188133,96776.8651486194,"0.682685892727234","0.00678730068956909"
"sp|Q9NWZ3|IRAK4_HUMAN",18355.7773915944,31830.1423955595,38375.74061,40729.5395471467,41059.0879780303,38951.6080176552,17305.4507250588,128482.067439033,121425.076288836,114546.77210924,129819.037317517,171946.662978854,168348.055403798,"1.51875216732627","0.0151493194894966"
"sp|O95674|CDS2_HUMAN",69044.0432104967,69305.8094273545,183541.5522,89481.7818212317,151580.917539666,153309.24327142,13128.5002237582,163791.710552283,165637.568969501,300417.120220708,341342.01708157,310312.677766599,292940.829084393,"-2.77466341050541","-0.0269310689793436"
"sp|P42285|SK2L2_HUMAN",34677.0627898722,37663.725180555,60415.22005,52885.9265893716,161657.438017977,164153.106108564,10448.9718124356,459922.02020614,317951.949491269,395389.566985485,359349.917431638,310542.230553396,264209.090987408,"-0.987013432072517","-0.00976280486491398"
"sp|P52758|UK114_HUMAN",97171.2592673897,101175.681976773,104990.2669,87367.4751402378,29232.6764019357,34729.1125349518,45794.3249903895,150082.13190451,140926.69138506,98654.7857843555,121901.943347189,166255.859853622,201571.395026511,"0.973492870033932","0.00989676974250636"
"sp|P09661|RU2A_HUMAN",34437.3553029204,37692.6322878544,39493.72009,33290.9245333886,87151.0360067004,84329.7630615724,8785.57589075914,76716.3857193801,73841.7085932006,295061.702151746,233700.784255628,189406.955627898,187830.298738793,"-1.71784507170253","-0.0165179306001072"
"sp|Q8WUA2|PPIL4_HUMAN",10953.2518550001,9166.36596206271,42300.68769,32268.634421388,109486.678748274,86060.6849740305,20821.7723001531,157473.530111698,156998.163551862,138921.105657085,168117.621270668,144324.28660422,143696.931527329,"4.35162468762199","0.0438790168574931"
"sp|P83916|CBX1_HUMAN",16995.5788794681,13785.655175172,19855.61045,6004.66460901609,41658.4498989641,64432.3026207929,23850.4074340826,184192.331856058,224051.76289795,148403.689690352,118420.114679458,575541.197586291,583224.881714713,"2.07376103351134","0.0211579649500771"
"sp|NQO1_HUMAN|",3946.51300346879,3721.25487240132,11514.58201,10031.2030103206,21174.9852486791,12840.0616693368,3430.22625076042,637.1008803514,4610.63666020929,18270.0725704791,12979.5542742856,270967.410379295,235655.589965636,"1.17214760568747","0.0118524482493072"
"sp|Q2NL82|TSR1_HUMAN",6049.52659970053,4801.28566055999,12532.44422,5799.92736158459,39797.1277359635,48065.6267155345,1021.91148079061,125228.911968614,111733.845098505,158075.306653775,117143.705474057,60445.4517061249,81598.1972434034,"1.41717898166275","0.0141300775008039"
"sp|Q9Y2S7|PDIP2_HUMAN",16273.6533517341,18549.4814298367,21620.28568,13506.8033886488,18178.292123225,17648.4510526771,3119.0417656622,64379.5059330816,55894.6439233143,41025.0598309176,49815.0885629272,76200.7700402291,80355.4509407193,"-0.0639193927786249","-0.000642065287358911"
"sp|Q8WUP2|FBLI1_HUMAN",21412.5047540066,25191.0699157703,76481.32743,67066.0519712398,104132.787675791,104312.660181676,1183.48846079786,155812.707166044,188136.928129637,416842.064989313,354852.035498955,98916.4717961532,119588.159937901,"-4.02108399563571","-0.0396800092468386"
"sp|Q96RF0|SNX18_HUMAN",32521.5441735807,31555.8770462229,63497.78227,48795.0859687219,62316.762278591,61992.6818040722,7419.85559750892,61942.461885644,57190.4099940039,169382.953191522,167315.012978062,74404.4683793997,70052.0208403997,"2.73517804603747","0.0270590758502585"
"sp|Q9NUQ7|UFSP2_HUMAN",17302.451648696,23729.19015404,55595.27206,48566.5621576702,82422.1995838464,56781.9058999564,3155.81793563247,205375.974369298,173945.659360661,187237.907243963,170597.266656843,170452.452290301,102376.87797883,"1.41268529365787","0.0132617278335122"
"sp|Q4KMQ2|ANO6_HUMAN",38784.5803221423,51063.1977896261,203188.7532,175359.701716432,115175.729948156,113176.275414301,104124.230000755,61441.2294901918,56527.5362433398,64479.9397756533,67358.4811113039,99666.5508726489,118204.115237831,"6.11102306341138","0.0613712212755358"
