"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"sp|P00450|CERU_HUMAN",4638010.96222953,5331987.12601799,11600000,9229157.74270047,7156978.93119511,8099181.39282596,4151772.28676268,8650127.50490876,7532538.52285807,10765264.6190828,13778054.0405747,11691998.6948371,12864742.4111211,"-0.366629583544913","-0.00348701935040843"
"sp|O75083|WDR1_HUMAN",2864001.89420595,2934561.08300718,3642258.397,3821986.3526037,7285553.52343392,7491337.5728833,1380416.6472375,16961901.383821,17316403.7934664,12587586.3506591,11897048.1292261,14513792.8632647,13817686.2934264,"-4.38407937288418","-0.0445371363771562"
"sp|O15230|LAMA5_HUMAN",825305.307000213,1008547.51269156,2973977.383,2303677.04297873,4097792.96493084,3778215.88171725,587671.178921117,1391369.00408826,1245987.64955178,4167738.74921172,4627004.77760118,1597607.13483137,1464270.8525593,"1.03447730312284","0.0101991925028939"
"sp|P35221|CTNA1_HUMAN;sp|P26232|CTNA2_HUMAN",1487264.24417253,1886532.60191425,5031962.176,4118367.00833773,5140879.1457655,4597781.90775377,1273581.18255262,5792489.1543128,5901401.36352337,5211687.80781409,5789325.07360499,4925952.21502992,5230969.59416952,"1.8415152631287","0.017946043306123"
"sp|P55268|LAMB2_HUMAN",1312669.07445739,1473514.72844623,4315787.99,3652667.73362909,5926217.81131602,6306511.91353013,1024414.0732224,2034274.90060134,1888738.5673554,4604129.50843496,4976466.44277856,2680081.22982413,2658200.49052817,"-0.373721161577087","-0.00371021546847349"
"sp|P04406|G3P_HUMAN",17863230.3396761,24287399.4248515,31800000,27866680.1745616,44232613.3844309,45206354.1672547,14542728.008198,184545487.055972,177254527.019735,145493340.694027,155610856.604298,229102019.577154,223941812.341738,"-0.0174973476768515","-0.000172701011381334"
"sp|P48668|K2C6C_HUMAN;sp|O95678|K2C75_HUMAN;sp|Q14CN4|K2C72_HUMAN",9918914.53308493,11790527.2375678,28700000,28314697.5407121,26741041.6319955,26049602.1042993,5477131.32776289,1451938758.45507,1636195634.02832,147850871.677495,120081703.834052,629730682.0838,748060947.609634,"0.332132634651037","0.00336736207796733"
"sp|Q9NZN4|EHD2_HUMAN",3949086.43461819,4886445.40971384,13200000,10483606.3679219,18407360.8494216,18261576.7329108,1747306.60199645,2445701.84969815,2260751.25232775,6052973.96686472,6472945.3470632,3488264.88464301,3621011.8053662,"-0.439423648200525","-0.00445799807213149"
"sp|P09493|TPM1_HUMAN",1454487.16859671,1850320.83864078,3204637.437,2726420.20026064,4213069.84433424,4783296.92865894,1020900.5151953,2914290.2802619,3008193.90548137,8290071.60660531,7786407.09452539,2444931.10644909,2441769.25179172,"4.36522847118174","0.0439230485825715"
"sp|P08133|ANXA6_HUMAN",3532905.18008197,4495504.82307368,12300000,10394002.8946918,19506307.7658049,17634954.0018796,4768881.58710389,14112301.951339,14589411.0700859,21722964.0619555,23913852.826127,19671587.0212844,20369175.4842751,"0.0641559198291995","0.000635323021739966"
"sp|P25705|ATPA_HUMAN",8265762.11090411,8367470.94279002,10800000,10662813.3143821,15385256.8293673,15217980.610759,3338148.31395375,28088908.6916075,24270235.2380868,33173828.8388002,35358339.5357735,33105841.5724055,31208912.1454975,"-1.29251203155619","-0.0125008394319102"
"sp|Q13835|PKP1_HUMAN",380211.125435076,437578.624096007,1453943.125,1204539.68955197,747392.995143191,746292.162044797,725028.570802061,13840911.5291979,13907662.8892408,2527306.95728191,2483690.21282062,4432488.08681364,4434883.88654901,"-2.19168136629192","-0.0216030906337835"
"sp|Q9NZM1|MYOF_HUMAN",702351.147793125,876472.579741648,1386687.588,1334284.83332258,1053974.79597682,1088385.21005355,822906.236777864,2727903.42547512,2707200.06430013,3369479.6170243,3326572.70807598,2510503.46781366,3002989.25474384,"5.10088160470254","0.0487593466423085"
"sp|Q9HBL0|TENS1_HUMAN",1213075.89316405,1335019.01123494,4625831.824,3786836.70570914,6258899.36010332,5948965.49578253,748306.26090343,814858.799184232,885836.840799985,3537275.74810591,4215880.25390299,1397708.62734204,1404374.63809005,"1.23801109383492","0.0128682205050249"
"sp|P22105|TENX_HUMAN;sp|Q16473|TENXA_HUMAN",1349136.65943992,1443825.7999791,2753200.202,2671064.05798933,4549748.73010887,5202867.08289016,614142.3222473,4751828.04901246,4376172.77373216,5531716.78540723,5007032.50428448,6792417.07105469,6995967.71356946,"2.28291492828518","0.0220145636678725"
"sp|P67936|TPM4_HUMAN",2572646.96414636,3230001.46782018,4166118.745,3733261.99786619,8631136.71712453,8759202.04658183,1366055.71277273,11333036.1257929,11297384.0091148,16573153.3493903,15947605.7385193,9796307.71159631,9449607.51333169,"-3.12053036048004","-0.0311285982483061"
"sp|P35241|RADI_HUMAN",254072.803631922,302334.423668069,662188.3028,642447.033774873,795565.105740844,716063.952487253,135158.695153445,479348.903395195,483930.786601642,517723.546466369,517594.622555606,438918.940522923,491085.393360007,"1.28736579348744","0.0130433869061219"
"sp|P04083|ANXA1_HUMAN",14694688.1971629,14724575.4902344,29700000,27239455.8619509,43133666.4680475,43684556.1061788,5854864.52278102,92408438.7390566,98853486.2225446,54728397.8305079,53976982.0932581,87682500.6863349,85884067.3927622,"6.99712330386889","0.0723945425020147"
"sp|Q13011|ECH1_HUMAN",983106.359333878,941093.975913245,1585853.243,827554.303536743,1873230.47999706,1195428.42748324,634383.406694921,1898669.90649185,1860177.64222495,1781648.96714824,1682769.9594565,2734039.06998934,3452304.93490533,"-0.187888773852099","-0.0018511568519242"
"sp|Q12765|SCRN1_HUMAN",95709.5530544763,106886.844934548,154066.5081,173810.163585684,364883.614621398,302803.157262167,60183.4193468022,496339.955638429,458956.907476386,1095360.31856383,872837.406310222,694653.869801487,663526.09187583,"-3.57300020592218","-0.0346343008885323"
"sp|Q13630|FCL_HUMAN",155408.610102364,143605.456458853,219539.0464,203940.670135196,326701.919080632,258054.678830967,271843.071537912,316962.342535638,336246.192336101,498482.614767514,613100.134485631,549718.739997544,514761.652309574,"1.56502159056785","0.0154858264016374"
"Int_P02788ups|TRFL_HUMAN_UPS",620494.496941782,523183.334816254,2912022.189,2435214.0098044,1615324.61836753,1391625.93009126,1207693.18417861,5676574.49333784,5717460.96754499,1052470.48636385,1238237.09993647,1878530.01130074,2137783.56844898,"-5.34773885443181","-0.0536274120809013"
"sp|P62753|RS6_HUMAN",551020.53679513,689675.138811589,1006260.13,861475.379557966,1677180.88501848,1659630.60392241,389290.236185002,5541667.546604,6165004.58392254,5234168.70461562,5605252.77268683,4508979.19614001,4419163.08436649,"-0.587857684630823","-0.00604261339548588"
"sp|O14950|ML12B_HUMAN",1071634.014728,1347828.31989715,2217062.769,1971982.6880391,2724287.34244155,3593261.70247916,471650.076118394,2367539.29670402,2024867.60072108,2988501.54583902,3138388.33475774,3326638.84950493,3980055.46771969,"-2.04840561048684","-0.0197056565818888"
"sp|E9PAV3|NACAM_HUMAN",793796.526289017,986014.655104823,1365570.988,988437.718206461,1989775.63114192,2045586.82872669,538872.944130482,4066878.65632941,3971917.27895299,4726952.1912907,4884672.78561967,4117503.46158619,4566118.54972714,"0.552011102964664","0.00536830786415869"
"sp|P48637|GSHB_HUMAN",561884.115431285,718951.855232907,785707.4922,591118.572374239,819575.948471662,770958.510046396,416889.773999483,1690150.25090765,1754692.81326327,1856761.60001989,1911449.8653057,1619452.26189135,1696342.80211849,"-1.39425772899413","-0.013379469225868"
"sp|P41091|IF2G_HUMAN",848.253796750505,88.1218602196949,3222.517414,944.193381501472,441.814970499833,480.955757103283,325.177712634593,26091.2760790656,19390.9037457326,5259.54191472892,2634.98310558455,34261.5389134969,53061.8942976704,"1.46960373921105","0.0147580731585962"
"sp|P53004|BIEA_HUMAN",764964.084087872,705448.740873868,1117152.238,986235.865177736,1233917.00328622,1265708.61758013,630975.242839561,1726629.56087682,1731140.42886269,1808830.637595,1575943.90546196,2029087.59769979,1964200.84864339,"1.7947409331109","0.018742618910908"
"sp|Q8TD55|PKHO2_HUMAN",261070.071351888,270281.103609382,237791.1411,212048.527863412,553950.088421863,551108.066570335,57254.7876408675,593916.01634466,372718.453050497,805308.469441831,901482.609110349,658911.482364819,770765.097426889,"-3.34101644389644","-0.0330955914901415"
"sp|P63208|SKP1_HUMAN",255297.157659245,258044.722420072,327559.5014,291680.205194905,367414.933985436,328071.417574986,190690.20125493,812298.668846862,701990.245053964,682151.980574643,752794.664462514,765136.814529106,854916.207662245,"-0.36225852026785","-0.00373212061521104"
"sp|Q92882|OSTF1_HUMAN",657134.246728067,858791.388277603,752522.6614,661867.079915095,1653572.73682413,1802366.56631817,193064.326485442,1383508.16015666,1379922.63688093,1280308.40462972,1259226.56322964,1915953.77821919,2200243.30916782,"-3.40262154439329","-0.0349144451233572"
"sp|Q8NBJ7|SUMF2_HUMAN",185490.024158285,316504.247299318,357517.7796,257284.940514673,310744.575853953,316843.669718692,45100.8046723704,839487.726416043,819093.239987307,1847568.3826906,1405290.06194311,263097.64973227,337180.588787658,"2.92117821538729","0.0277830836728323"
"sp|P46782|RS5_HUMAN",967596.159107419,818977.242940211,736134.1811,416202.438494684,1810701.57541225,1942941.38569004,52930.3376765587,1185893.94928239,1268998.32475613,6879301.47394869,7377421.48731674,5453817.08022865,4296126.80348195,"-1.38707347920529","-0.0135439630956821"
"sp|P52888|THOP1_HUMAN",88778.7080344948,89007.1872202409,129137.2872,90158.0402367534,167423.005594806,176725.04789769,58214.1627669215,661365.922691568,600595.891542387,385793.349773581,327760.614617805,797319.122830445,1012512.94029998,"0.168639411048916","0.00169946472991679"
"sp|P52597|HNRPF_HUMAN",321659.417105217,227940.270453344,468786.5461,448470.556056358,855123.204140282,819516.022885348,194941.838046501,1332698.1364811,1367839.0785133,1400773.97681608,1522315.45940379,2837552.10400646,2702923.09391273,"0.0466657805425645","0.000467770292298089"
"sp|Q9NVD7|PARVA_HUMAN",537408.07932064,589898.933302276,1683159.926,1211956.0498586,1678260.79451112,1671993.42550352,161662.688755183,427800.755848958,313428.919546177,1142072.43140804,1350063.14734488,419554.02346761,535460.24524686,"-3.8076121140186","-0.0394800001139617"
"sp|P00387|NB5R3_HUMAN",462550.202624407,636972.127550277,633623.9267,711963.314531075,1247079.3460089,1371538.40336573,293669.240247054,802590.642916056,616890.8106296,1640531.48905239,1737477.22312899,1158612.64917695,1390922.24853975,"-2.62392767406525","-0.0261758518547837"
"sp|Q9UBF2|COPG2_HUMAN",76101.4463244181,83967.7670031227,102405.2211,94100.6597238619,138762.202147216,211438.215480146,35968.4894781957,725724.400656974,661183.672926205,659475.566487662,581558.514015388,390299.168057865,422356.436744468,"1.39095888960962","0.0146190850384347"
"sp|O95171|SCEL_HUMAN",322883.707761697,343833.34075182,707087.4471,668117.610775586,1423937.37619747,1290224.92578177,60676.2367976464,286162.234299566,224233.757074672,224044.119963814,286439.737989043,416117.598129066,345087.182285079,"1.35270892625226","0.0137373459741925"
"sp|O00567|NOP56_HUMAN",105744.728378747,124040.005840726,147770.2127,283312.246683804,403389.563058261,483278.98594349,55364.5475571199,1619565.82087285,1386193.55162832,1427174.04171268,1265447.75306723,1473323.51380402,1435994.84319751,"-4.64095119953953","-0.0452388372106678"
"sp|O94760|DDAH1_HUMAN",102652.200388809,68157.6425602059,269912.3941,271073.219657469,464689.064280342,230981.071343825,52541.7806784873,195516.0546116,161965.298987718,289743.564898991,251244.987141989,283710.058110997,350747.314569966,"-0.774181915228375","-0.00777140790984053"
"sp|O43294|TGFI1_HUMAN",98870.1905568411,116731.221606515,334988.129,316398.054091356,641442.021406866,550516.364449894,66891.4253590869,862322.797966866,868367.737958176,878561.791215464,830984.377618345,356795.048577602,366773.524546145,"0.294085989035643","0.00287951255101157"
"sp|Q96JY6|PDLI2_HUMAN",1132441.87618902,1475715.71071973,2933860.962,2211796.48564378,4064387.21777713,3826735.9547432,2528663.22231128,1340081.66925107,1307025.71851886,2153896.08062761,2375887.92737005,1181176.31465847,1530361.4404995,"-0.275987643825752","-0.00275343959186706"
"sp|Q6ZN66|GBP6_HUMAN",3095.32023004609,26829.1840084422,32751.28175,54409.2209738932,11449.254990812,10387.9273130502,4222.32556111874,731414.435617249,678410.075188178,25636.9901967118,18469.6869944471,71632.763634749,94153.4217066938,"1.95728587404012","0.0193920687527564"
"sp|P49321|NASP_HUMAN",39441.621720483,39339.6756293414,81975.81285,45546.7131259189,127146.397529439,120749.898774671,20170.78833308,916863.439873165,1184833.93509538,522658.723523454,507163.538994822,333103.278394405,329807.390619492,"3.39872127075928","0.033505692661847"
"sp|Q96PK6|RBM14_HUMAN",105705.996900252,126691.503725303,248767.173,200562.964436604,312171.976940494,301008.928702548,98522.5154660771,1063427.16674475,961377.265139552,749427.228519912,763313.490340702,1158366.32888114,1027460.82292166,"-5.17044141813719","-0.0496925960670327"
"sp|P08237|PFKAM_HUMAN",287609.329026968,326247.296560545,501144.6621,358363.034526622,870689.678964581,814311.075969105,192743.204589311,2030460.74568477,1545907.29243932,1415589.9686891,1379357.28380027,846209.947094352,691032.000961254,"-1.37466112608181","-0.0136610608906302"
"sp|P15121|ALDR_HUMAN;sp|C9JRZ8|AK1BF_HUMAN",514711.476272034,525627.372994997,369822.9911,345900.483751209,605882.910665228,715000.094435821,166477.447785838,1043921.30704312,1018096.05483161,1366442.40341056,1454457.35296376,1710759.82704063,1676603.89537971,"5.92553393118394","0.0593045814355552"
"sp|P16278|BGAL_HUMAN;sp|Q6UWU2|GLB1L_HUMAN",654184.290368532,781901.549158749,507163.6464,441858.355739953,527230.188330645,600391.467953632,119046.144201922,2450737.90335271,2577244.65748945,1853331.19204881,2360560.10767888,1791900.81974403,1990302.33059543,"-2.03765275048803","-0.0194612775716265"
"sp|O94855|SC24D_HUMAN",41686.3824961256,32275.9002517883,51936.01249,52145.2082505997,163209.095841828,150349.855128838,9580.35427758046,413067.058304193,374643.562519247,1228193.79079169,1228305.06585884,365435.722886762,443483.911367188,"3.06323149896128","0.0314286094632158"
"sp|Q99460|PSMD1_HUMAN",142069.958890814,166754.465971679,357599.6921,422671.87458283,336000.38541688,282911.43375838,123754.523460497,1570550.04829412,1463953.69459566,1007922.94850668,706098.08268243,1206850.13529501,1461787.97037693,"4.71344450498154","0.0466878753938209"
"sp|Q9NR99|MXRA5_HUMAN",6479.48788166967,9363.48739674207,34341.60045,36628.9004999682,44384.8529092828,40081.954599055,27602.7256040683,283366.444395949,489995.519837653,713610.586904446,757101.826928005,169535.23899636,166843.678036609,"1.2853373258867","0.0127077692355521"
"sp|Q9HD20|AT131_HUMAN",109437.7465361,97899.4556170596,178733.8021,88911.7589501962,418190.044774484,418779.002302817,36298.7332485314,1181084.51395786,1165625.75195633,1867711.11562569,1725687.59461403,618417.971488622,990882.123220109,"-4.17724579788135","-0.0411948734045861"
"sp|O00303|EIF3F_HUMAN",59560.3377218378,77260.0509702711,168800.8875,167183.07583141,334239.931250494,355947.97477476,32339.7446926443,725585.657324377,726198.06011036,820294.372445912,1205061.23341095,985956.223343497,974008.79044445,"-0.732067684505204","-0.0069891163461027"
"sp|P11387|TOP1_HUMAN;sp|Q969P6|TOP1M_HUMAN",61530.7819844528,80535.036444911,129972.3702,107045.498953849,218053.786373749,247147.401504891,31595.2307049276,807909.039088936,1048321.96773066,865292.188112039,954740.41265543,783147.52789885,662711.633729395,"0.694403943491125","0.00716550783409671"
"sp|O75436|VP26A_HUMAN",311578.432192594,335458.398907165,749986.9716,615077.676352848,1075520.8105773,1000159.78028188,192484.628322211,1592852.37311874,1765314.14995164,1540114.85896724,1936380.9211919,1428668.22800069,1420111.11143471,"0.0702642006230428","0.000704601787428148"
"sp|Q9Y2W1|TR150_HUMAN",45072.7820242911,61242.1607568207,102462.8875,74219.116593549,167492.338430497,191729.741796374,36544.2766155337,322650.111928669,430519.379993817,353025.556980508,566893.014441849,540151.596193058,537424.469972704,"0.0365625437756628","0.000365569424276745"
"sp|P30154|2AAB_HUMAN",32577.2057467542,58614.8981108112,24900.03106,32000.2358103003,33726.9302789664,33653.3021830791,34999.3308499158,78608.7968593081,87656.0023876344,24395.2937159175,41532.1069050351,77068.0585135968,48722.7145378242,"3.89303091215395","0.0375187698542317"
"sp|P61026|RAB10_HUMAN",7622869.50227823,6574441.4550493,10500000,6045743.10268596,17766308.4815313,19246269.5959599,2878297.52581609,24425137.9927022,17180054.1572974,26438026.0288915,25621985.1708504,14273895.4605661,15604456.0727487,"1.64990160598715","0.0166157454513017"
"sp|Q16643|DREB_HUMAN",54364.1812189904,68398.7681333669,277443.3916,192494.289052783,336606.408760232,336202.134682362,56647.5160875998,418098.083229924,386403.352131003,662071.66478789,615188.742207281,379892.670501124,343530.849226246,"2.59046457788492","0.0260664978968518"
"sp|Q9BTV4|TMM43_HUMAN",382292.910707269,398044.138056826,841174.884,763903.609593344,1079991.80559084,1077005.18624932,162305.865454003,1472687.58344051,1402257.76944908,1000898.72569304,1033524.15274799,1272580.99927252,1157766.31399822,"-3.61762433942442","-0.0372076412778424"
"sp|Q92888|ARHG1_HUMAN",65654.1812005038,45334.2840952939,85555.23951,90175.2679381374,189039.113868561,244607.047798863,18815.3682857881,423176.991874651,315617.462920438,413831.744117017,399588.714084113,333885.303384541,346388.050386179,"2.85695017843814","0.0298095303326801"
"sp|P56545|CTBP2_HUMAN",79759.1376706899,104949.381053473,221553.5085,154307.969787636,287325.807441699,311635.294191417,86899.0128045748,440018.443675756,393271.888833572,386647.91299311,505366.741087162,696138.980341915,491408.18940157,"-2.52458109419715","-0.0255871300984318"
"sp|Q02880|TOP2B_HUMAN;sp|P11388|TOP2A_HUMAN",15017.4488724537,17336.8969845252,62292.92593,54025.0974610506,52453.8087721164,125374.310614164,7638.32584431797,387131.071105492,388416.729445622,254041.642425131,154293.542275361,524461.678604913,475444.477058732,"-1.7277520009035","-0.0164355757693622"
