"Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","S1.8","S1.9","S1.10","S1.11","S1.12","S1.13","S1.14","S1.15","S1.16","S1.17","S1.18","S1.19","S1.20","S1.21","S1.22","S1.23","S1.24","S1.25","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"sp|Q63ZY3|KANK2_HUMAN",1408289.05,1252759.828,4165406.631,4108837.238,492948.7204,573551.7274,2569724.902,2430553.902,1625093.344,1710343.236,2124961.045,1545647.485,2169145.098,2147456.036,4226191.605,4157378.53,6347757.491,5377999.482,2185481.103,1978886.755,1498446.754,1693372.979,1910330.732,1970460.123,573981.9353,597028.3923,2478102.874,2810698.282,491711.7484,463090.2198,647231.5271,486005.8224,0.158,0.4336,0.993356,0.913681,0.555939,0.991437175487328,0.987711592016308,0.54759148685175
"sp|Q14416|GRM2_HUMAN",282175.9389,421297.173,871160.085,1066693.187,69632.8917,97520.0001,1278094.589,1105799.596,681950.0561,680506.1271,956772.0725,611706.2252,310223.3577,242542.2451,41497.3074,11570.3916,45870.9994,33734.6712,584273.6548,733479.0936,328261.6607,408973.4067,335863.0205,325709.8403,133880.5197,101827.1112,912049.5866,948923.1057,207648.8422,222936.1875,23038.9549,29352.256,-0.273,-0.433,0.534574,0.895423,0.203708,0.520926803728817,0.516856231185444,0.19534700484366
"sp|P50440|GATM_HUMAN",299319.832,243662.7972,797144.9736,739982.5237,53550.1848,41445.2923,2311279.36,2029717.751,862818.8915,695870.6794,455300.5582,189947.1934,363120.0165,44804.4227,8757.3569,10648.8956,34933.145,69230.2516,589848.5316,802634.1361,23446.1793,210548.4941,48006.3854,349711.6381,128387.1129,61755.2159,676292.6008,511971.248,139171.0445,38676.4041,170740.3768,115975.5195,-0.274,-0.4321,0.535288,0.895467,0.204009,0.521643841285412,0.517569795637443,0.195643546920606
"sp|Q9BYB0|SHAN3_HUMAN",168359.4707,186962.2234,8777706.602,9371000.541,1038458.317,1239779.519,6378195.765,6305112.222,4246492.045,4135158.894,3021507.793,2315773.703,467698.797,310381.8961,274428.8729,224345.8141,324775.6384,279848.7364,4032872.373,4498194.485,2584606.824,2728930.577,3058224.681,3286373.815,809972.7527,1138786.075,8483245.062,8446098.093,2043449.187,2155813.145,366348.0642,334371.4718,0.26,0.4297,0.992278,0.913794,0.55435,0.990291641805099,0.986559853253008,0.545980456386295
"sp|Q9Y6U3|ADSV_HUMAN",2520753.774,1820715.55,8118540.023,7855642.14,9276613.388,9640635.781,5152327.827,4845080.402,3839127.56,3557913.663,9289284.219,7990224.225,19500000,18600000,5617113.252,5415446.724,15700000,16100000,5437230.722,5570425.64,2678547.443,2571304.398,2763454.599,2540879.036,4492201.289,4986926.49,3542237.1,3713553.127,1813069.244,2168668.187,1579681.061,1554080.454,-0.145,-0.4296,0.537271,0.895591,0.204848,0.523641782724889,0.519558037703503,0.196468869150402
"sp|P61201|CSN2_HUMAN",1813619.385,2298525.629,7948644.744,9944312.468,2815202.894,2878590.588,6193992.729,5781534.899,4103931.637,4127962.059,10600000,7088787.179,3889424.215,5807603.404,2995945.586,2804830.565,4222420.752,3925438.844,5848745.18,6024831.447,3560314.655,3368507.534,4808307.881,4470469.081,1432499.694,1707615.388,6329080.264,6360537.945,2031800.523,2204300.933,2614072.491,3729165.967,0.107,0.4296,0.99225,0.913796,0.554309,0.990262412675544,0.986530462880769,0.545939109918539
"sp|P16401|H15_HUMAN",13700000,1171287.339,47146.14,67680.4395,9859.4296,60563.8012,742695.9051,757766.0105,12372.4563,2842.9787,7474300.686,2814659.541,68337.0279,2140621.909,4088232.914,3604813.145,1830877.066,1286393.713,1781303.939,1709300.271,88315.267,80213.938,51267.0584,63168.1653,616669.5857,357988.3963,31753.8858,18605.5335,898909.0567,949660.5669,1124791.364,5797.3034,0.452,0.4284,0.991912,0.913831,0.55382,0.989911078290353,0.986177194019663,0.545442803731187
"sp|Q2M389|WASH7_HUMAN",69002.6115,79235.7747,349029.0882,383514.7446,127060.3721,157096.8557,261093.3572,252372.7351,77208.4591,86906.0017,335213.113,404341.732,168698.9085,140823.9699,171444.986,148286.1872,119318.5917,148828.6988,220353.7278,217985.8467,145285.1473,134581.7154,225387.5434,272485.8004,224578.8942,235877.3744,214022.2663,216822.722,48126.5387,59254.0821,268434.6339,257003.3657,0.105,0.4277,0.991714,0.91385,0.553534,0.989692431067188,0.985957520275945,0.54515316576177
"sp|P11171|41_HUMAN",502285.4239,6495.5363,98480.0725,264774.5944,20248.7799,2231.1025,54453.0975,36702.5328,41384.9681,46414.7916,13702.2816,30130.5381,342973.1031,184387.3903,55331.9998,36139.1002,43582.8576,70194.3177,24387.9323,49118.827,10352.0923,37548.3059,6635.4968,48388.3614,35616.8948,22494.0191,39038.6733,26145.9276,1865.183,1867.4677,19139.5666,16850.9984,-0.264,-0.4276,0.538857,0.895689,0.205521,0.525241674506232,0.521150195904782,0.197130812333548
"sp|Q9H9B4|SFXN1_HUMAN",4564635.036,4854618.621,5.9e+07,6.1e+07,25800000,24100000,57400000,55200000,26700000,2.7e+07,6.6e+07,55400000,15800000,13300000,6724701.681,6620897.826,8892712.287,8780119.092,51300000,51100000,2.5e+07,24800000,28100000,29100000,8251115.703,9911692.953,54500000,55400000,21800000,22800000,14100000,13700000,0.158,0.4267,0.991427,0.913878,0.553126,0.989393721837753,0.985657235336503,0.544739244250762
"sp|P42285|SK2L2_HUMAN",447103.6802,446599.7223,267259.9661,357206.9752,128425.5594,132471.3884,98296.506,98043.7517,74963.3458,105216.5939,711506.5464,816451.0569,453819.1528,419848.2587,2813137.098,2501184.345,3661915.567,3787301.225,172724.9214,161036.9726,60604.3874,98576.3832,135533.7612,155535.756,953231.6031,996409.9701,146204.8368,167478.7015,103086.2253,117245.8898,433402.057,464145.8903,0.234,0.4252,0.990995,0.91392,0.552513,0.988944252318261,0.985205403432026,0.544118012350281
"sp|Q9Y6V0|PCLO_HUMAN",771521.4593,1873256.62,8661198.542,8930021.727,754592.9199,722557.7685,6527574.765,6097232.97,5863424.081,5678874.028,3800801.312,2595156.058,1863273.345,1827996.416,473052.9875,602031.8596,794373.2375,769744.5744,5801672.106,5059129.131,2943685.314,3103041.028,2936301.728,3347886.253,1110216.986,1129356.172,11400000,9926668.723,1978859.411,2036478.026,673170.8861,1053567.269,0.176,0.4243,0.990732,0.913945,0.552145,0.988658038175671,0.984917893769232,0.543745077411113
"sp|P04843|RPN1_HUMAN",18700000,12300000,13400000,13300000,6544141.252,6710190.153,9590580.904,8914790.417,4953853.455,4902027.226,44200000,33900000,19100000,17800000,19700000,18100000,23600000,26600000,14800000,13700000,7684451.358,7582064.541,13700000,1.5e+07,12700000,14200000,8873747.161,9835903.335,2547660.767,2658733.743,16100000,16200000,0.13,0.4225,0.990202,0.913995,0.551409,0.988107003872863,0.984364091248909,0.542998768017428
"sp|O75165|DJC13_HUMAN",180885.6641,71646.8302,72979.722,136296.0276,173845.964,187332.0848,171564.3379,139241.8921,29055.2941,31818.7747,630110.7594,393336.4849,223041.2935,187736.1566,375325.5169,322534.7269,435729.9593,411009.3658,182015.5131,192697.9637,67513.0513,69714.1938,108364.6693,139856.4159,308358.5679,296714.1279,106314.5452,71981.3939,19077.5589,23495.4952,356070.8372,356632.1946,0.169,0.4212,0.989814,0.914031,0.550877,0.987690674953335,0.983945894686395,0.542459407744835
"sp|P42262|GRIA2_HUMAN",1095490.248,1188721.828,14600000,15300000,1019308.817,903806.2133,12500000,10800000,5332435.388,5397013.392,7788687.061,6402335.626,2291938.51,2061520.942,600533.6914,629728.5275,810016.8112,955505.5609,9758610.022,9744934.918,4057060.667,4498861.884,4752604.65,5390665.529,981341.747,1207438.128,9131011.755,10100000,2251862.274,2299899.478,1079748.326,1152052.014,0.205,0.4187,0.98906,0.914098,0.549853,0.986892257915344,0.983143845430893,0.541421339636671
"sp|P63173|RL38_HUMAN",756536.8138,496663.284,1303654.777,1173125.822,212280.2951,204882.9373,634343.1433,516203.5023,293833.2069,275120.2417,3321901.864,2731854.548,1259373.075,990306.5301,543582.3644,448875.6586,626244.834,619511.9135,957220.4569,986500.9738,518670.7274,574719.0092,923155.6013,943523.4042,62324.05,50399.3773,616668.6266,663968.5918,224295.2978,258823.133,34872.3314,33041.6732,-0.222,-0.4164,0.547726,0.896235,0.209317,0.534183992508429,0.530050304565916,0.200865275818228
"sp|P01009|A1AT_HUMAN",1.53e+08,1.5e+08,4.52e+08,4.56e+08,2.55e+08,2.81e+08,59100000,57400000,1.11e+08,1.11e+08,1.64e+09,1.27e+09,1.88e+09,1.59e+09,1.82e+08,1.59e+08,2.32e+08,2.36e+08,1.79e+08,1.89e+08,57400000,58300000,9.4e+07,98100000,3.81e+08,4.52e+08,2.71e+08,2.86e+08,1.32e+08,1.32e+08,2.85e+08,2.77e+08,-0.179,-0.4158,0.5482,0.896264,0.209521,0.534660647226916,0.53052477546228,0.201066652748652
"sp|Q13228|SBP1_HUMAN",14600000,15100000,46200000,48500000,23500000,23800000,28700000,26600000,16700000,1.7e+07,48700000,40500000,37200000,33200000,5.8e+07,55300000,73200000,7e+07,49700000,48700000,23600000,24200000,31100000,32100000,9702881.674,10800000,41100000,43500000,11200000,12200000,17600000,17600000,0.107,0.4146,0.98779,0.914207,0.548171,0.98555822109358,0.981803975932085,0.539716582675852
"sp|P46063|RECQ1_HUMAN",806663.0327,695495.1863,162052.6865,147733.6258,107319.1571,129567.1224,117039.7587,109537.0981,66779.0114,72219.1837,595411.1126,479113.9458,549325.5991,421517.4173,2582056.287,2391086.678,2356736.285,2308591.508,226189.0421,169096.9971,123760.5162,101301.7804,214311.5701,191482.5147,1026729.016,903225.309,135013.2097,141129.7398,62253.7015,53132.1876,462010.0656,360796.4617,0.214,0.413,0.987286,0.914249,0.547513,0.985019961574643,0.981263555146534,0.539050543671825
"sp|P67812|SC11A_HUMAN",349199.7386,402426.4626,255675.0341,336720.3777,124835.9855,143171.0192,307112.7477,152934.7195,65033.8917,106267.7243,473449.5161,650193.1992,636020.2376,440047.0342,379195.4766,216316.1717,301618.0703,199821.7496,217518.4208,174364.9315,108694.0315,64866.7094,117531.4337,151981.9254,413601.9369,460706.3063,373871.3168,430040.5756,48307.5308,16354.383,355460.1385,253958.7065,-0.15,-0.4109,0.552071,0.896501,0.211197,0.53856912602967,0.534415312435817,0.202716223224077
"sp|Q12874|SF3A3_HUMAN",5323288.26,5493294.718,2506201.57,2680634.175,658833.0191,673124.7976,2972495.54,2182241.024,827251.648,823229.186,7240261.325,5923245.476,3198890.828,2911904.851,9776515.307,9241595.924,14600000,1.5e+07,3201111.561,3058328.523,921632.1307,836741.4122,1744163.83,1512216.672,3899359.02,4337362.222,1589746.682,1634774.424,473547.5256,511526.478,3500474.736,3966843.507,0.177,0.4083,0.985769,0.91437,0.54558,0.983427731386335,0.979664991728433,0.537091642161237
"sp|O94804|STK10_HUMAN",1096949.99,883100.1162,42530.4218,32752.9993,51651.2719,53594.2706,46500.6967,44669.2682,7960.8935,8438.2078,339057.632,351506.2505,588929.1937,517477.5868,661830.503,586287.7926,781767.5985,814678.5545,498427.3746,465117.7399,106276.3708,110728.9893,351876.8914,354111.5707,152010.2549,138445.4205,32116.0107,64312.6929,31171.8075,25909.7036,376961.294,371695.0443,0.243,0.4063,0.985109,0.91442,0.544756,0.982726717812533,0.978961434402888,0.536257001446349
"sp|P01871|IGHM_HUMAN;sp|P04220|MUCB_HUMAN",82700000,63400000,24600000,28100000,935542.2246,2011191.971,15900000,14300000,6016184.618,5823049.604,31800000,20100000,95900000,85500000,13300000,10500000,16500000,16700000,12700000,11100000,6710204.566,5981244.887,8575261.28,8144851.229,3144400.623,4903586.082,13600000,15500000,6073269.527,3811910.336,7493169.938,7431002.263,-0.208,-0.4053,0.556486,0.896769,0.213123,0.543026623988307,0.538852769759966,0.2046122990078
"sp|Q9H008|LHPP_HUMAN",852264.9547,317950.9193,7300945.513,7512991.993,3413099.698,3618615.009,5313714.512,5051051.689,3252357.888,3432765.064,6854800.349,5266631.903,1215599.608,845398.3217,816611.7113,923033.3973,1373881.452,1283726.294,5181972.776,4223693.446,3202850.569,3672157.1,3793567.047,4297083.019,1686408.01,1528215.422,8316986.239,10600000,1934724.342,2127461.931,2030331.104,3108395.415,0.151,0.4051,0.98471,0.91445,0.544262,0.982311022953326,0.978544165937337,0.53575591594252
"sp|Q6PCE3|PGM2L_HUMAN",631942.9631,773692.9133,13400000,13200000,652640.381,1742912.318,5931191.295,5290129.716,3977358.792,4301318.974,7767929.903,7209544.786,3305016.403,2158941.006,844251.7564,715661.6768,740702.5047,694932.6651,7294999.53,6724444.863,3354547.227,3172276.663,5095236.155,5317989.809,903369.8679,871832.4207,8700736.199,9904317.192,2003467.674,2143326.48,1269493.019,1298564.668,0.186,0.4039,0.984306,0.91448,0.543767,0.981876893615921,0.978108600411661,0.535254613446467
"sp|Q4G176|ACSF3_HUMAN",194608.6767,207754.1367,709397.1087,772415.8125,900137.1901,685972.3723,959792.8706,796731.1939,595235.8558,608529.8717,545176.0265,763200.9593,232469.3233,176496.306,359260.551,277992.851,818948.1508,705586.5409,700355.6911,534533.7399,208151.8908,254519.7,186407.8509,234410.743,698002.7285,622813.2445,778104.6094,1034091.987,205253.3493,232130.8519,212752.6524,308332.5943,-0.124,-0.4036,0.557823,0.896851,0.21371,0.544372369229404,0.540192614999526,0.205190175028324
"sp|P29966|MARCS_HUMAN",33100000,29200000,96600000,91800000,33900000,35600000,50500000,47500000,52100000,50500000,1.18e+08,91100000,6.9e+07,58200000,23100000,20700000,31500000,30500000,80500000,89100000,40700000,44100000,53600000,62100000,43700000,5e+07,1.01e+08,1.03e+08,44700000,43200000,34200000,31700000,0.094,0.4035,0.98417,0.91449,0.543602,0.981735967462166,0.977967164467113,0.535087463571983
"sp|Q96JB5|CK5P3_HUMAN",1791641.281,1888802.758,1375573.545,1584520.442,1401760.28,1446478.638,1580208.628,1512941.11,642833.3953,612862.5829,2701139.841,2263796.2,1214550.857,1113455.082,2094332.425,1827093.129,2685633.672,2891920.068,2058392.667,2009036.37,848365.0763,836391.7729,1262378.621,1383855.99,2604310.424,2946819.104,1235211.607,1241771.762,539808.7876,554022.0374,2304140.162,2381000.944,-0.089,-0.4031,0.558217,0.896874,0.213882,0.544768559403543,0.540587069532192,0.205360340553589
"sp|P57737|CORO7_HUMAN",1140142.623,1118854.453,609082.7083,550518.8843,10345.9004,21879.4913,531580.7559,592801.736,189648.209,137820.5916,265013.8984,215530.8912,925448.9924,833799.0862,1014794.956,932915.4593,1579469.37,1337000.48,206438.4425,295017.3777,122393.5358,123206.2867,155444.2098,146543.3774,126264.4121,155476.0206,461273.7884,391508.1285,6297.8928,13397.2171,428624.9009,481568.6066,0.279,0.4025,0.983832,0.914514,0.54319,0.981383132853534,0.977613056188649,0.534669481519248
"sp|P23284|PPIB_HUMAN",79600000,70800000,3.7e+07,38600000,12900000,15100000,28600000,25800000,15700000,14800000,1.19e+08,1.1e+08,1.14e+08,1.1e+08,73800000,72500000,88900000,88100000,50200000,48200000,23300000,23100000,41500000,41100000,25600000,27500000,28500000,30700000,7248582.677,7770159.627,43100000,35800000,0.149,0.4017,0.983559,0.914534,0.542859,0.981085929142708,0.977314947210333,0.534334989039713
"sp|P22570|ADRO_HUMAN",35800000,2289686.273,2843018.261,3388999.064,2594228.951,2701839.161,2140903.879,2363520.08,1534691.861,1526040.846,8206562.526,7180798.123,1295267.694,5977936.835,5944597.137,7873101.628,9024768.286,8748793.336,9606222.699,9322808.549,4654391.432,4494409.198,6396352.007,5934352.544,994786.8658,1083095.886,3067996.002,3286582.375,2642454.87,2528493.761,3331756.937,1496881.007,-0.15,-0.4003,0.560418,0.897007,0.214852,0.546991808886701,0.542800574752065,0.20631495927706
"sp|P62424|RL7A_HUMAN",4445003.554,4593170.858,4737129.319,4335269.771,2659744.63,2183838.201,4926304.392,5367566.119,1685779.973,1522460.345,9125912.049,7286929.814,1894699.948,1416162.046,3852740.522,3740398.013,4936317.13,4892696.67,6346679.793,5147004.643,4404188.705,3482196.31,5320003.183,4936855.22,1758299.589,2053463.72,3715873.721,4742668.056,2413020.279,2196498.028,1871086.842,1678271.963,-0.101,-0.3986,0.561752,0.897088,0.215442,0.548343295109142,0.54414615831962,0.20689594806038
"sp|Q96C36|P5CR2_HUMAN",360053.0304,323252.4571,554067.3342,514869.8795,503373.8795,621592.1534,304404.7071,232327.5256,127844.7386,155198.6858,2469431.224,1902431.775,906015.385,641139.3075,1826338.834,1582892.374,3011850.059,3392837.922,1107281.705,958454.5046,219342.5822,211820.7587,773061.3586,748437.748,296006.7908,317756.5417,313334.2134,320312.4867,114441.0071,104031.1177,711153.1948,722400.9617,0.176,0.396,0.981574,0.91467,0.540504,0.978991421903592,0.975213725939851,0.53194902063861
"sp|Q16401|PSMD5_HUMAN",1012176.789,1157189.633,1721653.543,1217098.466,1790589.242,546565.491,890798.4419,1111317.83,473260.8267,531560.6042,4239002.755,3591153.339,2564744.122,1158767.84,1945140.473,1714058.143,2585027.173,2414312.374,1492140.271,1598174.592,567457.7864,549447.0888,833613.675,748473.5849,2236600.218,2408995.75,1162796.752,1142354.298,515227.0099,564363.3721,1934159.351,1355373.84,0.108,0.3941,0.980897,0.914714,0.539718,0.978285121984518,0.974505219495799,0.531152670410808
"sp|P21333|FLNA_HUMAN",3.89e+08,2.96e+08,1.23e+08,1.21e+08,1.33e+08,1.36e+08,1.5e+08,1.43e+08,44300000,43600000,3.51e+08,2.84e+08,3.62e+08,3.17e+08,3.54e+08,3.39e+08,5.2e+08,5.13e+08,1.59e+08,1.62e+08,51300000,55200000,1.09e+08,1.13e+08,2.68e+08,2.85e+08,1.03e+08,1.08e+08,39100000,39400000,2.46e+08,2.32e+08,-0.143,-0.3933,0.565905,0.897338,0.217287,0.552541817856033,0.548326705947338,0.208714024805694
"sp|O43795|MYO1B_HUMAN;sp|Q9UBC5|MYO1A_HUMAN",3097768.772,2520123.034,2755126.225,3060186.121,1586320.441,1671401.119,2684441.242,3236284.989,1115350.456,1151324.624,6487614.148,4944225.655,4327738.574,3703934.227,3579400.957,3331049.041,3955762.103,4356174.445,4219450.216,3566465.898,1201768.15,1045027.823,1953602.676,1997196.741,2959477.161,3083572.244,2326447.285,1736389.375,1758355.97,1510465.42,2175502.676,1958130.499,0.083,0.3928,0.980429,0.914744,0.539179,0.977784782679812,0.974003495817496,0.530607511860834
"sp|Q99798|ACON_HUMAN",55200000,47600000,6.44e+08,6.21e+08,1.39e+08,1.44e+08,5.3e+08,5.21e+08,2.85e+08,2.88e+08,3.6e+08,2.97e+08,1.25e+08,1.05e+08,61400000,51700000,75400000,77500000,5.22e+08,5.29e+08,2.52e+08,2.63e+08,2.92e+08,3.07e+08,60500000,73600000,5.27e+08,5.49e+08,1.29e+08,1.26e+08,1.39e+08,1.22e+08,0.149,0.392,0.98014,0.914763,0.538848,0.977482429452479,0.973700243271465,0.530271915455662
"sp|P01861|IGHG4_HUMAN",7489420.907,17600000,2175262.792,2551013.656,4479664.888,4479468.793,4012149.412,3732176.192,5648180.273,5571217.094,1.68e+08,1.38e+08,84500000,81900000,6407765.45,5984601.32,11100000,10800000,4149638.802,4196047.204,406902.5356,443334.831,661928.9997,562940.5533,8994994.414,9763505.165,5458509.006,5299229.222,4761667.64,4701828.188,6516895.089,6875914.799,0.249,0.3919,0.980104,0.914765,0.538807,0.977444602208987,0.973662303675745,0.53022995971352
"sp|O00408|PDE2A_HUMAN",2476427.99,3084338.103,15600000,16900000,1462007.284,1254065.157,12100000,12100000,6901068.703,7722899.698,15300000,13900000,3709520.493,3339332.681,508839.1555,581224.1941,1093817.018,1147020.512,15400000,15600000,6154444.484,6736468.291,8304965.591,9443906.775,1926623.368,2083082.188,12800000,11900000,4148273.164,4392520.087,1466570.969,2199121.426,0.2,0.3916,0.979995,0.914772,0.538682,0.977331076397921,0.973548440891385,0.530104084249318
"sp|Q9NQ88|TIGAR_HUMAN",494067.7785,399412.7684,1825595.861,2070658.215,1169668.635,1197404.579,1392421.744,1234338.303,539572.4914,576079.0056,2541599.997,2204918.193,1478779.019,1530940.027,914248.934,935539.1516,1102455.6,1013885.721,1095804.011,1074831.916,759203.9143,673945.3854,1203172.501,1011068.233,61034.7888,95142.6273,1535227.551,1930878.409,673008.3852,684534.9706,1041990.621,654894.7722,-0.15,-0.3913,0.567469,0.897432,0.217986,0.554126361971482,0.54990453823509,0.209402742530793
"sp|Q9Y285|SYFA_HUMAN",3887136.039,4215997.622,19400000,19100000,3522698.634,3213675.187,12500000,10300000,7490096.632,6930024.401,14200000,13700000,2877773.495,2753594.433,5412390.932,5983160.385,7485087.188,8294121.668,11300000,9475542.892,8649797.442,6630529.363,8367617.941,7378594.912,2767474.845,3423024.505,16900000,16200000,4341876.329,4236979.179,4513367.509,3971981.109,0.109,0.3899,0.979374,0.91481,0.537978,0.976670908866966,0.972886489483334,0.529390563708855
"sp|P42167|LAP2B_HUMAN",1332999.624,1519665.961,969549.8577,845129.5977,476326.0411,483710.1576,662859.4866,484488.6857,179835.8805,146894.5061,4951188.986,3924794.574,3064830.576,2523915.585,9156564.216,8441095.794,10500000,10700000,669089.3623,792297.0401,335973.1833,342554.1978,512626.0315,499608.289,1614393.412,1730896.547,387248.6074,448868.0477,161176.9822,147236.6351,1583510.001,1620735.777,0.222,0.3898,0.979337,0.914812,0.537936,0.976632506994366,0.972847978881123,0.529348580091151
