"Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","S1.8","S1.9","S1.10","S1.11","S1.12","S1.13","S1.14","S1.15","S1.16","S1.17","S1.18","S1.19","S1.20","S1.21","S1.22","S1.23","S1.24","S1.25","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"sp|P40616|ARL1_HUMAN",540310.0912,506508.573,1545587.416,1479170.692,189395.7643,204639.3543,861460.4765,857070.1312,363296.8962,390831.7078,2426606.44,1770257.843,2011142.043,1722160.185,1899213.732,1586388.527,2221370.372,2337850.998,888296.1656,996365.5878,381491.989,455428.9945,1082288.779,881554.0145,770322.3884,856596.1768,1008191.632,964067.5107,120749.526,155349.6958,2769205.946,2749909.998,0.586,1.4431,0.989151,0.832238,0.801678,0.988504523444857,0.985840692692001,0.798028230273049
"sp|Q9UGP4|LIMD1_HUMAN",349077.3302,118730.2744,326303.124,350224.8751,25208.8001,15799.0864,224196.5422,190755.9356,121343.3321,128254.4184,303836.6888,235348.8489,350262.37,415854.6736,451552.1408,312515.3812,437473.6121,377004.5534,233676.5399,242230.6109,130420.3222,119497.5892,248516.2469,278984.2699,87651.0409,119302.1235,234817.1057,214306.6616,91082.6942,72357.4326,63327.3838,174430.5754,0.545,1.4431,0.989151,0.832238,0.801678,0.988504523444857,0.985840692692001,0.798028230273049
"sp|Q9H2K8|TAOK3_HUMAN",167707.0796,4964.9794,0,15522.8221,4365.7614,1857.2483,6378.9471,32846.9441,871.8391,1386.3901,82513.7771,80261.9095,54472.6981,53316.7392,54784.7162,49712.4299,29815.1796,38833.1198,39941.3307,35526.4112,53373.0203,39208.3783,142744.3969,127356.5058,24810.5308,23160.84,0,5207.6513,1001.3764,1210.67,77145.062,5827.0374,1.118,1.4431,0.989151,0.832238,0.801678,0.988504523444857,0.985840692692001,0.798028230273049
"sp|P46459|NSF_HUMAN",30700000,31800000,6.14e+08,6.37e+08,37900000,39900000,4.1e+08,4.07e+08,2.4e+08,2.36e+08,3.88e+08,3.45e+08,1.25e+08,1.08e+08,42600000,40600000,53900000,55500000,4.26e+08,4.17e+08,2.34e+08,2.38e+08,2.56e+08,2.7e+08,71800000,80700000,4.32e+08,4.73e+08,1.44e+08,1.47e+08,1.13e+08,1.04e+08,0.598,1.4425,0.989249,0.832332,0.801613,0.988607858393997,0.985944060565755,0.797962084730528
"sp|Q6NXT2|H3C_HUMAN",1115155.06,172183.6878,190847.794,203226.4971,186364.4853,119330.333,336057.4023,390884.2017,135846.2876,149887.4674,357210.9791,60400000,240518.5757,17800000,272753.3638,49600000,57200000,41500000,40100000,36400000,23400000,22500000,30600000,34600000,120943.0782,95310.194,92232.0763,92142.7184,1024111.525,1134827.913,89376.8908,137275.588,1.801,1.4424,0.989266,0.832347,0.801602,0.988625295361191,0.98596150171803,0.797951051697512
"sp|P48444|COPD_HUMAN",3305074.007,2464719.112,3117089.718,3907994.657,986673.6876,833776.8581,2505891.653,2441932.312,1488438.279,1675409.556,6681172.792,4864558.829,4341998.503,5793319.402,4247904.4,4217749.115,5333226.794,5966148.761,3435828.029,3494154.049,1802681.134,2118813.489,2682435.014,2706877.119,2961583.854,3400052.799,2723768.106,3382071.093,716063.2706,832132.2747,4277189.172,3731581.684,0.346,1.4418,0.989364,0.83244,0.801536,0.988729642028698,0.986065874264871,0.797884800714677
"sp|Q9Y6K9|NEMO_HUMAN",152478.708,134514.0183,176528.9722,139204.2147,42048.1921,34556.757,212054.1674,111572.7802,68337.5702,69004.6299,312631.1843,277561.7482,403370.2459,141201.4294,517786.694,583250.0528,491499.9929,784796.5488,123156.3416,128555.9004,70997.0728,61829.5197,132097.1238,127934.5434,252680.9767,226565.3605,115636.5273,128714.9536,44829.0751,16340.9803,214305.7322,260703.2085,0.536,1.4412,0.989462,0.832534,0.801471,0.988833516923169,0.986169776356669,0.797818459337644
"sp|P21980|TGM2_HUMAN",48200000,4.7e+07,9612867.085,9432880.376,3089784.891,3307519.597,9581205.354,8596685.656,5342141.476,5405941.259,13400000,1.1e+07,26200000,22900000,7934385.919,7230378.883,7735811.794,8287817.122,6754772.92,7100487.859,3392894.889,3631004.904,4375144.407,4701621.522,6058100.164,6363892.915,6313587.656,6344028.61,2351731.657,2375618.354,5487272.955,5269919.167,-0.491,-1.4382,0.076414,0.8426,0.024895,0.0706634171587391,0.0699899021373973,0.0226227046260314
"sp|Q9NRN7|ADPPT_HUMAN",5355.2764,5571.9471,621012.355,655767.6067,47977.1088,58958.3648,363154.1895,334730.2515,177475.7909,196671.1496,939586.7178,691567.9247,299116.292,247877.6956,162791.1065,122346.3682,179000.6243,194265.2081,299726.0638,316777.7121,165043.9232,138522.6825,173929.2555,199335.073,551.8307,21076.7427,367927.7665,403077.1472,97082.2558,72115.7338,65872.5626,56538.4799,0.991,1.438,0.989974,0.83303,0.801121,0.989376744390187,0.986713186493321,0.797463120364689
"sp|Q96PV0|SYGP1_HUMAN",404402.3749,702054.8605,12900000,13800000,349381.3677,343939.1363,9055166.373,8532336.945,5090692.056,5252296.18,5386348.807,4291083.419,2247653.197,1783391.569,1508988.823,1250399.198,1833897.754,1429588.905,6238577.463,6015381.573,3609785.675,3931673.533,3350990.032,4046167.856,575461.0975,573372.9963,10200000,9496622.325,2842179.524,2853840.089,985438.407,924130.6561,0.716,1.4373,0.990084,0.833139,0.801045,0.9894924335788,0.986828928045709,0.797385049279163
"sp|P35637|FUS_HUMAN",751219.5358,1202501.85,2736270.567,3232838.557,45522.4238,62266.3888,1555482.277,1364156.309,302824.8632,320139.0999,12100000,8541410.988,2623029.225,1985012.719,7029539.364,6804536.553,7839000.315,7877656.818,2937554.603,3043148.711,1082629.252,1172493.876,1992255.639,1772689.749,442961.065,607773.4239,1251008.09,1360388.453,68102.1434,42976.7572,2109994.813,2301657.417,1.04,1.4372,0.990099,0.833154,0.801034,0.989509077929315,0.986845579090583,0.797373886500334
"sp|Q4G0F5|VP26B_HUMAN",705141.4743,719696.4922,8900429.347,9082139.266,686244.3523,812219.9117,7855296.989,6800804.164,3700699.555,3656551.943,10400000,9335897.886,1504481.919,1447436.542,808433.7964,639392.302,996058.0953,1192522.212,8107486.707,8070562.174,3194053.363,3255688.966,3956063.327,3800500.061,1782480.293,1911644.257,7389709.92,6943639.974,2281730.817,2510181.938,2416259.082,2435744.175,0.607,1.4364,0.990224,0.833278,0.800946,0.989641759763542,0.986978315796301,0.79728449438114
"sp|Q8IWB7|WDFY1_HUMAN",134874.7655,119932.5406,166564.7528,240454.9366,55000.9557,37174.2744,142672.3222,146406.6284,138970.0103,147817.3024,249767.9292,222656.8961,46830.8448,58461.8956,135282.5441,502067.3833,717729.1651,736588.1202,272764.4472,239795.6402,111882.2585,187039.8253,263810.7365,278539.8683,71001.0179,59054.9098,335382.4076,341958.0606,101078.9111,134169.9181,104312.0335,102014.2343,0.498,1.436,0.990286,0.83334,0.800902,0.98970778529609,0.987044369642307,0.797239738459514
"sp|P18433|PTPRA_HUMAN",535388.1073,562496.842,2717882.558,3230399.606,651501.1639,703388.682,1799186.114,2203822.941,1174408.791,1222217.265,3098621.331,2086101.097,1150567.792,1120845.004,1761519.318,1518399.872,2220497.344,2170388.775,2497409.235,2624853.567,1017031.097,1050556.99,1353064.686,1230872.864,1030802.1,1233385.984,2357481.578,2552669.192,619373.0406,627208.2727,977657.2948,857650.9931,0.34,1.4352,0.99041,0.833464,0.800813,0.989839205373536,0.987175848102003,0.79715010708864
"sp|P13637|AT1A3_HUMAN;sp|Q13733|AT1A4_HUMAN;sp|P20648|ATP4A_HUMAN;sp|P54707|AT12A_HUMAN",63100000,44500000,7.09e+08,7.1e+08,1.16e+08,1.13e+08,8.3e+08,8.17e+08,2.32e+08,2.22e+08,1.28e+09,1.08e+09,1.61e+08,2.54e+08,47200000,63700000,62500000,71200000,1.1e+09,1.09e+09,6.79e+08,6.94e+08,7.04e+08,7.44e+08,1.15e+08,1.22e+08,4.14e+08,4.88e+08,3.49e+08,3.27e+08,2.69e+08,1.54e+08,0.693,1.4329,0.99076,0.833819,0.800559,0.990209984831256,0.987546821409207,0.796891534184826
"sp|P52272|HNRPM_HUMAN",19500000,10100000,2.1e+07,18500000,5676775.049,5576905.51,11500000,10800000,7240512.464,7762534.531,65900000,51200000,25300000,20600000,55200000,38900000,62600000,61500000,18700000,17600000,9042430.377,7460063.484,12300000,11300000,25900000,25600000,1.4e+07,15300000,9875641.607,8397265.646,23300000,18800000,0.478,1.4326,0.990805,0.833866,0.800526,0.99025798236546,0.987594844840063,0.796857710645335
"sp|O15160|RPAC1_HUMAN",336795.1459,1287962.366,393004.7407,462037.0797,46674.2961,60656.5019,318028.6052,236481.8247,134108.6155,152217.1418,684414.1374,520192.7391,729598.3199,534671.4098,2065013.103,1985587.743,3186038.988,2957563.911,329908.6279,387023.1019,248167.7022,243332.7632,244385.6952,287207.044,870529.0776,998299.8065,370444.05,508099.9988,80594.3234,83477.6086,805359.1449,764163.0787,0.679,1.4317,0.99094,0.834004,0.800426,0.990401263873635,0.987738206011603,0.796756106293367
"sp|P01903|DRA_HUMAN",14300000,14300000,367759.8655,341839.2952,929608.3524,1041724.517,384343.8951,326491.2811,113719.6412,105142.4733,815385.0935,733712.7608,643921.0692,625154.1357,4263815.84,3747010.587,7393066.132,7982975.44,286353.9091,228540.5289,92685.6679,85425.0671,237397.1224,203802.8555,4638749.137,4311959.439,219204.2108,202858.146,170785.0416,96816.8506,2822114.449,2421850.941,-1.044,-1.4309,0.077772,0.842869,0.025378,0.0719545924131835,0.0712586782446628,0.0230725043847154
"sp|Q9H4G0|E41L1_HUMAN",4113559.221,5801324.994,1.11e+08,1.15e+08,4707777.262,4695783.575,76800000,69500000,46800000,48300000,49600000,43800000,18700000,9538741.429,6845297.692,5520122.777,6679910.353,6460754.708,69500000,68300000,39900000,42600000,40500000,40900000,20900000,21800000,87700000,9.2e+07,18100000,20200000,18100000,18100000,0.702,1.4302,0.991162,0.834236,0.800259,0.990635476105942,0.987972569755852,0.796586323226018
"sp|P20742|PZP_HUMAN",2404001.802,2267535.787,735230.6689,803828.7462,638.7613,558.4106,56212.1116,22810.7739,17401.6041,8284.4779,164548.2484,209632.412,516149.9682,455569.3257,2653.1644,10634.4714,8068.6625,17060.8053,90577.4461,167654.6673,4726.3355,13232.2499,7355.9706,14185.2211,8945.1539,34778.446,86957.7643,61711.1893,5661.5368,1925.4493,49995.9213,321819.6119,-1.355,-1.4279,0.078335,0.84298,0.025578,0.0724894264081587,0.0717843471191711,0.0232595185516633
"sp|P00505|AATM_HUMAN",17400000,12200000,2.86e+08,3e+08,33400000,3.3e+07,2.26e+08,2.15e+08,1.56e+08,1.59e+08,1.76e+08,1.47e+08,80900000,77200000,28400000,31800000,33700000,31600000,2.62e+08,2.68e+08,1.55e+08,1.64e+08,1.53e+08,1.8e+08,19500000,22800000,2.74e+08,3.05e+08,71800000,73600000,79300000,71800000,0.639,1.4269,0.99164,0.834743,0.799889,0.991141105872441,0.988478557339441,0.796210849506788
"sp|P43003|EAA1_HUMAN",14600000,11400000,1.33e+08,1.35e+08,14200000,16900000,1.59e+08,1.42e+08,65200000,57900000,72400000,63700000,3.9e+07,35500000,9385716.213,9138201.772,1.2e+07,12300000,1.32e+08,1.37e+08,75500000,82100000,94900000,96100000,25500000,27400000,1.47e+08,1.39e+08,37200000,38200000,64800000,60200000,0.588,1.4247,0.99195,0.835081,0.799642,0.991468727056281,0.988806447243533,0.795959049708537
"sp|Q9UG63|ABCF2_HUMAN",86511.0923,104346.4344,250665.5872,184073.5734,62021.9849,72089.6085,109167.3996,80798.9329,62269.2516,39610.1344,396726.9808,360715.7589,418714.4678,365823.8993,428029.7614,496144.874,642467.4625,641709.5314,150081.7087,86779.4383,148661.6238,110921.1168,175262.196,189748.5124,147704.3122,155102.1419,131081.4903,137397.0986,59080.8076,77004.6204,361488.5404,397128.3293,0.481,1.4246,0.991964,0.835096,0.79963,0.991483508236432,0.988821240831794,0.79594757611807
"sp|Q92820|GGH_HUMAN",2266045.244,1831320.802,4688671.007,5687403.635,1204120.022,962140.845,2970771.263,2829140.247,1943927.123,1800612.648,14500000,12900000,8198502.51,7240142.552,8870971.086,7620509.547,9651527.697,9923857.786,5910295.829,5798160.914,1835152.788,2192275.105,3256498.408,3483442.858,8708225.665,9444202.598,3076368.034,3665842.379,393714.8014,313215.6757,4278242.636,4203865.184,0.589,1.4243,0.992005,0.835142,0.799596,0.99152777247442,0.988865542512935,0.79591314063907
"sp|P14384|CBPM_HUMAN",394656.9778,412410.6229,267901.3817,281698.4116,140255.4267,160065.4489,151523.2494,153695.7481,440.5329,3299.461,636256.3619,415884.3098,301927.25,206117.3654,46854.2953,53991.3287,85242.1329,85843.6645,98191.8023,107385.8721,116598.6488,138299.6753,404459.2737,393391.641,311830.53,328442.8912,64965.0947,63886.9323,7990.7929,15764.0148,234352.2915,542105.6697,-0.976,-1.4241,0.079052,0.843121,0.025834,0.0731703607202628,0.0724537079757481,0.0234982265004401
"sp|Q9P0K1|ADA22_HUMAN",757344.3646,852187.3153,8908185.994,9053352.883,470276.3153,451839.8784,6788534.817,6655691.05,3508083.321,3440713.966,3822452.716,3193286.051,2691785.988,2435223.612,2080768.375,1624668.139,2132174.755,2171312.597,4774190.401,5067609.031,3971766.435,3989997.871,4342779.055,4385597.674,624484.9438,626361.105,7451699.324,8209806.596,545780.5695,579044.5282,3265778.446,3211362.49,0.602,1.4217,0.992362,0.83554,0.799302,0.991904478178978,0.989242597047311,0.795613780223677
"sp|P20701|ITAL_HUMAN",275681.0562,356343.4177,256.66,932.1921,6971.2851,13403.7226,598.9943,2.257,2484.6959,1474.9057,3669.2051,6748.6083,22602.0569,8340.6594,4159.6906,13112.1448,17194.2723,9947.0402,3944.57,117.7555,2343.5279,3678.9096,4009.6556,4784.8322,29046.3722,28265.3046,3094.0447,4859.7916,1206.775,3438.5955,2532.5206,2665.4722,-1.297,-1.4216,0.079525,0.843215,0.026004,0.0736209491106297,0.0728966892529011,0.0236563872646779
"sp|P12532|KCRU_HUMAN;sp|P17540|KCRS_HUMAN",3536618.303,3071292.25,1.75e+08,1.83e+08,5205527.088,5765121.663,1.18e+08,1.13e+08,59300000,59300000,1.25e+08,1.12e+08,21400000,2e+07,3292074.241,3572309.951,4627595.912,4007237.648,1.46e+08,1.49e+08,52700000,58100000,64800000,68200000,12300000,12500000,1.57e+08,1.39e+08,23300000,2.8e+07,22400000,22400000,0.872,1.4211,0.992443,0.835632,0.799234,0.99199031364127,0.989328515558245,0.795544462967751
"sp|Q9UPV7|K1045_HUMAN",1595906.059,2267986.424,36600000,33700000,750557.6757,346604.2978,20500000,20300000,16100000,14700000,9905528.801,8193708.345,5042785.243,3680402.615,1324557.036,807332.6597,1187148.143,1180100.62,21700000,24800000,12900000,1.2e+07,14400000,13700000,2627181.022,3238335.562,27900000,31800000,7765048.447,7766530.88,3695300.139,4725690.305,0.813,1.4205,0.992523,0.835724,0.799165,0.992075672561907,0.989413958839375,0.795475057956834
"sp|P12036|NFH_HUMAN",5309469.778,4022947.122,86100000,95700000,2.88e+08,3.08e+08,91900000,88300000,16600000,17500000,95300000,74700000,1.3e+07,12200000,4713839.544,4719767.199,5435619.031,5480281.676,29500000,30200000,41300000,40600000,4.6e+07,47800000,14400000,16200000,55900000,61500000,8860576.242,9199826.463,59900000,58400000,-0.796,-1.4188,0.080058,0.843319,0.026194,0.0741276509972406,0.0733948908690049,0.0238345840382239
"sp|P42126|ECI1_HUMAN",1691009.7,1451265.819,3134949.795,3589060.533,1292969.408,1322082.985,3059065.413,2676056.194,2582270.136,2724915.479,4841643.039,3647432.281,4088136.437,3661152.781,7318755.751,6940617.682,10400000,10700000,3018277.743,2881109.853,2900572.997,2907922.556,3729372.979,4469436.766,1006789.814,1042022.271,3883782.365,3775593.65,523113.0896,595428.1139,1998658.721,3370476.824,0.447,1.4188,0.992748,0.835983,0.798972,0.992313088956832,0.989651631467928,0.795277937196708
"sp|P15882|CHIN_HUMAN",216741.0973,305183.4313,2196387.395,2107283.998,109409.9533,119653.1248,991266.7399,1033188.522,944260.0547,753612.4253,1542698.405,1377986.273,738966.0599,496162.3268,563722.9767,260425.0464,396975.916,404107.8353,813216.3388,912681.7181,621742.995,698203.2758,693811.2221,602957.0244,171421.3288,170487.6481,1265415.715,1365850.636,586808.1768,606413.0479,474530.7632,415529.156,0.498,1.4179,0.992866,0.836121,0.798869,0.992437821427803,0.98977650061667,0.79517329474851
"sp|Q96CW1|AP2M1_HUMAN",8619289.409,5438406.289,7.2e+07,72500000,5767830.555,6198189.749,55800000,51900000,32300000,31800000,65500000,61100000,15400000,22100000,5315948.25,6014694.139,7782914.624,8232925.919,83200000,75700000,41600000,40600000,49800000,47600000,9376885.952,9085260.898,56100000,55900000,23400000,23600000,13300000,12200000,0.622,1.4174,0.992931,0.836197,0.798811,0.992505508782333,0.989844271435173,0.795115075178534
"sp|Q70UQ0|IKIP_HUMAN",881776.0274,1164617.001,61852.752,105154.6797,1423.6443,1431.779,83309.3981,47160.3205,34601.8409,39431.8024,284998.5793,173955.0976,709261.5053,582875.6511,942939.7005,899944.803,1000886.759,1123210.13,82239.9451,52158.6637,31249.6745,43618.5161,20884.5387,31172.473,312423.251,328244.5172,91467.9071,78067.8664,45879.1004,45810.1162,175271.3452,188871.0233,1.052,1.4162,0.993085,0.836379,0.798674,0.992668873812479,0.990007828091124,0.79497510297919
"sp|Q9HCH3|CPNE5_HUMAN",40200.4794,290262.6958,11500000,10700000,317580.9659,168433.0408,4549071.771,4567408.014,4708604.249,4349856.727,4437503.411,3039848.618,486726.3787,332910.6855,255052.2137,402804.6314,389770.7651,738875.5897,5456705.572,4818204.348,2883906.566,2617001.518,3386999.234,3177234.669,896221.0646,437672.3559,5737898.152,5419865.61,434408.3104,445399.3934,1696716.944,970276.5217,0.869,1.4142,0.993338,0.836684,0.798443,0.992935717566074,0.990275009345275,0.794741041835078
"sp|P46100|ATRX_HUMAN",68902.9996,204468.4969,341245.5156,413989.3871,140688.5095,69913.0673,335836.6718,315751.062,175249.0394,177860.6407,499227.4824,574354.3383,804902.5302,529502.195,811985.9459,745176.1082,1316224.16,1129486.545,279856.129,317859.8993,162078.3664,81571.0419,91557.2644,114734.4959,345916.2338,408194.4825,347833.4965,369846.5812,59474.6744,66903.4181,195701.0624,195013.399,0.544,1.413,0.993487,0.836866,0.798305,0.993093545266539,0.990433045052339,0.794600143027681
"sp|Q8N142|PURA1_HUMAN",27665.7646,19317.7467,7382.9079,9055.3629,2458.0203,2720.9421,29032.6059,17956.8242,2003.2707,2753.2162,74357.9326,66436.4158,514.4128,640.506,53883.466,22101.6436,78708.6355,50451.5361,0,0,4033.7313,1731.8806,5188.7125,7923.0073,8.7668,0,6623.5095,14117.4456,1414.2852,66.4953,0,100.0534,-1.955,-1.4119,0.08138,0.843578,0.02667,0.0753867473059523,0.0746330927205384,0.0242785058818702
"sp|Q8N6M0|OTU6B_HUMAN;sp|Q8TDM6|DLG5_HUMAN;sp|P33897|ABCD1_HUMAN;sp|Q99543|DNJC2_HUMAN;sp|Q6ZSZ5|ARHGI_HUMAN;sp|707599.9222",707599.9222,966589.6715,3026837.443,3602845.7,576858.5279,597609.7559,1643932.703,1629351.528,1113473.686,1282539.114,2923198.535,2225378.176,1828583.784,1511703.398,1058049.221,1022823.848,1208151.159,1074989.407,2061966.174,2510302.433,1592570.694,1548258.353,1525033.624,1766966.289,1422513.767,1661124.487,2096656.368,2203433.98,887038.606,833537.6567,2041890.012,1914670.453,0.277,1.4112,0.993707,0.837139,0.798096,0.993325570432857,0.990665398214374,0.79438814511818
"sp|Q02818|NUCB1_HUMAN",1953057.371,2119891.345,1023346.687,941617.6504,401552.7969,409183.4145,820384.1928,902127.7661,269436.8671,289249.6048,3145289.608,2499282.783,536127.7641,518262.755,510571.6279,935754.6498,798787.1933,828448.7304,1593308.538,1297673.575,489067.9749,261979.8523,354372.1042,519369.8593,337046.1438,280773.9662,572223.3422,548814.5447,477871.9604,490308.7338,655163.0989,496005.7467,-0.414,-1.4105,0.08165,0.843631,0.026767,0.0756430447049098,0.0748851905431404,0.0243694131574843
"sp|Q9H773|DCTP1_HUMAN",53065.6148,52012.375,133540.9105,95239.1479,93309.1432,95119.9015,39130.2165,37166.7749,51100.4591,53875.6179,1238602.681,1156122.848,738525.4909,705686.3101,570589.6683,517124.2759,858867.1446,796528.4834,172329.9455,212342.5355,54862.361,53161.9691,110653.3293,137342.9844,718726.6956,724259.2729,140847.0554,187629.9027,5821.7438,15046.9442,346614.4529,294032.547,0.801,1.4094,0.993923,0.837411,0.797887,0.993553817326658,0.990893981991293,0.794175370155677
"sp|Q9Y4C0|NRX3A_HUMAN",125182.1446,140483.098,3725478.539,4056188.731,117359.2558,100507.2072,2226251.075,2082364.178,2225544.568,2231215.17,1611655.684,1153199.628,621190.6103,416129.6347,168035.6841,154436.6447,311581.9286,265885.115,1838595.836,1961925.143,1745312.052,1657741.309,1571768.252,1610164.077,253120.5556,282470.8778,3158773.303,3575065.738,669086.62,669140.3342,419253.7685,388229.6502,0.789,1.4092,0.993947,0.837441,0.797864,0.993578912137673,0.990919114960224,0.794151680497319
"sp|Q16181|SEPT7_HUMAN;sp|Q6ZU15|SEP14_HUMAN",37600000,27700000,3.84e+08,3.85e+08,1.01e+08,1.16e+08,2.75e+08,2.64e+08,1.96e+08,1.97e+08,3.12e+08,2.69e+08,1.09e+08,1.04e+08,82800000,79100000,1.09e+08,1.08e+08,2.93e+08,2.98e+08,1.67e+08,1.75e+08,2.08e+08,2.22e+08,77200000,89200000,3.27e+08,3.57e+08,1.22e+08,1.28e+08,1.13e+08,94800000,0.416,1.4081,0.994077,0.837607,0.797736,0.993714897622818,0.991055318830234,0.794021217507041
"sp|Q5TF21|SOGA3_HUMAN;sp|Q9Y4B5|MTCL1_HUMAN;sp|O94964|SOGA1_HUMAN",73871.7963,560281.1546,9707067.451,1.1e+07,464994.3696,622663.3979,5885781.723,6673143.844,3908812.76,4397348.729,8636757.685,6792767.628,1340440.383,1403496.487,152003.4433,179794.3917,273129.9675,207644.2872,7454506.282,7569844.362,5069743.185,5745702.839,4176844.206,5383204.928,780850.2181,1089412.671,6937730.654,7871599.275,2725549.86,2432113.785,1596097.612,1465482.441,0.867,1.4073,0.99417,0.837728,0.797642,0.993813335089083,0.991153914877506,0.793926153580907
"sp|Q99747|SNAG_HUMAN",950423.8864,860761.9405,2.4e+07,25700000,2373798.79,2360358.69,1.7e+07,15800000,8614682.811,8575270.955,2.1e+07,17200000,4621873.199,4167499.916,1221437.522,2279672.554,1763203.797,2036348.353,17300000,17400000,9917919.699,9641277.567,10900000,1.1e+07,2747433.189,2440330.799,18500000,20400000,5505960.712,5293707.426,3684089.086,3551766.374,0.635,1.4071,0.994193,0.837758,0.797619,0.993837811356148,0.991178431152774,0.793902363670648
"sp|P31323|KAP3_HUMAN",3182087.803,2787158.579,31900000,33300000,2087920.329,1921465.899,17400000,17400000,16300000,16100000,17900000,1.8e+07,6004685.997,5035671.99,2322541.61,2252330.643,4158853.856,3828924.347,30700000,2.9e+07,14100000,12500000,15100000,14400000,5638981.059,6247016.828,32900000,31900000,9647570.924,10200000,5107404.75,3903703.348,0.574,1.4067,0.994239,0.837819,0.797572,0.993886604142153,0.991227304390684,0.793854755173328
"sp|Q8IWJ2|GCC2_HUMAN",2725.7128,4441.1209,39.1469,0,0,354.2759,5764.5,6435.1105,25.4295,0,7403.1314,1359.9113,825.9586,2414.3171,70195.2996,39429.5158,67226.3357,33804.6794,1315.1363,40.1735,1423.8805,20.8976,19.7091,0,10455.2724,11975.9984,0,192.6569,1637.5679,793.1817,1170.097,4565.8588,1.839,1.4064,0.994274,0.837864,0.797537,0.993923058935963,0.99126381990446,0.793819023729364
"sp|P48681|NEST_HUMAN",2.1e+07,21700000,7733095.609,8114658.224,7544135.124,7433695.953,6483431.858,6592178.701,3599976.052,3580692.663,28300000,21600000,2.8e+07,24800000,41600000,40200000,61500000,62300000,33600000,3.5e+07,8701171.638,9106914.081,27600000,28300000,32100000,38300000,7591260.396,8129706.481,6057221.827,5907323.42,30200000,2.9e+07,0.503,1.405,0.994433,0.838075,0.797373,0.994090584453547,0.991431638619152,0.793651994847019
"sp|P50552|VASP_HUMAN",1218722.467,347702.0302,34231.011,44053.392,30646.5301,33343.3051,127111.0495,110726.0399,45700.4263,62253.3779,482139.212,376251.9542,1708857.257,1776345.054,1018075.578,1065871.95,1409690.582,1706315.574,321403.7187,301646.429,71019.0515,75273.1746,184925.5444,192256.0058,495447.1334,526117.9757,72205.9996,79116.5398,10982.36,16180.2164,608945.5867,530512.0839,0.906,1.4044,0.9945,0.838165,0.797302,0.994161859552523,0.991503040035285,0.793580268104519
"sp|P11177|ODPB_HUMAN",16200000,1.6e+07,2.01e+08,2.26e+08,19200000,21700000,1.42e+08,1.24e+08,1.04e+08,1.05e+08,1.08e+08,86700000,42100000,38900000,33800000,27700000,47100000,43700000,1.23e+08,1.24e+08,8.2e+07,85600000,93100000,88900000,24500000,2.3e+07,1.99e+08,2.04e+08,40400000,41300000,43200000,37700000,0.492,1.4039,0.994556,0.83824,0.797243,0.994220889030737,0.991562175775011,0.793520430320418
"sp|Q9HCC0|MCCB_HUMAN",1789892.759,791016.8512,5532484.896,5460307.737,3547933.703,3076010.756,4084987.511,4227794.018,2614619.969,2643116.392,13600000,10600000,3261003.675,3355540.928,7415180.131,6926135.177,9141320.444,8626105.134,8022208.316,8999888.465,3074823.014,2898558.33,4487550.137,4323073.74,1971805.346,2215235.423,5188393.85,5353135.807,901143.6922,2419743.009,3480438.278,3027884.591,0.417,1.4036,0.99459,0.838285,0.797208,0.994256146789879,0.991597497726162,0.793484499106738
"sp|Q9Y2J0|RP3A_HUMAN;sp|Q14184|DOC2B_HUMAN",846764.9783,1417432.941,33100000,36500000,1824833.424,1206074.318,36500000,31400000,19200000,20100000,12600000,10500000,5953010.617,5299869.826,838250.5966,1374231.295,1449172.971,1456017.746,28300000,23800000,14300000,13500000,11300000,11700000,2938817.693,3290026.924,34600000,38400000,8582271.003,10400000,4944428.057,5476693.269,0.831,1.4031,0.994645,0.838361,0.797149,0.994313996224524,0.991655458399244,0.793424566419503
"sp|P19338|NUCL_HUMAN",53600000,45400000,5.6e+07,57900000,1.8e+07,17800000,3.6e+07,34900000,23700000,23500000,1.82e+08,1.55e+08,75900000,7.1e+07,2.17e+08,2.06e+08,3.47e+08,3.65e+08,56200000,54300000,26800000,26500000,37800000,37900000,85800000,92700000,45400000,48500000,13300000,14800000,57400000,51900000,0.536,1.4029,0.994667,0.838391,0.797125,0.994337257548375,0.991678763300718,0.793400576982489
"sp|O75828|CBR3_HUMAN",298863.9344,386331.0089,1101387.19,1589030.629,237471.8858,163409.382,1080074.301,1033851.246,755546.4693,697486.2669,824685.8639,308930.1697,2003150.325,1742750.832,2837698.398,2605571.618,4651720.4,4575890.738,1547675.602,1472192.501,907657.5255,1047789.666,1357323.801,1314587.205,259202.3187,263585.5493,1203557.28,1596441.824,75154.3834,27429.8188,2534873.289,2026860.748,0.727,1.4023,0.994733,0.838481,0.797055,0.994406721532447,0.991748358887452,0.793328551544744
"sp|Q02218|ODO1_HUMAN",7149209.795,5604940.613,58200000,55400000,7980645.147,8651565.321,41400000,40200000,25800000,26600000,30300000,26400000,15400000,15300000,13400000,13200000,17300000,17300000,37600000,35700000,23300000,23700000,26500000,25500000,9745364.399,10100000,52900000,52700000,9485488.134,9227169.247,18700000,17100000,0.434,1.4011,0.994863,0.838661,0.796913,0.994544209208096,0.991886113681865,0.793184244089949
