"","Protein","S0","S0.1","S0.2","S0.3","S0.4","S0.5","S0.6","S1","S1.1","S1.2","S1.3","S1.4","S1.5","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","QM_fdr","QM_FDRup","QM_FDRdown"
"1626","sp|P07741|APT_HUMAN",663939.8137,522625.926,448846.9134,519038.7265,546480.2181,547332.3529,743575.9252,713262.0458,722005.7262,782515.4779,792095.0284,1034460.6522,1139634.1423,-0.117,-0.7307,0.143381,0.498444,0.018503,0.164781290851839,0.16398422988042,0.022612600830224
"1627","sp|P48426|PI42A_HUMAN",744307.5932,595568.7767,607332.0869,541178.6421,593751.7652,524923.4834,582655.0448,855177.7517,684378.6876,928333.7934,769259.5969,615798.1073,401492.5728,-0.419,-2.0646,0.003617,0.415473,0.000353,0.00545310427731007,0.00541604081348415,0.000570100276159067
"1628","sp|Q96FJ2|DYL2_HUMAN",382977.0437,375543.4655,615304.5194,613418.3041,779688.4031,808412.5732,314739.509,1011679.7154,999599.6957,786602.3091,768446.0107,653870.647,664306.9993,-0.129,-0.7337,0.14257,0.49824,0.018377,0.163920854984733,0.163127173291963,0.0224684119425662
"1629","sp|P30085|KCY_HUMAN",549108.726,504979.9616,638313.4646,596724.0638,980084.927,665060.5543,367245.697,1171224.2829,1391193.4137,947451.3132,849529.0294,717389.0836,876832.8504,-0.027,-0.1537,0.409831,0.530504,0.058769,0.437202155589872,0.435163340424038,0.0664571586898198
"1630","sp|Q15369|ELOC_HUMAN",87802.5824,72462.7987,72708.9855,102467.9183,114666.4007,119636.371,68552.7766,205960.7068,195474.0439,135224.0154,115934.8282,172665.0236,217586.2807,-0.038,-0.2978,0.316367,0.525143,0.045319,0.34352461246513,0.341958543332265,0.0521324407768147
"1631","sp|O43813|LANC1_HUMAN",1220660.725,1274266.0304,694490.6626,819426.786,977659.0708,1000938.3603,1536374.6898,821522.192,627468.5415,621129.9648,803414.7256,663747.6191,631863.9075,-0.957,-4.7746,0,0.349201,0,1.9187747510428e-08,1.87922192441415e-08,1.17355880297938e-09
"1632","sp|Q9BPW8|NIPS1_HUMAN",252273.6746,175840.7649,139108.2226,158704.303,183987.35,210231.0077,168514.1379,431278.2683,512994.5311,286813.6882,277959.6945,419542.0305,491954.0982,0.224,1.498,0.999685,0.328886,0.323144,1,0.996047357228034,0.331375602067603
"1633","sp|Q9NQE9|HINT3_HUMAN",184241.4069,155278.5581,175073.6468,128018.0388,169223.7875,217790.9251,99466.6637,193605.7378,213910.1489,173200.4015,145089.3061,181913.1057,182377.7827,-0.492,-4.3403,0,0.354209,0,2.52992153453848e-07,2.48534694772913e-07,1.63884159750916e-08
"1634","sp|P59665|DEF1_HUMAN",890862.4295,866333.9777,431912.8856,408700.642,318563.396,323811.0565,453225.5651,6120587.8463,5683917.5532,972491.4949,978866.2299,558193.6291,587965.6704,0.648,1.2055,1,0.398635,0.278902,0.999909138829682,0.995697991442392,0.287690126644181
"1635","sp|O75531|BAF_HUMAN",81398.3981,74836.1734,87204.6388,79556.7999,146220.3339,154816.7783,13969.122,295162.9193,233809.7295,212163.7711,209914.7227,314212.1788,311382.3402,0.554,2.9532,0.221742,0.043453,0.387979,0.252516167780444,0.250882317015132,0.39921426858538
"1636","sp|Q16647|PTGIS_HUMAN",48745.6309,63894.8831,151596.8253,151215.0114,217239.1868,275451.0446,55103.8476,214994.6951,251249.0731,493389.9375,547886.3184,641304.4214,472106.5956,0.628,2.1793,0.670234,0.160946,0.383447,0.697791496315784,0.694093999341862,0.392403505921277
"1637","sp|Q96HN2|SAHH3_HUMAN",3133.5966,876.6127,11086.761,4686.6859,13988.4427,11367.9552,5205.3761,13595.8954,21908.6622,2489.0703,2969.4549,25265.0816,40395.6584,-0.274,-0.4466,0.239988,0.517095,0.033995,0.265691563660947,0.264489123354558,0.0398642930670248
"1638","sp|Q12907|LMAN2_HUMAN",411906.5827,396856.5442,434444.9711,310800.6946,602127.1908,514791.395,87610.2143,851610.1988,804415.9479,958077.991,825837.5474,1084918.5509,1236832.7932,0.469,2.7118,0.320276,0.069174,0.39157,0.353707584607456,0.351663794637938,0.402170860667017
"1639","sp|Q9UBQ5|EIF3K_HUMAN",118723.6291,100011.0833,256205.2914,299394.6073,121447.082,150200.8088,51730.1981,347252.5421,341408.7015,271640.7329,240574.7103,445233.3008,422440.7224,0.275,1.2317,1,0.392832,0.283211,0.999950937232528,0.995730387206972,0.291936644357406
"1640","sp|P07451|CAH3_HUMAN",1093058.9391,1121084.4219,1727197.5641,1983339.514,1182548.2189,1514185.3923,2550785.2324,177464.1849,161866.5839,515027.4429,588111.0895,334781.1227,278047.838,-2.163,-6.7862,0,0.332716,0,1.26847290360465e-14,1.18723614711179e-14,5.44425819552505e-16
"1641","sp|P55290|CAD13_HUMAN",328344.463,347759.2549,952487.6185,985629.7396,955740.0744,1028451.8769,227647.3262,145561.9061,137206.1845,334695.5168,325621.7969,198625.6746,201350.5745,-1.633,-5.6986,0,0.339631,0,3.06654453854786e-11,2.99799061105883e-11,2.42585268079817e-12
"1642","sp|O75475|PSIP1_HUMAN",247809.4103,309929.2198,255555.7095,294856.9793,431624.3573,385964.6425,133741.3419,422497.7628,315823.8828,340853.2069,322832.8841,378151.4921,344442.9154,-0.321,-2.9577,0.000104,0.381585,9e-06,0.000205166427261274,0.000203229872194317,1.81871450708054e-05
"1643","sp|P84103|SRSF3_HUMAN",832550.889,1340821.3812,621278.9356,1056882.4166,1352058.6176,1903117.0685,598320.5239,1876051.9478,2450170.5869,2924096.6183,1682746.2574,2324921.4913,2563546.3462,0.311,2.0786,0.724784,0.183457,0.378483,0.749246139888065,0.745425339411081,0.387169028064104
"1644","sp|P62081|RS7_HUMAN",542791.8684,519437.6422,413682.7645,397163.3094,621987.2878,637148.935,199551.3656,558032.5289,514991.783,252382.9017,227132.3694,1105492.4456,1254059.1821,-0.348,-1.4679,0.021833,0.448792,0.0026,0.0287551396814743,0.0286039700076269,0.00364237218397905
"1645","sp|Q13547|HDAC1_HUMAN",18349.3397,25023.0156,10147.5215,9172.4863,20998.6339,16732.8617,26254.8328,25085.2177,16284.7292,16363.7401,12519.3229,45828.8976,64476.9732,-0.479,-1.574,0.015946,0.441839,0.001878,0.0214931033278757,0.0213776447240609,0.002692034116578
"1646","sp|Q92769|HDAC2_HUMAN",154.9015,50.9347,1053.3858,533.2232,7173.0562,7321.8379,80.8015,152788.7057,137444.7358,11588.9802,11980.5172,43512.7872,44796.1512,3.422,3.5566,0.0628,0.010331,0.374322,0.0794029388242506,0.0787432534213776,0.386286953642711
"1647","sp|P50225|ST1A1_HUMAN",92375.1912,106757.9143,217961.4172,266992.2009,248698.4508,342541.0969,59802.4625,91073.7768,77449.7814,39944.5794,60858.631,163147.3356,145856.7538,-1.329,-4.8811,0,0.348084,0,9.53298724914919e-09,9.33570058494551e-09,5.96875939855093e-10
"1648","sp|Q9NTJ5|SAC1_HUMAN",243769.3434,246820.3151,415685.8685,299535.5991,346644.8858,369942.9696,195577.6027,481653.9945,449899.5845,560394.4161,371707.9224,389342.2065,423688.5344,-0.167,-1.2166,0.046594,0.465691,0.005386,0.0581086110712628,0.0577993611487919,0.00716795275741376
"1649","sp|Q9H3K6|BOLA2_HUMAN",248245.2369,241252.189,137829.4007,43120.2121,150659.4546,109526.995,207085.2222,400097.4743,366904.4534,123404.3744,117493.465,712958.2567,765028.0339,0.262,0.6701,0.943876,0.493506,0.182071,0.949444576422222,0.945155391947069,0.19201341040449
"1650","sp|Q9Y4W6|AFG32_HUMAN",125710.7511,173235.3152,78319.2313,88213.0371,182633.8449,146833.7365,32790.8516,208319.7065,258367.9536,176483.4463,185965.4185,137684.1945,215394.4954,-0.051,-0.3038,0.312849,0.524862,0.044814,0.339953957133559,0.338405489223194,0.0515896001591777
"1651","sp|O95777|LSM8_HUMAN",25798.0031,33199.7375,21367.6837,18036.1445,53294.0192,48745.4754,7255.9277,168799.4803,143457.8961,99425.4704,83779.4463,318919.0598,329481.8581,1.07,4.9662,0.000692,7.8e-05,0.347974,0.00124247711299868,0.00122180178653231,0.359548426618082
"1652","sp|Q14161|GIT2_HUMAN",2646.1328,27954.9394,12802.2522,19779.3053,55665.6588,40760.6776,0,61203.0922,72316.4645,74263.9406,90158.5389,85337.9199,51049.8197,0.872,1.5475,0.988562,0.316221,0.32971,0.991566479575152,0.987046499803056,0.337890039792694
"1653","sp|Q03154|ACY1_HUMAN",219864.0725,235054.0326,168784.3152,176452.6989,298945.3564,350541.8753,111268.0252,232336.5101,269357.9445,286270.2172,305194.8116,283425.0739,317981.6225,-0.294,-2.7186,0.00028,0.38894,2.6e-05,0.000509097960297824,0.000504933650487865,4.96614443801244e-05
"1654","sp|O00154|BACH_HUMAN",149640.1753,130114.263,120444.284,162107.1109,148054.0518,162332.89,76728.5885,409494.2794,409401.5278,364833.983,384459.8257,344156.2593,387133.6846,0.496,4.3834,0.006221,0.000763,0.356789,0.0094714172582879,0.00934759680368957,0.368620214206218
"1655","sp|P15088|CBPA3_HUMAN",715868.566,565591.7828,629552.4313,636665.1956,1201268.5211,1227812.1888,5332665.453,283935.1618,255749.9618,1584135.7515,1117393.9346,770867.799,876821.4282,-0.928,-1.9289,0.005765,0.421854,0.000577,0.00838805635157081,0.00833331202896682,0.000898868222127646
"1656","sp|Q14C86|GAPD1_HUMAN",222698.4569,221412.7812,165652.3603,111232.1364,175365.9585,170105.2982,132699.6582,514712.9855,534178.0457,118237.6276,116968.7588,95095.6117,117695.9989,-0.508,-1.4104,0.026018,0.452646,0.003087,0.0338300709131963,0.0336525361505758,0.00427265446060951
"1657","sp|Q92947|GCDH_HUMAN",162467.9137,105284.831,66542.4838,85519.4696,132769.9512,183894.4365,38338.126,207211.009,146883.5146,241107.1808,212697.5326,169596.4972,165540.5749,-0.033,-0.194,0.382241,0.529292,0.054748,0.409663681984569,0.407765233941188,0.0621982553136436
"1658","sp|Q9Y5P6|GMPPB_HUMAN",109828.0388,93349.5153,117204.4737,8223.5141,219546.4671,108521.7957,24304.9457,501907.7164,384027.2253,341572.3942,748064.244,406835.1362,708742.9665,1.325,3.4252,0.087391,0.014561,0.377668,0.107601506885581,0.106739921801733,0.38955532935203
"1659","sp|P60983|GMFB_HUMAN",108345.0789,98287.0768,292217.7234,208791.1186,367180.727,219758.3588,89663.9461,401409.1039,456052.3668,282555.9051,240098.679,233571.9509,279918.834,-0.023,-0.0922,0.45316,0.531887,0.065303,0.480240623619117,0.477983903533458,0.073341004685772
"1660","sp|O15382|BCAT2_HUMAN",440242.2701,453634.6601,198500.0106,298495.3242,205161.9244,170748.7794,188654.6517,355317.6982,341811.7352,187406.4612,202910.9111,366803.9682,374683.7216,-0.432,-1.9192,0.005944,0.422329,0.000597,0.00862736252269214,0.00857132378795708,0.000927934935329291
"1661","sp|P48449|ERG7_HUMAN",122388.9819,124521.6965,53798.5258,68564.9822,71750.7098,57551.2946,11226.7847,122855.8119,126550.9291,50050.0462,38091.6583,99692.13,110118.5447,-0.434,-1.4932,0.020231,0.447111,0.002409,0.0267929015267268,0.0266516580099469,0.00339223257961918
"1662","sp|P24158|PRTN3_HUMAN",716664.784,665931.3484,2037465.9529,2098045.8419,414862.704,418436.8171,2198687.7066,5221758.6481,4985925.3461,1072505.4536,497065.8536,2714158.4153,2802485.536,0.323,0.6474,0.931828,0.496364,0.177891,0.938412990651668,0.93417151971781,0.18785241217381
"1663","sp|O00178|GTPB1_HUMAN",130418.5492,123565.6649,190975.0963,210441.4676,268907.5366,245417.048,79020.8165,220646.3836,215361.3199,237977.5014,231334.7559,506719.1843,551754.3639,-0.024,-0.13,0.426394,0.531104,0.06123,0.453683044717906,0.451560439214597,0.0690548152824657
"1664","sp|Q6VY07|PACS1_HUMAN",75793.3676,87332.0985,115488.6893,111743.2842,189829.6109,198687.9301,51628.9966,204600.7788,192166.1877,238245.1023,251348.7885,170903.1499,194235.6759,-0.006,-0.0386,0.491528,0.532616,0.071393,0.5182029461324,0.515757241726,0.0797200486666227
"1665","sp|O95219|SNX4_HUMAN",115709.6613,99510.0374,148572.3928,185883.5847,228403.0913,219042.5231,78828.8848,232856.2455,225121.2412,154938.0983,195006.6482,175374.8108,156724.5991,-0.356,-2.4537,0.000796,0.398687,7.8e-05,0.00133981383182434,0.00133013707278122,0.00014043481067321
"1666","sp|P19957|ELAF_HUMAN",7196.5577,6342.3666,11583.1653,4614.5181,12673.8455,10383.9646,8111.195,34338.8703,31619.5102,26668.5142,32399.7733,565520.0577,675628.6549,1.428,2.4466,0.497345,0.108567,0.391112,0.530302667033902,0.527286788343427,0.400884550870529
"1667","sp|Q8IZP0|ABI1_HUMAN",179240.4152,216351.5966,197952.4552,101319.543,159069.147,93870.9082,193365.8237,60502.3043,61011.9632,154544.8399,95220.6793,138586.3317,140875.372,-1.085,-4.2394,0,0.355539,0,4.37948469959062e-07,4.30658142669258e-07,2.93582246341368e-08
"1668","sp|Q9Y5U9|IR3IP_HUMAN",144215.6816,193764.4926,129212.1311,179848.1544,402591.1588,326318.6898,54146.5203,136160.1177,261061.1911,243745.6691,213061.7679,243178.0822,138096.4065,-0.499,-2.2814,0.001567,0.40586,0.000155,0.00251214144348006,0.00249471633327564,0.000265712167713969
"1669","sp|P01763|HV302_HUMAN",320766.3208,248615.3027,555534.0841,406282.5057,310250.9035,381155.517,528085.8778,212689.4491,259839.3612,564054.4036,466724.9686,241351.1469,301661.2702,-0.758,-2.8502,0.000163,0.384729,1.4e-05,0.00030958277725145,0.000306856382696275,2.87990686071398e-05
"1670","sp|P62829|RL23_HUMAN",381025.1725,596671.5107,956473.8461,603100.576,1260551.9175,1280694.2726,426196.6171,276536.2801,322883.5348,3078684.2658,3013588.2651,2517449.3182,2770188.6764,0.108,0.2268,0.677205,0.529186,0.106858,0.698428115213252,0.695163886177182,0.116321139782631
"1671","sp|Q05397|FAK1_HUMAN",177432.8953,193029.9184,289417.9856,259062.3436,452707.413,447735.2261,85595.1124,299581.9866,291638.4975,298257.2068,289701.771,344848.8585,353109.1452,-0.311,-1.9257,0.005823,0.422011,0.000583,0.00846633574394618,0.00841116738159337,0.00090836441743201
"1672","sp|P02652|APOA2_HUMAN",491366.6949,461792.501,770178.2976,913757.4548,1570489.3077,1769410.5525,657252.3564,706812.5938,776160.2641,979187.2068,1074717.4544,240604.2278,266159.0606,-0.915,-2.5113,0.000635,0.396422,6.2e-05,0.00108726462376026,0.0010792368340867,0.000112734489884662
"1673","sp|Q14108|SCRB2_HUMAN",375723.4831,422325.1026,338808.0744,318877.8253,325208.1889,309041.1365,249790.174,655067.1326,576687.4869,342568.444,362760.3793,407631.5305,514809.3849,-0.201,-1.2811,0.038581,0.461361,0.004492,0.0487593093623617,0.0485010206676491,0.00605517714331068
"1674","sp|P84098|RL19_HUMAN",25679.3605,50257.3948,28556.6603,37458.8722,55160.5376,51355.6716,30630.8292,105594.8556,79188.8149,184964.2609,173652.8014,150846.4524,154330.6648,0.525,2.7649,0.293577,0.062762,0.390995,0.326596788012937,0.324683406337313,0.401750600364715
"1675","sp|P23497|SP100_HUMAN",1411953.4149,1113171.0195,1146475.1867,3861285.9845,2628479.0962,3358774.9102,1118134.7025,3017499.6966,3116168.7908,4141089.1708,4769780.4909,3501187.0573,4172145.8359,0.327,1.3055,1,0.375975,0.295003,0.999992501182829,0.995728704506873,0.30356500986104
"1676","sp|Q96CM8|ACSF2_HUMAN",127082.7489,174058.0694,73243.1341,96897.9372,159469.2562,138772.6653,45661.0988,80408.1674,94809.2734,81139.4826,118976.2671,69386.6882,159955.3093,-0.794,-4.3111,0,0.354585,0,2.9726660757961e-07,2.92107764981633e-07,1.94234346311869e-08
"1677","sp|P13284|GILT_HUMAN",200047.7531,235634.0214,29716.8859,30317.9656,92054.5497,85362.5153,27161.277,201670.5643,179816.0208,74536.7282,62206.4798,145038.5454,123852.1312,-0.224,-0.6192,0.175933,0.505987,0.023724,0.199124776847875,0.198194620135335,0.0285049485694003
"1678","sp|O75882|ATRN_HUMAN",224063.3079,167820.662,239268.4246,229636.7928,195541.1944,149288.883,216046.789,216008.1867,124034.114,181861.9058,142741.8812,122053.4187,147325.7026,-0.924,-4.1061,0,0.357455,0,8.67756116935665e-07,8.54667252016404e-07,6.22615701556972e-08
"1679","sp|P10620|MGST1_HUMAN",304761.8363,334595.7858,129250.5716,243880.7448,301349.7736,272056.8072,107651.1319,370960.0941,343617.1657,365642.4031,506092.5859,453901.8149,475970.6261,0.041,0.2536,0.694684,0.528148,0.110903,0.715162208052028,0.711830140722775,0.120448420152512
"1680","sp|Q96CV9|OPTN_HUMAN",102866.7729,82627.324,71955.27,81481.7755,165702.4416,152733.1318,74015.4457,126177.9399,133326.1425,172605.3145,185174.3815,72879.8234,84980.5176,-0.483,-1.9896,0.004719,0.418948,0.000464,0.00696974332526801,0.00692319742717658,0.000734908844486079
"1681","sp|Q9Y315|DEOC_HUMAN",369869.7433,354382.002,341280.9719,295458.1078,461507.0033,431110.2801,286699.2881,450566.889,466757.3817,376737.2026,545839.0199,549549.9237,380701.8614,-0.299,-2.4916,0.000686,0.397188,6.7e-05,0.00116770125490877,0.00115914836985925,0.000121578544366122
"1682","sp|P24534|EF1B_HUMAN",516292.4228,472675.1922,845414.8041,676055.5819,1171958.67,1267751.955,301533.7605,1491230.7644,1487329.6024,1756012.1476,2132739.4281,1747280.6092,2097925.4856,0.487,2.8604,0.253505,0.052331,0.389609,0.285478311020465,0.283735056156869,0.400624155928387
"1683","sp|P20645|MPRD_HUMAN",187347.1054,173082.2907,117576.1007,119979.7561,193830.8726,199081.4849,53317.3721,571707.1637,497101.2464,393748.3691,292035.5711,643904.5486,783945.8672,0.709,4.8846,0.000969,0.000109,0.349057,0.00169563892406536,0.00166825263716773,0.360667755250278
"1684","sp|Q9UEY8|ADDG_HUMAN",576215.8884,455606.6467,606269.8995,680694.1852,1130696.0058,686054.8818,457707.7258,528325.9485,656720.9248,557886.1428,459747.7346,489802.9972,604432.0183,-0.735,-5.2656,0,0.343926,0,6.36315668335049e-10,6.23927739297285e-10,4.82169598435931e-11
"1685","sp|O43169|CYB5B_HUMAN",50349.4371,46945.6013,78485.2707,40252.9602,75512.7126,80791.6637,7522.7166,28646.9164,56487.8329,55049.4698,42755.2494,106707.1747,104633.6474,-0.533,-2.1037,0.003128,0.413698,0.000306,0.00476681790534965,0.00473425368041283,0.00049834855774602
"1686","sp|Q8N8S7|ENAH_HUMAN",30450.8888,27129.7259,27828.7849,42356.9529,67144.8042,50822.5637,9454.5495,62856.1242,77835.4562,114634.656,109259.6564,42211.5648,37151.3054,-0.126,-0.4418,0.242107,0.517384,0.034323,0.267839386596035,0.266627687220202,0.0402224975815034
"1687","sp|O15212|PFD6_HUMAN",217234.3478,193035.3988,228213.7408,160377.8879,473484.0829,409813.596,109983.0444,481472.4571,542099.1869,220978.6575,239951.4407,369033.2916,410071.7806,-0.135,-0.7803,0.130363,0.495068,0.016497,0.150921191932963,0.15017918574429,0.0203201684456079
"1688","sp|Q9Y5X1|SNX9_HUMAN",179784.3172,120386.4209,167343.5197,174306.7921,190861.4559,210711.0877,92665.9282,304553.3208,380347.5177,466115.6153,530135.2346,306651.007,363578.8227,0.285,1.9371,0.800197,0.217042,0.369366,0.819494823961312,0.815500999764065,0.377744233673253
"1689","sp|Q9UNX3|RL26L_HUMAN",83283.4876,23219.1667,35355.7122,73059.2171,122541.1101,156564.5683,17600.6084,162751.5273,127738.8759,331958.1115,319831.1041,380059.523,430841.8163,0.857,2.8143,0.271686,0.057196,0.390325,0.304204177865195,0.302388211877284,0.401218935740765
"1690","sp|P61254|RL26_HUMAN",44.3025,9581.1197,102.6051,2875.4859,58733.3815,43605.6707,32.281,9913.5675,12311.7404,56619.5865,47173.5761,46652.38,71205.2477,2.379,1.9546,0.790792,0.212782,0.370637,0.810805205605412,0.806834582459441,0.379047840165771
"1691","sp|P43405|KSYK_HUMAN",48420.0619,55810.1258,46934.2917,50364.191,76983.9539,48886.5812,35819.8392,239034.3727,277197.7732,84875.5,93850.1131,222200.8093,240092.5947,0.507,2.2663,0.619623,0.142621,0.386795,0.649324133706239,0.645772855056914,0.396006828348951
"1692","sp|O00499|BIN1_HUMAN",87264.0397,70808.0988,54392.3055,65387.8578,157500.0823,153694.0866,48110.3894,123521.3664,56141.7517,168419.3563,144113.3692,98234.1432,116148.8949,-0.397,-1.9155,0.006014,0.422511,0.000605,0.00872234613798815,0.00866577935870075,0.000939243480771671
"1693","sp|Q9NUJ1|ABHDA_HUMAN",202487.5457,165236.3888,64291.4975,75012.001,147640.735,171227.5936,34140.9958,191979.4725,156726.7828,141923.9037,196179.7779,242056.98,248393.7279,-0.068,-0.3871,0.267813,0.520555,0.038229,0.294235196181799,0.292904504063363,0.0444772146744452
"1694","sp|P28676|GRAN_HUMAN",579602.9488,613893.6952,312997.6746,467753.1586,240665.0848,322274.334,319052.3247,1321693.086,1236759.8219,335182.4081,289949.0176,1440594.7261,990479.5165,0.199,0.6227,0.918072,0.499343,0.173369,0.925783563481411,0.921597668622309,0.183345747054044
"1695","sp|P12821|ACE_HUMAN",109513.5043,78381.9477,164578.624,201569.4638,221603.9714,422017.5758,133904.3964,198383.0654,205752.0528,73922.6934,94472.6852,153375.4289,131688.2271,-0.88,-3.5113,7e-06,0.36899,1e-06,1.74896321153854e-05,1.72845671687306e-05,1.38009612638263e-06
"1696","sp|Q9UIQ6|LCAP_HUMAN",142458.627,155629.7331,202894.2541,200274.3652,330840.4546,261606.45,94517.12,346876.5949,341772.4882,372484.3091,373418.856,266317.2666,243409.9628,-0.035,-0.2003,0.378011,0.529082,0.054138,0.405446258334427,0.403569224734549,0.0615504050985343
"1697","sp|P15927|RFA2_HUMAN",43116.2613,34160.3571,30261.7691,39093.2016,94200.7647,58251.2966,115007.8214,134627.5591,122796.4806,119252.4164,93554.2919,127565.4255,191671.0781,0.176,0.695,0.956258,0.490239,0.186679,0.960723426528242,0.956387202806262,0.196595526919353
"1698","sp|P49959|MRE11_HUMAN",61952.0816,59531.7719,42681.1815,49721.1526,113459.6848,99454.9523,8375.2787,216571.8293,207891.8413,137628.8802,138602.8191,286440.2246,318086.5311,0.686,3.2786,0.124669,0.020954,0.381203,0.149115083820257,0.14795808536266,0.392957410856101
"1699","sp|Q9Y333|LSM2_HUMAN",778751.3151,737278.1898,637203.1684,602803.5907,651413.9334,925775.5856,223301.172,1331661.8051,1409764.5575,1711813.611,1221124.2178,1298651.7036,1604183.5692,0.341,2.257,0.625275,0.144526,0.386478,0.65474793494076,0.651178289758334,0.39566113596646
"1700","sp|Q02818|NUCB1_HUMAN",189401.0868,246951.4082,129754.0488,136119.9379,157971.2712,146089.9582,59484.6671,508464.9518,535266.0235,158091.331,106788.9728,516235.8351,559853.8129,0.263,0.912,1,0.456515,0.227136,0.99999865471891,0.995668773034972,0.236654991544783
"1701","sp|Q70UQ0|IKIP_HUMAN",178512.1033,203010.5578,144735.2587,119808.8115,212637.3587,212451.099,136915.4448,254304.6016,271193.6346,597126.2905,540970.909,200906.0848,210932.0493,0.003,0.0122,0.527977,0.532883,0.077504,0.554035284605375,0.551415717540805,0.0860896484146643
"1702","sp|O15258|RER1_HUMAN",206791.6012,146293.0779,295549.6598,219313.8429,327851.2192,349900.7063,141115.2267,468005.3723,242786.3887,796438.0044,922990.0559,464133.5675,556551.0526,0.267,1.1812,1,0.403928,0.274852,0.99989104667762,0.995685586648309,0.283698845959892
"1703","sp|O95470|SGPL1_HUMAN",72852.7649,70858.281,46821.1561,47904.7754,46634.9285,51038.3343,17609.0832,290062.3525,244639.7466,132760.6387,109018.5912,414795.3738,289619.6402,0.843,3.7302,0.041347,0.006388,0.369963,0.0540597839406917,0.0535660677364503,0.381971537159546
"1704","sp|P40394|ADH7_HUMAN",9542.5187,10085.0113,1379.5208,492.4368,3538.892,3743.7053,1255.3171,14608.5269,16722.4012,1691.8622,1830.7159,219003.193,418382.3788,0.678,0.6353,0.925163,0.497841,0.175672,0.93229954002778,0.92808488463951,0.185641766667727
"1705","sp|Q96IJ6|GMPPA_HUMAN",96809.9326,72837.4497,62155.9325,85442.1229,100645.7885,131736.1088,72739.9902,118529.7741,136215.1171,239362.8773,241888.3313,312371.7693,339814.8684,0.241,1.2187,1,0.395724,0.281081,0.999932685793417,0.995717181290798,0.289837085503803
"1706","sp|P53367|ARFP1_HUMAN",189574.0251,156559.6442,153363.1126,136099.1918,183405.6602,214826.1955,89778.2355,270483.8224,209186.6666,165853.7869,248878.6998,159187.1762,189475.9909,-0.352,-2.6652,0.000347,0.390766,3.2e-05,0.000620496951069888,0.000615563952145693,6.1612242953324e-05
"1707","sp|P51553|IDH3G_HUMAN",83239.2705,60756.8437,5620.6575,15825.1173,71453.7943,75856.9776,6336.4633,56856.4337,77401.8523,28918.798,26307.1189,472860.5652,424004.6694,0.338,0.5645,0.883957,0.505816,0.162838,0.894234278737344,0.890187913095782,0.172831400371913
"1708","sp|O60220|TIM8A_HUMAN",63705.3796,60946.0559,84046.2236,65069.1918,58964.7323,73739.6905,23428.1818,247220.7421,224531.113,145835.9975,140436.8003,352254.5677,317152.6827,0.676,3.9674,0.023008,0.003126,0.364631,0.031580229048397,0.0312382448200967,0.376612414070059
"1709","sp|Q08170|SRSF4_HUMAN",12715.3925,17421.287,459.8466,0,19302.9291,17193.8558,1056.6854,28701.0348,25433.6839,43369.6922,39708.0472,16244.7336,22252.3003,1.203,1.5518,0.987309,0.315115,0.330266,0.990521184882376,0.98600204116063,0.338441818628642
"1710","sp|P57740|NU107_HUMAN",39149.0549,36555.3689,20125.5266,16274.7836,55198.6763,51003.4369,8117.4483,181624.2555,144922.739,104283.1954,92300.1941,123108.1325,138891.3339,0.728,4.4004,0.005862,0.000718,0.356496,0.0089658787094604,0.00884794552531453,0.368320174638541
"1711","sp|Q6L8Q7|PDE12_HUMAN",28146.8136,18255.9061,14609.0143,32459.5731,22647.4509,21008.4052,32166.3478,130455.7785,93241.5014,69462.0586,75153.6026,74639.5661,74256.4584,0.433,1.7149,0.919155,0.273005,0.349443,0.929151792005136,0.924808899400924,0.357576020466771
"1712","sp|O94776|MTA2_HUMAN",129178.0873,116695.0741,26384.0787,41541.8288,131358.6516,165253.255,49125.217,150777.1529,152420.8232,116167.7931,143555.1606,193741.089,293636.3875,0.067,0.2737,0.707575,0.527282,0.113989,0.72745782876,0.724077003707577,0.123590688438031
"1713","sp|P10586|PTPRF_HUMAN",12396.2585,13241.2996,15743.6923,14856.6261,21323.7204,29673.0367,3498.7375,167390.3495,159364.2839,19988.8513,24554.7037,43486.1939,35748.1469,0.428,1.1594,0.999886,0.408603,0.271177,0.999913246566136,0.995710234329962,0.280076430112646
"1714","sp|P01769|HV308_HUMAN",569821.0262,522115.2716,1638256.2196,1500434.1048,578789.4583,581789.942,945461.3234,1021429.4504,907910.1834,507517.8999,484605.8804,870193.0223,689276.622,-0.637,-2.168,0.002445,0.410821,0.00024,0.00379547189790212,0.00376940320685789,0.000398231245342956
"1715","sp|Q8WUM0|NU133_HUMAN",27644.4208,28723.484,42309.6908,37033.0542,78764.7265,77198.0704,12004.68,311294.1968,308693.2741,144745.3193,146108.2249,466312.847,415262.901,1.263,6.1469,2e-06,0,0.335785,6.72791749795721e-06,6.53730062602741e-06,0.346966795728266
"1716","sp|O15247|CLIC2_HUMAN",315612.8591,194065.4173,401934.473,389156.3552,616826.7535,677038.687,172451.7549,206838.2039,201203.7461,237686.6026,272077.424,330195.3717,301321.2939,-0.913,-5.3792,0,0.342709,0,2.93696605527574e-10,2.87753455521415e-10,2.24084712287847e-11
