,Protein,S0,S0.1,S0.2,S0.3,S0.4,S0.5,S0.6,S1,S1.1,S1.2,S1.3,S1.4,S1.5,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
375,sp|P49748|ACADV_HUMAN,2663031.173,2979659.614,2712865.943,2128531.979,2578883.854,2202930.624,2652851.206,1676531.493,2340241.021,2012533.102,2162276.119,1756399.46,1594027.634,-0.373,-3.4784,0,0.324006,0
1629,sp|P24666|PPAC_HUMAN,1817743.275,656903.8973,712325.7145,642934.9484,591103.8225,3245361.44,1785618.497,542157.1099,505589.8678,383578.8212,464711.0578,512307.4968,460210.9056,-1.028,-3.4767,0,0.324041,0
2292,sp|Q9C0B1|FTO_HUMAN,13993.7484,2926.6386,2333.7462,13059.703,8730.7036,4196.3945,9869.1877,42124.6376,41143.1965,17526.5967,26215.5291,42233.5215,62490.4687,1.073,3.4713,0.130293,0.019477,0.329543
739,sp|P31949|S10AB_HUMAN,9701791.964,10323688.61,9620341.755,11081207.32,11886316.58,4387489.065,6606426.298,35313168.38,33434286.66,14916650.54,15339409.5,12789768.67,12694519.41,0.826,3.4687,0.131126,0.019618,0.329585
14,sp|P15924|DESP_HUMAN,1873306.577,1384739.239,1375548.472,1204099.512,1301702.691,2299536.442,1941559.123,20380164.23,20100371.74,2162363.615,2216954.47,8111478.355,8599534.027,1.414,3.4639,0.132671,0.01988,0.329663
425,sp|P30740|ILEU_HUMAN,7552938.589,5497255.341,5393395.824,5789642.605,5598727.277,3515872.178,7558233.869,2208181.129,2239615.344,3309969.356,3566530.256,4366722.117,4644654.339,-0.568,-3.4636,0,0.32431,0
2590,sp|Q9GZT8|GTPC1_HUMAN,50513.3991,45769.9188,40115.9921,57396.7316,64617.5287,169014.0923,49477.4699,19414.4683,18335.1955,21476.7764,23188.7556,66479.2829,82656.9305,-1.156,-3.4602,0,0.32438,0
2185,sp|Q13185|CBX3_HUMAN,170230.7048,328875.8232,287273.3026,346265.7349,413142.8071,150167.9614,167614.4816,866805.1271,808483.538,348015.8978,503482.3484,638145.5127,649463.5181,0.64,3.4588,0.134329,0.020161,0.329746
1309,sp|P35754|GLRX1_HUMAN,1249105.935,816798.7776,787686.6465,1312784.534,1263539.134,1030217.218,1469571.852,491738.5862,391244.1717,1207117.493,1159923.578,503924.2503,572515.6804,-0.679,-3.4564,0,0.324458,0
1371,sp|Q9P0K7|RAI14_HUMAN,215762.8122,268846.8624,213185.8944,270530.8947,290249.407,81716.3028,214065.982,117286.5059,117928.9709,205889.8607,237548.5177,109492.6093,92568.641,-0.725,-3.4556,0,0.324475,0
2408,sp|Q15172|2A5A_HUMAN,171889.0238,143699.3552,148974.3271,199042.8411,178719.6258,104787.4762,146585.3902,125063.5391,108717.3169,55290.3603,63447.8464,177803.5984,165340.497,-0.73,-3.4549,0,0.324489,0
676,sp|O00232|PSD12_HUMAN,125035.395,141962.9501,161601.1514,152649.5568,112495.9284,82847.824,154251.5292,626284.4521,447415.9405,224272.9295,204056.6278,363756.7294,362059.1361,0.687,3.4538,0.135966,0.02044,0.329826
905,sp|P58546|MTPN_HUMAN,3379536.044,3052080.179,2116466.917,3077233.187,3122375.184,3557836.043,4030770.641,2128819.49,2115075.004,2493305.434,2467216.15,2623755.955,1956220.271,-0.39,-3.4504,0,0.324582,0
2208,sp|Q14165|MLEC_HUMAN,84457.6257,100452.2356,88636.5527,124826.9188,123187.4085,46817.7069,66335.5164,228033.8391,245919.5525,155933.1162,134777.0089,241060.5757,183295.4024,0.457,3.4486,0.137684,0.020734,0.329909
383,sp|P31948|STIP1_HUMAN,1228304.572,987855.4341,1010821.135,1407011.331,1470403.228,1282474.907,1029917.529,2288594.245,2308586.958,1851578.156,1884467.425,1630611.512,1759432.066,0.34,3.4467,0.138315,0.020842,0.32994
2434,sp|P17050|NAGAB_HUMAN,73057.3411,41470.6942,43868.2701,45474.7055,47748.2502,21586.9194,67148.7126,96893.1462,100297.2093,145436.0283,220529.42,140093.9772,137740.2062,0.653,3.445,0.13888,0.020939,0.329967
607,sp|P52566|GDIR2_HUMAN,3934133.065,3791659.812,4234715.977,4726455.193,4563754.766,3641182.011,4061965.141,6160788.93,6224142.008,5865605.905,6125696.734,4998385.563,4983819.36,0.325,3.4423,0.139783,0.021095,0.330009
1532,sp|O14744|ANM5_HUMAN,270334.2024,113708.5863,184197.1462,228797.7524,228850.5438,227300.2914,312395.2438,75047.8424,80425.0704,170966.6349,185440.1163,171399.4089,181656.1392,-0.765,-3.4385,0,0.324827,0
608,sp|Q9UJS0|CMC2_HUMAN,524940.4306,330561.1479,301762.084,519771.6385,494041.9026,169783.1093,519984.3787,1245641.895,1305594.245,814234.4304,807415.7922,667751.9715,728679.2218,0.641,3.4357,0.142006,0.021478,0.330113
1213,sp|O14672|ADA10_HUMAN,238139.8554,290035.8765,216322.1991,321527.5921,316439.0657,179663.8957,219721.4382,189619.4394,254390.2483,240170.4582,237133.7253,138253.4416,190791.6749,-0.462,-3.4316,0,0.324969,0
1736,sp|Q9NP81|SYSM_HUMAN,105745.7556,54661.5288,54324.8249,73730.8269,75409.2319,12795.2068,68685.4309,218069.3842,177580.5966,139076.7318,134301.0385,160990.634,142649.6925,0.663,3.4307,0.143704,0.021772,0.330192
1473,sp|Q15435|PP1R7_HUMAN,781945.4369,649672.86,647640.7031,989451.5836,964631.9643,702711.9017,584033.1445,437901.9211,470418.0936,805542.4976,782942.7695,410430.8887,396929.655,-0.539,-3.4266,0,0.325072,0
1013,sp|Q13724|MOGS_HUMAN,557758.3317,668371.8224,717565.3006,1156444.265,1074153.057,458707.5431,558049.8449,1403889.656,1227524.714,1170429.866,1133498.376,1480517.777,1537058.259,0.429,3.4231,0.146312,0.022225,0.33031
661,sp|P48059|LIMS1_HUMAN,1072209.103,1095287.621,1292238.177,1517479.225,1583559.122,1070797.533,758114.1874,383932.3778,362858.9777,1126506.075,1396825.42,411108.9898,517876.0363,-0.822,-3.423,0,0.325146,0
50,sp|P0C0L4|CO4A_HUMAN,6059686.468,12544112.71,12586019.88,8531053.248,6843083.466,14127905.91,6207163.866,1927882.686,2032488.081,6310917.497,6515222.423,2990835.548,3009062.2,-0.941,-3.4217,0,0.325173,0
2304,sp|Q15257|PTPA_HUMAN,597694.4089,389447.213,333193.1317,473905.8259,438316.7345,1434815.197,528469.4211,276967.7481,260360.3457,412961.898,413402.4141,265486.8521,220470.603,-0.796,-3.4203,0,0.325201,0
2390,sp|O75821|EIF3G_HUMAN,6097.738,1757.4168,8164.5263,32541.2324,27488.5191,7409.1969,22782.9823,51211.1211,40054.9658,65056.2149,71849.2974,87963.8067,66605.257,1.232,3.4183,0.147975,0.022515,0.330383
95,sp|P00450|CERU_HUMAN,9012382.687,11839975.51,10330185.12,6843952.174,7841871.639,11976364.66,8954717.748,4367634.155,3933109.452,4817542.075,6004006.625,6293457.414,6880386.966,-0.515,-3.4072,0,0.325472,0
2461,sp|Q13315|ATM_HUMAN,13906.3115,9513.9446,9928.6429,21354.9992,21647.0996,5275.557,14265.6359,44107.5064,42992.5011,44604.9139,47399.2319,39490.0495,23756.0683,0.539,3.4062,0.152221,0.023261,0.330568
240,sp|P31947|1433S_HUMAN,1394761.337,1106476.228,961610.3972,1503220.964,1631908.007,1092341.132,1599576.194,7580003.495,6659514.747,1754385.774,1698875.66,6753746.186,4351568.883,0.998,3.406,0.152292,0.023273,0.330571
2012,sp|Q9Y5P6|GMPPB_HUMAN,84257.1353,116433.4842,9995.2106,225770.5665,114784.299,34076.86,107778.7604,336045.95,260191.3429,307774.6156,635072.4966,282650.4434,478101.289,1.236,3.4049,0.152681,0.023342,0.330587
1692,sp|Q92769|HDAC2_HUMAN,51.2875,1055.3414,542.6497,4606.2749,4724.2734,110.0481,148.8865,81319.3975,71404.4142,7764.6484,8581.0976,21197.9787,20224.628,3.374,3.4031,0.15332,0.023455,0.330614
602,sp|P55809|SCOT1_HUMAN,350327.1911,369486.3726,300444.9664,459777.5763,451765.0766,520793.7257,414593.697,1325533.742,1083965.979,779331.0565,890327.2402,630640.5416,635335.2135,0.545,3.3929,0.156974,0.024104,0.330767
702,sp|O43815|STRN_HUMAN,35433.0315,33334.5634,47591.9218,96714.8067,108001.0704,23803.8177,30791.4124,153154.5554,145908.5296,153573.8922,155977.4183,92000.2214,99340.2596,0.606,3.3884,0.158604,0.024394,0.330833
1205,sp|Q9UHQ9|NB5R1_HUMAN,441084.2622,304169.8273,249426.241,189211.0817,195582.9261,409034.7901,426803.346,70517.6267,71522.7836,249509.187,206718.9682,141079.8848,217787.9272,-1.034,-3.385,0,0.32593,0
376,sp|P48643|TCPE_HUMAN,567225.2247,528136.8898,409126.1452,763979.1257,808625.2913,377768.8434,703909.4358,1225318.081,1062493.273,1005244.06,996727.2341,877891.8721,895631.1757,0.363,3.3848,0.159916,0.024629,0.330886
696,sp|P48147|PPCE_HUMAN,674450.5718,484511.7243,470310.0159,587511.808,548922.9533,231888.0703,666085.9966,834085.1164,938605.9432,1219305.649,1176202.099,917243.4076,1245280.018,0.508,3.3832,0.1605,0.024734,0.330909
596,sp|Q9NR45|SIAS_HUMAN,2751090.237,2168795.001,2170164.649,2572768.854,2164286.938,2083671.441,2410628.939,3188033.191,3098718.278,4766229.456,4927108.755,3583092.428,3646713.269,0.392,3.3817,0.161049,0.024833,0.330931
149,sp|P00352|AL1A1_HUMAN,9494039.776,6991058.015,8167002.164,9518833.789,8652091.107,6866111.121,8248979.543,4610078.909,4387806.718,1893673.167,1890505.177,5294550.343,5700021.35,-0.771,-3.3778,0,0.326079,0
1836,sp|Q02543|RL18A_HUMAN,199421.3864,405461.3141,336795.3419,148872.8712,152587.9498,207513.3202,168908.9343,595055.4872,552302.2849,487398.792,533834.3457,633073.6223,640809.1869,0.722,3.3733,0.16415,0.025391,0.331053
2416,sp|P19784|CSK22_HUMAN,12032.5231,6541.0312,14664.0889,29594.2624,20657.9035,5239.9071,14945.6203,55792.3562,33906.8599,72408.4108,70404.5735,27391.2589,46819.116,0.732,3.3689,0.165787,0.025687,0.331116
610,sp|Q9UNF0|PACN2_HUMAN,428232.8156,579114.5327,531246.6185,704427.221,837087.9619,297296.0369,380801.1455,384314.992,354349.0867,436117.3744,488189.2904,425447.3097,448331.3537,-0.412,-3.3629,0,0.326387,0
1333,sp|Q99598|TSNAX_HUMAN,55063.3593,49636.0011,32894.1415,352823.202,250131.146,87529.8066,57213.7331,421699.4917,315289.6885,248147.5503,247566.6902,487633.6427,497686.4679,1.055,3.3621,0.168339,0.026151,0.331212
539,sp|Q00688|FKBP3_HUMAN,262022.1367,361426.8008,235788.7454,479018.692,451768.5352,245031.8313,275320.9224,497604.5463,608905.1781,703190.5994,868008.3612,568302.5215,541051.926,0.422,3.3619,0.168414,0.026165,0.331215
456,sp|Q04637|IF4G1_HUMAN,254700.2922,301042.5428,273251.1053,347998.0302,364275.4543,294711.6381,286538.1444,1000438.542,983433.9061,467120.9827,472283.8545,680358.0186,632555.2131,0.567,3.3599,0.169169,0.026303,0.331243
2526,sp|Q9C0E8|LNP_HUMAN,59020.154,57134.4963,57014.6734,112991.6733,131263.5021,44896.0905,65432.3299,141717.0274,141334.3624,291702.5167,318375.5951,145989.2414,148497.6194,0.59,3.3594,0.169358,0.026337,0.33125
429,sp|O60701|UGDH_HUMAN,1029686.497,909747.3708,880770.6654,904780.8461,979203.2669,1428549.788,1238292.876,1664279.547,1956207.996,1952377.463,1648677.684,2243422.452,2093337.944,0.465,3.3567,0.170382,0.026524,0.331288
2288,sp|P49753|ACOT2_HUMAN,66891.4788,43802.4793,29255.1801,73577.7958,58296.5131,36739.9653,41335.1144,16759.2658,16390.2247,71002.0579,63677.3049,27658.6528,27541.5566,-0.999,-3.3562,0,0.326526,0
962,sp|P62263|RS14_HUMAN,401204.7182,633695.7983,523318.7411,545866.2183,636067.5137,311440.1916,433451.5199,680825.6347,1142552.185,791380.6248,930083.6981,1165563.391,1121850.937,0.469,3.3453,0.174746,0.027326,0.331446
778,sp|P17174|AATC_HUMAN,732832.3587,528844.6735,446011.821,696658.7938,710153.3499,1062830.086,758752.6449,418330.6519,492417.7005,487878.6137,576640.2053,514416.072,555152.327,-0.516,-3.3446,0,0.326767,0
307,sp|P17987|TCPA_HUMAN,1460805.068,1155753.845,952805.0567,1519131.912,1224224.225,1371978.026,1513706.887,2535179.691,2458793.186,1977305.366,1608423.823,2365462.007,2448353.316,0.411,3.3411,0.176372,0.027626,0.331503
60,sp|P08729|K2C7_HUMAN,32966360.22,42981191.12,49200651.17,70501781.32,71013157.16,20550599.11,34646406.24,447282661.3,461947652.1,81425527.39,64039559.52,140700196.6,169788895.2,1.759,3.3403,0.176682,0.027684,0.331514
2143,sp|P48651|PTSS1_HUMAN,25639.4649,12693.6413,16963.6775,48473.7787,55332.6866,12333.0637,23003.9858,65228.4502,75286.5838,47432.5843,92866.0872,114095.4415,116201.3238,0.68,3.3399,0.176837,0.027713,0.331519
2157,sp|P22570|ADRO_HUMAN,1295313.602,1005783.96,1008262.77,914850.9168,1626964.288,1044751.564,3238198.185,322276.5875,491766.6961,984532.6595,1126062.236,695336.4913,524316.5793,-0.86,-3.3394,0,0.326875,0
1415,sp|P21695|GPDA_HUMAN,1058042.596,208511.5251,288813.4545,287103.6697,344915.471,151597.3687,763013.2963,179249.3602,186580.7126,209453.1655,156872.9946,162610.0035,174251.9414,-0.943,-3.334,0,0.326987,0
260,sp|P19971|TYPH_HUMAN,2767016.327,1840278.501,1869355.133,3156924.257,3844225.923,1028545.787,2251233.55,3057091.147,2780898.858,5495222.841,5071682.975,6383966.602,5654428.777,0.646,3.3337,0.179257,0.028162,0.331603
1106,sp|Q9BUT1|BDH2_HUMAN,1066896.987,1537984.352,1634561.271,1173700.204,1249562.916,3256670.052,716833.7063,479202.8582,595523.0847,1165940.688,1425389.268,520957.8576,460414.7277,-0.833,-3.329,0,0.327091,0
1597,sp|P30613|KPYR_HUMAN,36495.9659,17319.6169,9003.2389,2471.8939,273.8753,37214.739,32510.2063,1676.225,2460.147,440.1214,142.656,2640.5023,2510.342,-3.49,-3.3286,0,0.327099,0
22,sp|P02545|LMNA_HUMAN,76205783.21,39905736.15,46575618.61,43855742.29,50312216.15,83976879.98,52283080.95,28760100.71,28383461.3,36594402.7,37799226,27730595.55,26667470.83,-0.572,-3.3216,0,0.327245,0
481,sp|P02790|HEMO_HUMAN,29611384.63,65466261.27,68984192.66,42410575.62,36743507.88,41313984.47,26940104.76,12067044.38,12402884.17,29983048.16,32596443.78,21390854.36,20710121.51,-0.715,-3.3165,0,0.327351,0
1162,sp|P56537|IF6_HUMAN,609956.5782,598759.1768,692936.47,900722.1307,698116.7224,853249.7611,499134.9032,2129329.945,2054169.611,931480.0249,910749.2649,1632970.095,1780162.498,0.597,3.3154,0.186519,0.029522,0.331843
1653,sp|Q5T5P2|SKT_HUMAN,28132.0169,67205.4127,73411.3742,71039.3866,61847.6343,37897.6635,39586.6554,49760.2995,52389.2015,55676.6477,50394.9913,24690.9022,25980.5211,-0.753,-3.3151,0,0.32738,0
190,sp|P14543|NID1_HUMAN,3191645.211,6064781.654,5456344.867,9039542.684,7832471.461,2120168.756,3099373.515,1386314.07,1300571.717,3602192.735,3796961.693,1863472.978,1965474.528,-0.844,-3.314,0,0.327403,0
2682,sp|P01714|LV301_HUMAN,774747.9981,1134435.684,1392423.14,576127.7607,581922.2105,1608250.948,671237.7848,245327.9765,228719.8528,680349.7184,610557.0262,515332.4688,418645.7297,-0.944,-3.3092,0,0.327503,0
2262,sp|Q9BY44|EIF2A_HUMAN,3289.8172,25632.2494,20674.4999,10556.7513,16907.8478,5043.4746,7844.2561,90789.7773,79393.2456,37064.1325,25215.8476,96942.0083,73796.242,1.18,3.3088,0.189183,0.030025,0.331928
209,sp|P21980|TGM2_HUMAN,26047343.58,34520423.12,32073023.25,44544544.97,45958920.55,29466138.85,23608828.93,7624289.021,7066636.473,25442970.39,26901333.46,16718619.17,17193282.65,-0.759,-3.3064,0,0.327562,0
561,sp|P35442|TSP2_HUMAN,38710.9181,107169.5475,133087.5972,55649.1142,51016.4335,145216.6967,39507.144,798350.6264,656911.4913,1727888.834,1721410.627,121147.4213,133424.7927,1.678,3.3063,0.190198,0.030217,0.33196
2680,sp|Q9NRF8|PYRG2_HUMAN,13809.0332,13550.8469,15356.6788,37254.2456,40075.1482,13102.3805,19775.9669,30380.4148,27511.6694,9173.6911,14808.5126,9009.3101,9482.1133,-1.056,-3.3026,0,0.327641,0
1142,sp|Q9BXM0|PRAX_HUMAN,99944.5156,314576.1179,305518.8914,420793.6652,457392.5976,105659.9604,104183.8224,40061.5339,46866.0926,220810.599,152050.8488,16391.7231,13512.4063,-1.916,-3.3001,0,0.327694,0
2392,sp|Q9BY50|SC11C_HUMAN,75461.7799,53545.4092,42599.3003,101284.9587,87920.7473,67792.4606,50366.3297,129456.4114,127517.5797,225015.6221,238301.1741,717937.6533,902543.1989,1.158,3.2994,0.193019,0.030754,0.332046
1984,sp|Q96RW7|HMCN1_HUMAN,51981.5449,60947.24,62401.512,125423.5325,119943.0455,31116.5581,62152.4898,16417.3887,18599.4719,74935.2392,95760.2798,34403.5085,40840.7703,-1.059,-3.2938,0,0.327825,0
1649,sp|Q96DI7|SNR40_HUMAN,60429.4861,43344.9525,50531.6569,135876.2311,114635.116,27027.8728,50809.7245,214292.1637,164134.1886,171345.9083,166628.0708,134242.0287,130048.5985,0.58,3.2937,0.195367,0.031202,0.332117
979,sp|Q9NR99|MXRA5_HUMAN,16756.6216,43443.0075,51730.5206,46598.8054,48468.0355,87431.6393,12319.3742,178492.5499,319511.1552,397489.5626,450194.2619,85536.3466,84876.3595,1.303,3.2908,0.19657,0.031432,0.332152
47,sp|P05787|K2C8_HUMAN,31088348.45,40112240.15,47159598.26,64876888.32,67573452.99,21333429.16,34477191.82,466041749.6,480531171.4,80936744.58,63592294.99,157533617.2,185243729.8,1.79,3.2786,0.20168,0.032416,0.332299
197,sp|P13646|K1C13_HUMAN,5641435.644,7465650.667,6973434.467,6204714.211,6062570.53,8469105.573,5714838.429,132865036.9,129603531.9,10788844.96,8539119.846,18579755.6,18951497.41,1.506,3.2785,0.201722,0.032424,0.3323
1699,sp|P61225|RAP2B_HUMAN,229253.0255,225229.7599,261684.0127,62818.8014,88144.2974,861871.3072,239123.7942,129400.6357,67442.1667,7407.1865,8387.6453,78675.7591,67689.4069,-2.021,-3.2754,0,0.328211,0
387,sp|Q16543|CDC37_HUMAN,747022.0812,644147.4436,803373.0761,2006536.868,1765157.934,697133.3805,632296.3627,2719388.742,2500253.057,1622388.474,1733073.551,2158707.998,1758843.067,0.606,3.2734,0.203883,0.032842,0.33236
2145,sp|Q9BXW7|CECR5_HUMAN,5385.3744,2851.5036,1645.0829,4925.2109,2615.4691,589.9763,6009.4348,20450.3574,34033.2653,16648.7969,5807.5455,18672.8747,21792.3183,1.094,3.2653,0.207348,0.033515,0.332454
2452,sp|Q9Y5Y6|ST14_HUMAN,0,1746.9256,0.0275,6015.7489,1185.8485,745.3743,0,125688.207,31610.2968,4597.6546,9401.6327,36329.677,36587.9678,4.64,3.2641,0.207864,0.033616,0.332467
1114,sp|P02746|C1QB_HUMAN,401803.8096,615663.8657,478396.9562,281396.4178,383605.9091,571906.7311,358938.3172,169097.1748,133164.4,461125.8012,538876.0206,184291.1196,158353.6844,-0.878,-3.2597,0,0.328542,0
1864,sp|Q6DD88|ATLA3_HUMAN,168522.1279,209276.3231,191311.101,417682.364,331002.4143,117646.4683,159897.669,250304.9228,147573.1828,171798.1236,147617.9199,157136.9569,153116.9781,-0.505,-3.2573,0,0.328593,0
1495,sp|P52630|STAT2_HUMAN,56320.4261,58533.1885,60142.5245,113378.3156,119895.3715,28690.1818,75284.0045,185168.2556,129083.9535,171504.4662,151751.6767,149616.0091,134835.219,0.432,3.2549,0.211854,0.034395,0.332571
496,sp|P23246|SFPQ_HUMAN,1881690.687,1827777.772,1631700.215,3396396.376,3068922.862,1326225.633,1688195.458,2851257.188,2811323.78,3248437.632,3337525.335,4005319.692,4501905.161,0.411,3.2545,0.212028,0.03443,0.332575
861,sp|P55884|EIF3B_HUMAN,331379.2612,531040.1135,401050.4282,614294.3742,563811.8596,563002.0393,391739.4844,1045634.424,833989.5912,804635.7532,786408.8324,1098870.823,1154442.365,0.466,3.2536,0.212421,0.034507,0.332585
1602,sp|Q12768|STRUM_HUMAN,163654.5016,154598.7779,151712.2634,205161.8073,215558.1491,71680.8596,162653.4746,140631.1312,161896.0892,120924.4756,132334.114,146744.0718,185312.0194,-0.378,-3.2409,0,0.32894,0
1337,sp|P43246|MSH2_HUMAN,79820.6833,88668.0914,69376.8901,83769.152,69993.589,28518.4684,40908.0033,239453.7106,235968.5811,145008.571,141840.8753,124547.3185,123557.8742,0.586,3.2399,0.218468,0.035697,0.332733
333,sp|P23526|SAHH_HUMAN,1432730.893,1180029.462,1337937.692,1614352.95,1595283.775,1504764.324,1569181.586,3442325.138,3250874.763,2041161.876,1818057.132,2528576.086,2445261.354,0.435,3.227,0.22427,0.036847,0.332867
85,sp|P19012|K1C15_HUMAN,6053528.252,7687750.164,7209007.705,6458554.851,6348569.879,8827091.564,5943756.323,137032904.4,132989325.3,11189523.82,8950201.558,19076962.75,19573191.37,1.467,3.2252,0.225089,0.037009,0.332885
2215,sp|Q9NX63|MIC19_HUMAN,75738.5516,14778.7605,5298.0116,81530.4167,57322.8475,22013.5149,62068.4131,14745.6545,23115.2246,7823.6939,9652.4358,26432.1163,24080.0643,-1.362,-3.225,0,0.329278,0
2344,sp|Q9BZJ0|CRNL1_HUMAN,109077.2498,73688.3874,93157.6048,250819.814,315543.1145,65316.5783,90198.0362,68125.4068,115994.8068,73389.0586,84261.6023,122262.7945,91009.0114,-0.653,-3.2242,0,0.329295,0
344,sp|P04003|C4BPA_HUMAN,1901832.14,4171276.121,4976648.533,1723987.012,1966114.253,6118080.527,1954230.161,1132093.801,1159168.613,2247212.019,1822225.482,1131467.196,1092972.15,-0.793,-3.2241,0,0.329297,0
2269,sp|Q9Y5P4|C43BP_HUMAN,47934.2535,22197.6523,39477.4132,64168.5117,57572.1337,12000.0749,49120.3355,32418.1316,15063.1216,33258.5446,42249.2368,37694.8204,31430.3577,-0.748,-3.2237,0,0.329306,0
1985,sp|P40123|CAP2_HUMAN,267934.4452,277528.2292,243650.0011,421128.5491,371915.8274,187543.3423,244872.3366,916597.4339,882147.5538,479827.49,438637.5362,519340.4142,544501.3566,0.508,3.2228,0.226183,0.037227,0.332909
835,sp|P62424|RL7A_HUMAN,955102.302,1061684.312,1052074.939,2215497.027,2203269.859,630016.1571,1101415.352,2476546.861,2311545.202,3008544.181,2981164.072,1865360.586,2051500.578,0.537,3.2176,0.228567,0.037703,0.33296
852,sp|Q99459|CDC5L_HUMAN,100173.038,122594.2605,118897.5035,194504.0656,198859.3292,34790.57,114592.8305,289802.5882,290059.7766,301511.8562,295966.0528,207096.7029,224230.6515,0.547,3.2082,0.232922,0.038574,0.333051
1200,sp|O15145|ARPC3_HUMAN,181885.9199,173673.0165,198278.6591,182175.2291,177324.3418,67307.2171,191009.7684,380166.7978,392098.5917,287239.4844,277695.5296,398225.693,411740.4665,0.507,3.2043,0.234747,0.03894,0.333087
803,sp|Q99733|NP1L4_HUMAN,318723.7178,190938.4459,178405.2942,636540.3003,637365.5181,150870.7144,280727.4492,655086.9429,607653.0816,662618.1583,714898.9214,997412.3499,852791.3241,0.675,3.197,0.238191,0.039633,0.333154
950,sp|O43172|PRP4_HUMAN,28618.8048,47715.368,47348.9098,66464.4823,74888.1357,35175.0329,38108.4069,98951.0275,87362.6675,102201.9988,112965.7265,129490.6217,124411.288,0.415,3.1907,0.241194,0.040238,0.33321
1023,sp|Q13425|SNTB2_HUMAN,352892.4371,294422.7637,374305.9585,601068.3935,552241.4743,425329.9106,271336.0327,305687.8836,221039.7719,345648.7025,296095.424,140711.2291,469672.0282,-0.579,-3.1866,0,0.330103,0
