"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","pVal"
"1189","sp|Q9Y2Q3|GSTK1_HUMAN",499168.206108996,623294.930131642,650553.6798,655158.065465159,1390486.90190426,1296983.50758018,139978.558351114,2358354.13400302,1973585.33676851,2889229.07353275,2644567.0040133,2124679.57092949,2157096.34846309,"0.59636007198126"
"1190","sp|Q9UQE7|SMC3_HUMAN",59336.6770364492,67631.0415358494,101772.7786,85683.3091708554,224550.707793955,180216.759480239,29986.8508534741,405240.098145273,313833.455281726,671210.967909517,648826.426055231,341536.587067953,345524.758154023,"0.773381462145182"
"1191","sp|Q6P179|ERAP2_HUMAN",86673.9264477709,109782.758764398,111552.7946,104748.724933775,32126.3104412554,35305.6383093869,40777.9548944739,509194.118731763,628800.265237594,24974.6239159919,14327.730530332,49410.9126208973,50503.5555529591,"0.447872534644751"
"1192","sp|Q12888|TP53B_HUMAN",60035.7096910725,71748.3997619532,73524.24835,77972.8971998822,140579.847342709,157536.199770864,7038.20625831311,567684.254022997,522601.966488561,332068.248761238,339606.384147722,307981.266884776,296021.800288532,"0.447862394443838"
"1193","sp|P07305|H10_HUMAN",499116.548769475,540613.803109298,495953.6373,548162.222964105,3168356.84842138,3470674.90500145,374955.032386098,1688188.47267435,1088775.03365595,1743049.62427693,2491634.74831285,2355506.73830996,2228957.80493643,"0.711213133125268"
"1194","sp|Q13057|COASY_HUMAN",44061.468174528,48452.8144950104,137333.0596,112542.025009835,90337.8327447998,76579.3652572615,25940.0632733081,474309.234006042,426789.96737936,256266.304983111,257285.868749848,709577.270926938,523997.450766497,"0.149345909073481"
"1195","sp|P05546|HEP2_HUMAN",78064.8874660055,95626.5857926443,89241.93774,64659.9342234793,79061.525834532,125958.973881467,48511.9667613577,128705.630618524,121401.387475717,287604.164806558,225884.479112578,214785.501784948,186584.018241221,"0.588057362670666"
"1196","sp|P06280|AGAL_HUMAN",214594.628057157,226769.549231272,49997.79417,57669.6650890856,69618.771696898,76847.905476,27419.7865894437,480093.405890654,660675.457336359,471715.358694805,559390.576909009,433931.2165907,404765.335439566,"0.613355664868507"
"1197","sp|Q9UBR2|CATZ_HUMAN",827741.886518428,1042675.74581644,460595.0154,433386.034540322,973149.713749488,848618.247612239,166101.785796361,3445052.7625339,3850807.37753424,1938705.88280753,2211313.08601941,3025242.06594376,2586316.46596132,"0.295883395411193"
"1198","sp|Q16698|DECR_HUMAN",1146199.14568281,1702908.20159394,1249070.912,1186119.34085024,1649307.11484189,1780508.06589775,202361.161606804,3854900.08503559,3453771.17876033,4088918.44925372,5054366.19073252,3356356.43054007,3434461.56338706,"0.759200961858433"
"1199","sp|Q03135|CAV1_HUMAN;sp|P56539|CAV3_HUMAN",1760676.23485237,3424417.63502935,2997579.845,2894513.55446126,4000824.87724899,4308944.74497296,1094958.9439592,1109604.44980071,838364.181046098,1426530.29329196,1558328.95361282,1844631.52112162,1643782.62362659,"0.365938079377577"
"1200","sp|P00441|SODC_HUMAN",2066223.4233513,2453426.87071723,2740605.336,2579991.80821018,4822186.67197133,4884823.74717554,1600480.9002717,2750114.9199963,2265050.79676548,3437015.29181879,2894495.76671728,2107030.78321443,2186970.00755249,"0.860823627063197"
"1201","sp|Q8TDL5|BPIB1_HUMAN",468272.382171315,783424.224030301,1875703.933,1795927.86273813,586050.526392497,686898.692199145,185693.965740643,343713.516272331,196289.91099248,4430268.64405393,4654844.79824363,4530945.43060578,4265183.98423906,"0.705139203758098"
"1202","sp|P28070|PSB4_HUMAN",257145.83112773,260566.664470003,558011.712,351569.230998072,1180853.00155552,1687417.64287304,310498.961816886,1975319.46059645,2438522.25949782,1748832.41876208,1625642.90221074,2088769.08402419,2049565.28884011,"0.359773478067487"
"1203","sp|Q9NNW7|TRXR2_HUMAN",28496.2288878087,30721.5782304743,13159.48945,20895.3446841581,24927.347059088,20525.9644364774,1804.02770461829,61729.9523973381,51015.2447197307,32995.5227756559,61333.9411714237,252064.723201398,227168.696049894,"0.173454064645647"
"1204","sp|O00203|AP3B1_HUMAN",53167.5787072997,44851.7946716531,102574.8698,81166.0761669277,162239.543422745,147633.047326313,24465.5586953866,213882.160299611,216816.627291802,412059.110003139,401383.944780346,282752.119114282,326933.435872281,"0.665675966958915"
"1205","sp|Q15459|SF3A1_HUMAN",103118.499352421,123801.43180286,147757.8428,125691.639895783,326053.654965181,251070.204998585,40816.7832558411,825700.755225891,568273.321834289,531717.631302248,397174.346734867,694964.723458212,759364.851324128,"0.219948000998957"
"1206","sp|P29966|MARCS_HUMAN",225349.290307287,293320.053603528,341311.0996,503498.18833949,820338.056344493,746701.512743184,137491.321765253,1655310.77549875,1558103.56832417,1639300.90587161,1621301.73612548,1614532.57190294,1538113.43648148,"0.512493486868029"
"1207","sp|Q9Y624|JAM1_HUMAN",342293.213943934,362496.686394807,626863.2442,764349.171734724,1073830.48186207,1104781.40969161,251503.674518841,1636719.97387476,1505056.7450996,694168.628538629,807393.812239869,687759.999913718,584227.075523624,"0.423403754622456"
"1208","sp|P62993|GRB2_HUMAN",656282.88884375,466653.814761079,672781.5832,582795.141233918,692949.747080877,643406.731274875,203515.243368862,1670472.59577669,1777545.05455358,1844785.39314239,1984989.50125368,1262989.75717418,1336361.85155951,"0.713800945249739"
"1209","sp|Q5JTV8|TOIP1_HUMAN",144515.300805682,201346.013026116,216038.3991,109425.49309572,456585.085931703,417942.316654626,55763.878214163,1061347.97660173,860533.917142389,1253604.33830194,1402267.58393514,960656.812022725,929864.041271255,"0.710052089937731"
"1210","sp|P39900|MMP12_HUMAN",23912.7243171688,11683.3232107156,90182.9295,60522.4937037138,56807.4321980461,36134.9581774568,9846.8357213775,172895.495342551,164644.789952151,176834.522110235,186592.514054655,820029.319204864,720099.667976796,"0.125408263536693"
"1211","sp|P49593|PPM1F_HUMAN",162150.033519665,162297.805114484,282556.5471,260826.764382851,534814.934408651,524674.060155676,58560.1855435178,385790.978853371,374953.251266283,403850.032026844,419634.058296896,614786.999672077,651125.268156981,"0.332176447148312"
"1212","sp|Q6YHK3|CD109_HUMAN",87664.1794433454,109823.452872644,278133.5751,185936.004579876,579560.679534643,578082.549323796,40608.5899299656,526202.93225687,522034.233328082,422061.62595708,382051.367470169,1872249.19862582,1564768.717006,"0.0955380423232696"
"1213","sp|Q13838|DX39B_HUMAN;sp|O00148|DX39A_HUMAN",1199319.14762774,1120334.60332906,1763884.508,1249212.38193298,2936722.64804849,3146643.53203313,632899.775998018,5107454.72686876,5720843.96291091,5866018.1831644,5645050.87443981,6103351.01942217,5880932.39729338,"0.472691295619575"
"1214","sp|P82979|SARNP_HUMAN",141084.241640356,167801.281521027,360990.9867,290652.077470385,365277.689018248,339606.473303445,225009.720640477,357869.693234742,455570.351067012,892740.953179224,816796.75386104,807875.321164417,1029993.35157441,"0.509824707681599"
"1215","sp|O75828|CBR3_HUMAN",45427.4468514409,42556.3764853795,101086.985,60973.7304240936,121417.366182844,111768.561093295,37562.7319518542,104492.958745938,142275.811313812,167640.429547563,115363.21947871,612373.928194171,575666.518092837,"0.0965751403101467"
"1216","sp|P30046|DOPD_HUMAN;sp|A6NHG4|DDTL_HUMAN",582123.170560035,695857.5620796,600882.141,594021.456275682,902069.49980321,1140766.4132898,273751.179110034,1363337.17558719,1446991.19855434,1130019.74841457,1242821.32693429,1601271.33975505,1647799.44528215,"0.355234372827412"
"1217","sp|Q96NY7|CLIC6_HUMAN",34026.6520756866,57988.7153800908,107619.1051,95547.1768884875,243970.421198537,159495.425973106,31585.7681956492,80935.5156251444,119476.555369396,285830.480749417,266294.20549415,457206.858819997,416467.050461567,"0.37523994667128"
"1218","sp|P55001|MFAP2_HUMAN",36637.3392834094,31619.6916340025,135536.0584,120453.694858172,182384.555747933,159462.968347919,10688.5829646002,1162748.97361614,357114.079149954,1689178.63857375,1534147.28664507,157674.137332457,198131.337891,"0.998470190288948"
"1219","sp|O60610|DIAP1_HUMAN",92142.3222546671,221116.705698605,193402.8213,192869.034612355,319269.481825237,401802.950159194,87948.7006323921,581043.992640557,667104.083208371,146673.068799341,220324.174561443,840158.239917525,758104.385065688,"0.0650463613181669"
"1220","sp|P02746|C1QB_HUMAN",201828.697634159,247151.556833969,672403.518,434597.685948228,296371.428987214,394944.594714501,219838.281704944,363091.637522983,278618.414023207,976133.867356696,1125533.86302651,355929.234021881,311012.357881384,"0.927169528816851"
"1221","sp|O94925|GLSK_HUMAN",147102.175528338,270495.280492684,201176.6832,127631.670231677,473640.080965824,323875.087619592,34404.0309978294,321503.812656543,200571.612989524,571206.869878331,742737.733114342,413252.860655869,388624.251890151,"0.961290827578339"
"1222","sp|Q7Z4W1|DCXR_HUMAN",140247.833442998,134862.398379579,223508.5101,204692.835290792,235994.005677428,209206.629050623,90880.4491565688,485839.84541501,554790.271482776,487533.054200227,458588.361802672,578195.010425958,639313.380553033,"0.359806747116574"
"1223","sp|Q93084|AT2A3_HUMAN;sp|O14983|AT2A1_HUMAN",146045.674883252,295005.929367044,415676.3536,385445.468724463,419953.314442869,395194.588717607,273916.106299709,1481532.64102143,1215396.69527104,482146.392615117,471155.446071077,1334038.05623582,1310938.87518111,"0.063718506861422"
"1224","sp|O15400|STX7_HUMAN",307477.937127826,267643.129405213,436924.7012,398028.949512193,530102.131145097,571723.024602648,115363.694344748,900398.59751073,935887.184971658,1393229.51460921,1293995.48419893,712691.109946483,728557.57202934,"0.742301362482003"
"1225","sp|Q8TC07|TBC15_HUMAN",182867.097166159,173402.989917404,258591.1142,211230.555408178,361174.880966938,370351.512964413,96649.8925752453,598524.316221321,499189.715290207,891400.037211632,744265.36403956,537547.812637286,677955.513585658,"0.594026694310886"
"1226","sp|Q14574|DSC3_HUMAN",25047.5662804547,35783.0296943132,62613.97097,57633.0687188488,41925.237249014,54157.3748920181,33545.3802649547,2203485.46778337,2149159.84810815,196044.07406133,269321.763146088,328268.751024366,428565.185135651,"0.238293501072761"
"1227","sp|Q58FG1|HS904_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q14568|HS902_HUMAN",95744.7004985197,77380.0264853601,121206.9139,104565.044623517,157987.35139604,176620.236741759,94798.5704370137,1142229.82892317,1159362.97346442,124566.869502046,152441.569626126,583259.453907409,620052.660220571,"0.0991759604174435"
"1228","sp|P36873|PP1G_HUMAN",14524.9696916265,15574.5640801132,29212.14395,33214.5441403946,33345.5826581446,38565.6000991611,5027.53695625662,133322.288885963,121196.842923527,79678.9181308111,97020.7078567492,114237.721904901,105263.646616983,"0.449909491167999"
"1229","sp|Q9NP72|RAB18_HUMAN",126137.172540774,167813.036405012,165926.6775,97086.0999645719,347820.984012523,334893.943089989,30807.8496183576,767265.090163505,621651.521442672,1039340.42939242,1185049.93090929,596452.63076061,895093.599280625,"0.758069907352451"
"1230","Int_P08311ups|CATG_HUMAN_UPS",254414.753205072,337265.295467627,609944.6964,720254.87891297,418942.880649025,406823.360082815,110922.535730224,1873159.82286684,1712027.78359576,626265.194908246,622639.581332316,1853088.93612557,1904625.40461436,"0.0500422495625274"
"1231","sp|P17301|ITA2_HUMAN",12968.7932983001,20298.9143509986,61227.72285,56782.6095387577,50751.2482099163,39503.7812096662,23700.914677726,114935.42150499,92165.3599547699,492743.238088509,515803.094065415,238151.27610731,239897.18201824,"0.873234926123733"
"1232","sp|Q14444|CAPR1_HUMAN",75526.9848122858,138614.428368914,259762.4624,305028.045364505,313031.748042628,342152.069514275,74048.8919922753,1346538.106964,1326408.23434858,999665.175559521,926295.522876995,1164413.61906699,1296992.37469839,"0.366048065103908"
"1233","sp|Q9P0L0|VAPA_HUMAN",191675.92494497,160842.20698706,219314.1192,197374.633348993,433317.0877248,476630.464519623,59713.5558923195,457907.910707607,575612.117251334,749494.098875887,1057577.5447843,748987.103341616,674580.83804903,"0.805841216394393"
"1234","sp|P13674|P4HA1_HUMAN",59127.5980279214,73084.0305787564,130101.1401,160686.842032525,229595.418668352,145577.923497454,49115.3857193361,1464106.80313877,1433005.7700136,2919680.51315727,3050208.84650175,1222377.69260004,1207719.50783037,"0.830093840673432"
"1235","sp|Q5T1M5|FKB15_HUMAN",87539.3019166054,152236.327943133,181602.115,96001.8784049306,254823.836979387,232732.19765889,64614.5531111964,496928.923197398,360366.841660738,968341.551013337,741440.643174854,279097.460907734,354638.544654205,"0.768488281303398"
"1236","sp|Q32P28|P3H1_HUMAN",11138.384665983,11621.1835461146,22421.28733,37897.8776473875,49761.0328689129,41960.5562085743,6822.08032286731,272187.694740143,291775.382856325,344086.324547025,331192.502227303,143805.322190551,123314.126801414,"0.719459279237004"
"1237","sp|Q9HAV0|GBB4_HUMAN;sp|P16520|GBB3_HUMAN",754915.521535286,732523.973516768,1829744.074,1349275.0150154,2323367.33417589,2129337.57601204,417466.134512203,2430303.15714586,2813042.17157696,3810492.6205357,3170520.08916028,3590752.94621171,3491443.44556651,"0.447554793367811"
"1238","sp|Q9BXM0|PRAX_HUMAN",47040.6909159175,45249.7325455457,272939.916,239156.48605862,366348.20572001,408564.879465756,24603.626755445,67869.5521052596,80694.856289527,428748.679572918,294365.479925967,33517.7170929506,24949.2897254481,"0.991635761084324"
"1239","sp|Q9UBB4|ATX10_HUMAN",57311.049076513,68941.9072467049,162100.6375,144778.937893146,352421.141828728,310468.17417448,22807.3033447611,1177491.95637711,1056605.30111838,1486850.78442118,1492788.05732077,1018779.43998655,1058191.72400252,"0.644526762986847"
"1240","sp|Q13085|ACACA_HUMAN;sp|O00763|ACACB_HUMAN",63379.7669803278,55986.2097346879,69204.60629,52438.0352236251,157980.401472583,167325.716510597,9866.72107936605,235913.59365338,228412.434650123,257631.913561828,253621.866623104,212198.593931918,193832.856518038,"0.592615851633562"
"1241","sp|P80303|NUCB2_HUMAN",124077.47430336,94361.6855337259,124507.7884,122625.876144754,292360.351866593,342314.904055231,76819.4250748011,952631.722134188,1055102.5580998,930956.277997031,903692.980533752,1869358.46730945,2024743.13881478,"0.217379068661577"
"1242","sp|P06899|H2B1J_HUMAN",36966324.9959878,52269526.278987,56900000,53582876.9916007,124547317.190116,137857000.826876,20208725.93347,36773402.2001238,40223142.6698629,61800990.7809119,57905686.4861218,217107149.442224,210838833.96004,"0.153593535889359"
"1243","sp|Q96FN4|CPNE2_HUMAN;sp|Q86YQ8|CPNE8_HUMAN;sp|Q9HCH3|CPNE5_HUMAN;sp|Q9UBL6|CPNE7_HUMAN;sp|Q8IYJ1|CPNE9_HUMAN;sp|O95741|CPNE6_HUMAN;sp|Q96A23|CPNE4_HUMAN",3761210.54828037,3849667.31115871,6139210.579,4855956.23791432,10439995.7056421,10025963.6965001,1899711.15623755,21846928.9823614,13358812.1694838,12787411.3419784,12858536.9102133,7296139.46410263,9854350.72760843,"0.635443250560133"
"1244","sp|Q15080|NCF4_HUMAN",76466.4278467183,105729.327364286,76267.10019,58939.8120994514,98296.7101079654,102631.591630703,29775.9211716739,280088.952912151,261446.726552284,114982.35212703,98324.9997604793,440826.283806405,438301.675555439,"0.0690946265790315"
"1245","sp|P01591|IGJ_HUMAN",430020.320955676,472253.676663089,939904.1422,786871.860354676,956881.539156982,1101180.66360544,479420.844673658,1640168.66495022,1520563.78513062,2921841.56919253,2939955.93432258,2486613.77915456,2474566.47362361,"0.643852351054099"
"1246","sp|Q9BWD1|THIC_HUMAN",61332.8979404444,93634.2291288158,59995.81953,27653.5155815874,71840.0689138275,80253.0590557512,77787.8551737895,499658.760614798,672644.652582995,63411.6482531626,64819.8866943255,1143236.96300096,1255946.88396067,"0.086148797060349"
"1247","sp|P23193|TCEA1_HUMAN",180957.286631113,177976.370256807,287416.2718,223331.689947093,621037.641125208,689482.391100311,77113.3215203846,1447152.83042613,1450624.09416993,1295959.76167389,1326820.59035942,1885271.21587912,1997159.24306527,"0.370856705403348"
"1248","sp|P39656|OST48_HUMAN",860499.152736141,1174069.25366647,1290928.192,1332389.94835262,1963067.70810682,2003681.92414506,667786.601962117,5320493.96385076,5484589.54664657,9361554.40933149,11326085.360509,5407874.36702141,4712824.56654125,"0.861368248002827"
"1249","sp|Q9NQG5|RPR1B_HUMAN",234437.252964424,271022.442898273,460474.6451,384397.235593414,838819.036838369,620519.191721695,99390.5149019403,1437191.72315662,1435655.94744245,1761180.54972753,2101250.28726208,1397574.43953035,1320812.03728897,"0.722148483304307"
"1250","sp|P15144|AMPN_HUMAN",51565.612338437,59338.9880756909,171422.7047,152599.015071147,262325.443144224,188860.72267757,56745.559004766,354406.668131361,326753.613293893,387445.481217163,401714.675073063,496716.360928779,460050.908181844,"0.474317961677182"
"1251","sp|O43252|PAPS1_HUMAN",78559.0640440426,132123.232545902,193318.6743,226644.067903837,369677.570810518,280556.12666829,80050.3526905102,510269.976313004,477566.923261718,451184.076026472,467289.080651387,450904.602315998,393493.828481766,"0.532589912700106"
"1252","sp|Q92878|RAD50_HUMAN",57108.5055305609,60992.8724440838,64989.51243,47583.7785485496,135718.22871721,106395.591557952,16181.582240626,288063.827907288,316047.495901601,403301.765463304,349183.163251682,237355.532224354,228084.63295212,"0.605419010037282"
"1253","sp|Q96MM6|HS12B_HUMAN;sp|O43301|HS12A_HUMAN",120804.595971371,155341.513416615,626247.7978,683523.712257578,876103.285255657,750574.42319227,86960.7476765192,83736.3094660739,82164.3890499082,249281.728768024,214213.209820799,122328.699851574,106506.115994175,"0.844463805038738"
"1254","sp|P62937|PPIA_HUMAN;sp|Q9Y536|PAL4A_HUMAN;Int_P62937ups|PPIA_HUMAN_UPS",20480721.6747957,19179982.0961356,60600000,49461117.2230161,92494698.7956007,78506876.4449156,7790747.14724894,160120349.06327,134986139.807336,136063216.760155,126572606.744001,86602962.3741911,115067973.788361,"0.540883549834655"
"1255","sp|Q15599|NHRF2_HUMAN",144227.463273795,183265.825936616,706731.9147,699200.282809152,954336.634519586,974976.821584328,107877.09961871,108478.312005773,117348.868914611,250628.39694282,154241.805833383,233629.401144722,283777.646142481,"0.132356525013548"
"1256","sp|Q8IV08|PLD3_HUMAN",1274783.66697365,1699901.74700716,1308636.327,1035822.23103167,1028293.64926674,1027670.2252735,2353610.71728138,1623002.58162535,1548382.332851,1094557.94097656,1069951.14804795,1947747.89797773,1406115.05429657,"0.266158411104046"
"1257","sp|Q9HB40|RISC_HUMAN",672029.33740919,912175.539927456,398020.3174,289105.291868732,427345.34076436,434276.310917072,930000.011002989,1070725.15657519,1265417.21732299,1219252.75030034,1230192.25898424,1168945.74436579,1584141.9279564,"0.42609414225121"
"1258","sp|P51572|BAP31_HUMAN",127233.975250998,114695.249989405,164441.6375,180611.409130703,132445.58503916,144211.544076347,76632.8115613671,524098.54989083,541573.33976111,362949.927518149,337308.353763772,534934.246185382,565407.72425323,"0.223228739889833"
"1259","sp|P09758|TACD2_HUMAN",93642.230569933,91416.4063963587,143520.1214,105922.648799277,355394.778992929,287736.603436027,9603.03955926876,1918124.43120248,1989991.96806709,672556.770365258,763557.95995001,327459.02328191,368083.012739369,"0.449029539479009"
"1260","sp|P03952|KLKB1_HUMAN",174447.13795189,148505.1930501,211693.1934,205268.261717201,343183.756976829,330496.466163723,208818.467230755,260443.740742121,283128.43184982,481139.719644188,425819.428257597,319670.858218773,333144.612007123,"0.682500529763463"
"1261","sp|P20042|IF2B_HUMAN",131442.82637496,134341.737390244,152599.4573,135498.083157755,291432.86209863,257054.574450401,20490.4737429219,1441865.48145324,1426720.130869,2409555.26800124,2252119.23865937,901628.29908016,803103.751465523,"0.789516264190842"
"1262","sp|O95747|OXSR1_HUMAN",143795.199274488,153433.727161945,256948.2807,250993.863186511,238337.955965906,222943.829697657,102795.172873868,298767.382839675,288757.49118387,349103.761585555,386503.574798021,280432.744964691,356937.41813762,"0.677798229900235"
"1263","sp|Q9BRA2|TXD17_HUMAN",680946.340089243,853809.676986219,938133.5176,959928.530950895,1550648.68745535,1540776.55687538,371794.863310629,5409701.68094308,5257321.23542851,3596446.66721796,3000936.37859847,2868672.79816999,3197110.96582471,"0.352215162836712"
"1264","sp|Q13153|PAK1_HUMAN;sp|O75914|PAK3_HUMAN",164477.429759583,226183.377736233,371861.2172,516979.26466242,644877.233492782,692518.820627806,97917.7745363495,1405317.49613774,1536522.462879,1486189.05174375,937589.881493237,1338806.63604975,1420967.75319063,"0.27086137695315"
"1265","sp|Q7KZ85|SPT6H_HUMAN",18296.1165304495,19421.6758912081,43889.37745,35902.2412059963,37142.0732772438,49869.5130353333,11991.6353660276,202233.308968744,201754.103573004,110694.766198807,95698.4997628071,376277.970085764,372346.026136621,"0.06319397270435"
"1266","sp|P22352|GPX3_HUMAN",533396.359183836,563292.526252905,1053773.123,925167.013149077,2002137.06867825,2124316.89476077,451496.418538143,796393.317108391,878120.31571316,6329407.64317083,6273295.2617828,1116702.59427637,1647222.0601574,"0.966746567675133"
"1267","sp|P62333|PRS10_HUMAN",343132.516214212,411165.39592461,524528.7813,432116.252879158,383963.501678395,476772.63340098,217351.97325676,1365755.48271775,1248469.39413872,1283291.77538658,1766137.67681794,1517723.18652581,1535298.82976896,"0.663207158624102"
"1268","sp|P68400|CSK21_HUMAN;sp|Q8NEV1|CSK23_HUMAN",300517.337981737,751871.943458925,546176.2864,509541.260905636,674348.233814476,789061.021016007,112302.736562434,1971200.76220376,1315404.51165036,1515279.27571176,1589305.60948086,1871358.37320654,1796470.96603015,"0.483758861790699"
"1269","sp|O14672|ADA10_HUMAN",128719.419630592,160110.021820048,310494.15,234102.362904755,367564.315671357,378029.430606478,62952.322982758,386536.738564962,487440.750885115,550088.658317094,566979.849057725,305922.913104191,402303.703071948,"0.692908167482322"
"1270","sp|Q9UL25|RAB21_HUMAN",237332.573371141,129407.101762055,261331.8505,212796.987556976,391898.009316742,380950.0521967,49741.0973100682,834896.228320414,656533.857044772,909521.818978313,683032.235404291,648992.12851056,716632.230262069,"0.441810274443046"
"1271","sp|Q9HCB6|SPON1_HUMAN",155491.862445057,273509.121817609,466652.7311,400619.239242389,565385.918228407,577219.606661377,106317.59526029,434447.503652905,493644.865627805,1630360.86008994,1572494.67979672,452218.616229591,460578.392995787,"0.949238376406824"
"1272","sp|P04181|OAT_HUMAN",28338.8510824463,33887.1890041637,42203.57591,28066.5366088019,100970.110304086,77529.6898149957,11789.9524559132,611023.244314242,641130.393515028,1351547.94785456,1219934.66359318,435548.848135661,391754.864204362,"0.811390863970945"
"1273","sp|P46379|BAG6_HUMAN",102028.778471649,101733.621733519,187454.4179,145576.053885536,227093.609783754,154476.177270923,61446.8870233561,705094.083184391,631623.259421858,654310.444951782,609215.239929517,400223.291912129,464145.732225061,"0.578828437234461"
"1274","sp|Q8TD19|NEK9_HUMAN",101872.968764016,93392.4680625369,240292.8384,182421.626165945,402910.00625131,386397.742285393,67552.3439027773,315488.25139828,263356.274437058,706832.474664741,780135.851529746,401792.975043263,503893.093860631,"0.835724529334819"
"1275","sp|Q9UH99|SUN2_HUMAN",17754.8772423787,11120.455676462,36511.52673,47345.3089042953,115022.81743737,96361.8942627411,12499.4175059105,239843.079322223,157331.35297679,327322.806808073,397105.748993969,262455.191653332,278670.041441173,"0.754459906018198"
"1276","sp|P11498|PYC_HUMAN",26770.6656939795,26980.6111189768,40014.77433,23163.2155986036,46941.0501511923,39505.9775223385,12236.0053048596,134906.267972826,169095.73198095,138413.137667287,144314.847744316,123504.502034396,136254.783700149,"0.509485731936747"
"1277","sp|Q8N1F7|NUP93_HUMAN",50811.5569392491,95967.5418142601,82534.59008,62199.4647113234,128355.969479265,108345.079774402,36368.7028552205,410906.485229724,398161.485231029,249094.500224724,227205.550546932,434672.681167373,485631.862644107,"0.182398016063505"
"1278","sp|Q9UJZ1|STML2_HUMAN",99691.1708929032,82683.5826577294,219661.8584,137961.919000717,103214.265406245,82573.2333428906,40370.6674198844,565912.074023635,518658.689878823,430152.133933303,454330.316682753,596558.780803254,644501.814192674,"0.381587982444593"
"1279","sp|Q9NY15|STAB1_HUMAN;sp|Q6ZMV7|LEKR1_HUMAN",77166.8997542087,57280.2686738098,84286.75772,79564.895513441,88400.181437933,93756.288093793,38732.2341522156,650832.031823828,575309.305025498,246716.008938468,296433.977805523,271272.01650791,228437.977039246,"0.407410256830004"
"1280","sp|P01764|HV303_HUMAN;sp|P01768|HV307_HUMAN",3617148.02328412,4049291.00976972,11700000,13619727.9309754,9059185.74656784,10025963.6965001,4519908.52545411,4574632.74410026,5259087.51952341,11939063.6855285,13212261.6774364,7851397.51921252,7227635.49699573,"0.911028595579232"
"1281","sp|Q9UBX5|FBLN5_HUMAN",568931.660338103,634275.353063092,1038539.416,922604.920108647,1292331.83616329,1197479.94196516,173027.27405651,327400.964102502,226443.694388596,2135247.92129899,2620924.79889022,808389.339253488,555284.565298752,"0.808733365608856"
"1282","sp|P08246|ELNE_HUMAN",456216.440808382,464895.325921719,613680.1585,533307.138040742,445139.447932351,508157.053384195,488676.79905339,10010873.8531879,10492100.7754075,861671.493374788,824248.226019923,1726769.23387231,2044829.91652662,"0.238967742531958"
"1283","sp|O43488|ARK72_HUMAN;sp|Q8NHP1|ARK74_HUMAN;sp|O95154|ARK73_HUMAN",1519426.81176681,1445645.97321658,3253569.492,2620184.35649883,4005623.94271706,4128605.27781255,1221252.80630329,5264957.10279704,5208761.24650192,6215256.26911922,7317586.34919424,6456214.95994296,5728709.7883446,"0.651258200913644"
"1284","sp|Q9Y394|DHRS7_HUMAN",387632.782500548,351692.550590867,448357.9312,333378.361181861,1187248.78835627,1053743.20488155,44495.1829491002,1409727.34488921,1345167.36345952,1680420.26126695,1685116.92509911,1855070.11922986,1813276.20524776,"0.502753506480039"
"1285","sp|P62750|RL23A_HUMAN",194195.742524479,176030.430345004,298023.2414,321387.119657844,338271.934793033,402913.142127639,148874.047986571,958845.374246866,1001136.55343735,1492599.13504188,1480786.47862009,1841493.50955998,1827015.91214329,"0.47127874694947"
"1286","sp|Q15836|VAMP3_HUMAN",345187.778492627,482472.199962517,685535.9037,511595.608786333,752545.732499467,642313.828096132,180873.338577587,2478504.48435384,1758325.88886039,2984180.57211918,3212629.86107562,801881.953677363,661647.179808403,"0.954422339938278"
"1287","sp|P17612|KAPCA_HUMAN;sp|P22694|KAPCB_HUMAN",143343.882142465,151846.976697287,392405.6614,372161.952379397,412613.191933713,500052.782710147,146886.175298341,923242.389785683,645332.549270681,595750.455913602,798372.327830096,795329.145927012,752057.677515493,"0.588499926666681"
"1288","sp|O15347|HMGB3_HUMAN",60463.267808326,56674.5559827348,77427.22724,46960.2821346806,107728.28556525,73006.068102321,14254.1691498568,954726.134837375,1051016.07169465,600099.723204748,747382.791146111,854350.543872459,820594.750065599,"0.437299985259137"
"1289","sp|O60256|KPRB_HUMAN",82947.3418111408,110044.456742888,186632.6258,148535.408852723,122369.950312063,113346.35801087,92263.4518247524,283643.251770916,283477.524959962,104451.56551377,110280.808115517,299981.559092452,347865.104589021,"0.0586506873266756"
"1290","sp|P28288|ABCD3_HUMAN",92965.0127309891,134188.732913635,220296.2974,168553.821610968,324491.45421093,232064.395609431,44270.0895190064,471948.849597577,429530.978481535,793702.217945518,797077.5209803,440944.185463218,419429.423630425,"0.773850961739395"
"1291","sp|Q93008|USP9X_HUMAN;sp|O00507|USP9Y_HUMAN",98751.0008846931,104363.984473179,295165.8305,190492.491279445,276928.896957282,267768.728262089,145446.162822749,512636.1345527,509776.816357478,470474.100613737,581678.433959088,418053.495320853,411202.877675986,"0.669183980516196"
"1292","sp|Q15005|SPCS2_HUMAN",44454.7535811976,30781.3652882515,103293.8218,82625.0051777841,100766.165079555,104817.667346446,41474.3208088578,582612.002097268,517328.427922851,1068596.3797056,1124044.50434379,1321122.88568722,1344952.21898082,"0.525117879840178"
