"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","pVal"
"101","sp|P55268|LAMB2_HUMAN",3739657.66612717,3676688.70007226,6377090.59720877,6163309.76036161,6526460.98813376,6918411.36278424,4942680.83662643,1232162.85268909,1145183.95274697,2364488.18166899,2554747.99998623,1500960.72795234,1488267.2573962,"0.222512927036973"
"102","sp|P04406|G3P_HUMAN",50890485.333616,60601502.8527431,46988286.1394308,47020696.7711538,48712759.9504455,49592573.3002724,70167000.7444203,111779432.423104,107473338.768625,74719289.271145,79885302.0023596,128306981.987423,125380033.619643,"0.156582184582697"
"103","sp|P48668|K2C6C_HUMAN;sp|O95678|K2C75_HUMAN;sp|Q14CN4|K2C72_HUMAN",28257955.8664809,29419521.5191169,42407667.0503668,47776656.5263171,29449536.0362942,28577106.5948104,26426532.7478986,879441122.740598,992061588.633461,75930018.495446,61645847.7581326,352676259.389514,418822665.495402,"0.11812096293016"
"104","sp|Q9NZN4|EHD2_HUMAN",11250536.5189039,12192574.8515316,19504571.6050467,17689458.2708199,20271769.6688189,20033435.5510011,8430554.67818017,1481364.6705567,1370743.46871807,3108554.04531544,3322989.18712225,1953578.32526887,2027323.87108274,"0.429760251851497"
"105","sp|P09493|TPM1_HUMAN",4143682.66623077,4616888.84922948,4735233.36046818,4600410.83846906,4639795.03534719,5247403.99709813,4925728.32066352,1765189.26927236,1823934.47502482,4257433.74574859,3997275.61323826,1369266.54777921,1367092.22668016,"0.079431250933692"
"106","sp|P08133|ANXA6_HUMAN",10064879.4105668,11217106.5989576,18174714.4501572,17538266.3197873,21482024.5744201,19346013.7428785,23009308.6856703,8547838.95000207,8845882.49864836,11156004.9953446,12276555.7413066,11016934.5790248,11404247.7388079,"0.873838192766206"
"107","sp|P25705|ATPA_HUMAN",23548296.5554007,20878370.110341,15958285.8586746,17991842.1728852,16943568.6784158,16694529.6258343,16106184.1422145,17013487.1408695,14715580.2313963,17036689.7990921,18151764.5603605,18540694.7793345,17473174.8980566,"0.394273476574319"
"108","sp|Q13835|PKP1_HUMAN",1083181.95167953,1091838.68443814,2148374.07509303,2032473.73337803,823093.477308974,818702.357918392,3498180.00023903,8383457.4317328,8432523.50338442,1297919.05744506,1275041.77446961,2482383.91858759,2482992.72467347,"0.206388698508685"
"109","sp|Q9NZM1|MYOF_HUMAN",2000925.37050398,2186959.36161923,2048996.01166482,2251398.52185488,1160727.73688542,1193987.53345189,3970428.55343446,1652294.51811069,1641435.25424644,1730423.68122626,1707748.87573054,1405989.88965112,1681306.80814819,"0.349197232083365"
"110","sp|Q9HBL0|TENS1_HUMAN",3455927.05102787,3331116.55976792,6835217.27606909,6389699.07235553,6892838.53596643,6526173.42948854,3610492.19488025,493560.994261322,537102.462124567,1816596.75002144,2164289.01323536,782776.93057021,786278.08490539,"0.1948869192012"
"111","sp|P22105|TENX_HUMAN;sp|Q16473|TENXA_HUMAN",3843550.02285191,3602609.39451456,4068181.09719229,4507005.94187373,5010574.79462987,5707683.61954533,2963166.52267816,2878188.19503129,2653370.30838702,2840858.17731079,2570439.57259052,3804045.62297358,3916886.52492785,"0.951768586417835"
"112","sp|P67936|TPM4_HUMAN",7329203.62711037,8059444.31276489,6155936.46795303,6299300.06980818,9505350.43784577,9609077.69602127,6591062.70577367,6864434.16190096,6849853.70599677,8511277.79004237,8186956.41446002,5486353.54421984,5290624.80706349,"0.312816255304292"
"113","sp|P35241|RADI_HUMAN",723826.992152836,754379.673093177,978462.058180832,1084029.63601784,876144.750573234,785541.207769628,652125.258624141,290342.230573762,293417.935459639,265881.14099501,265715.411121963,245813.479512554,274947.775432098,"0.504700508449194"
"114","sp|P04083|ANXA1_HUMAN",41863638.3207124,36740508.4409248,43885286.1113552,45962353.1139253,47502505.0448443,47923120.337689,28249052.2477536,55971906.9706867,59937054.3132716,28106214.135558,27709940.1018064,49105970.5930924,48084576.7232778,"0.475720635046109"
"115","sp|P17661|DESM_HUMAN;sp|P41219|PERI_HUMAN;sp|KRHB4_HUMAN|",181845178.955594,210139439.422264,144363382.258566,139398978.852102,188598056.122843,166945296.258343,161748605.612138,87944112.2740598,81679737.464155,121072922.430096,103473826.962442,92031709.5930732,78695978.5484991,"0.435325227275682"
"116","sp|Q03252|LMNB2_HUMAN",3439507.59570062,3402482.69265927,4393015.74274421,4379949.87778102,4250733.51845152,4266447.40764135,3381992.91271692,2570529.28382529,2467395.42711456,2711079.70616368,3052586.00712637,2895727.66231722,2865267.94267876,"0.209835786692181"
"117","sp|P46939|UTRO_HUMAN;sp|O15381|NVL_HUMAN",1262543.86412216,1251872.6570512,1477068.40408103,1943533.84201635,1863835.4198374,1953210.91180238,1278041.01240058,1082430.7580709,1063762.03059503,1147930.31230076,1027891.09870352,652797.41306273,676297.683851736,"0.243625154895711"
"118","sp|Q14980|NUMA1_HUMAN;sp|Q8WZ42|TITIN_HUMAN",1261140.44661138,1415452.49233211,1159859.73439681,1417873.6195796,1644931.80530662,1681123.75864176,1690486.72544777,1245536.66918314,1025604.57817795,1445557.30325098,1592670.63620742,1148921.25880149,1086826.50947491,"0.490444201444101"
"119","sp|Q86VP6|CAND1_HUMAN;sp|O75155|CAND2_HUMAN",6851835.72004398,6440126.08855152,5869540.57510127,6012181.94949035,5303190.64223551,4718994.22806116,7410467.30888175,4339317.15877548,4422796.21240008,4061072.83031611,4044145.80012491,4403384.3265856,4399738.36736322,"0.554277662401415"
"120","sp|Q07065|CKAP4_HUMAN",2107175.12103211,2151638.5538753,2200721.2467138,1892078.23930516,1962874.14800617,1924093.97286165,3511360.68907692,5177642.30905406,4768435.576517,6002367.80744491,6274574.6083441,5717360.19822834,5291622.95350965,"0.618642516050367"
"121","sp|P0C0L5|CO4B_HUMAN",847344.551163927,1147225.27002689,1164701.89294624,933956.637413405,984080.542721708,917519.930945243,2128660.25007197,258282.654274278,204297.308750203,691564.529558048,903031.419565556,424086.948193283,376727.395208385,"0.0439605602134099"
"122","sp|GELS_HUMAN|",34275853.8750833,38502968.2554341,23937428.7880119,25249055.8224524,24911080.1402899,22390310.3217071,22022848.8013594,16520342.5860617,13806190.4418157,19631109.5654513,18151764.5603605,16659754.7292571,13671758.9851206,"0.434225116625589"
"123","sp|P02647|APOA1_HUMAN;sp|Q9P2D0|IBTK_HUMAN",192311088.535773,199293532.871437,145102191.78906,155727709.563628,131110948.106789,132574205.852213,204122183.983768,36081743.2601049,34970170.9993295,60449980.5561694,62610434.2806639,51793027.8074887,49751864.4043901,"0.450804742322193"
"124","sp|PRDX1_HUMAN|",12124846.5602783,10509646.9743229,9228648.96977366,10189872.1322872,8610819.29112126,8637902.75947066,17468379.8909155,13725856.7754841,10003287.6853874,7594489.63339652,9119727.1221135,15584931.8434985,15138972.1444994,"0.71847888518735"
"125","sp|P06744|G6PI_HUMAN",11375849.7549696,12377576.7428311,8638601.30782402,10354284.3528757,9875623.78008284,9717249.72102016,12599042.4445345,28766765.6971224,28521770.673212,14355789.3738543,14205728.7863691,20287281.9686921,21407973.8254815,"0.0680038431038652"
"126","sp|P00338|LDHA_HUMAN;sp|Q6ZMR3|LDH6A_HUMAN",7445334.39593708,7472359.45296066,5888118.1697765,6971252.12953169,7022265.45370536,6558123.20816774,10914064.9237516,17835394.7322159,17030390.6048744,14096347.3972183,13153452.5799714,16659754.7292571,15472429.6807219,"0.317140917228051"
"127","sp|P60174|TPIS_HUMAN",31136081.0010298,32130998.1568235,26744905.0038899,24946671.9203871,30962354.6682956,26907653.632227,35083500.3722102,47177495.7432807,44725443.2875585,38829815.8365094,38145012.4819171,35133273.0782316,35146424.3178466,"0.463769956500137"
"128","sp|ALDOA_RABIT|",5562019.9499128,6710344.64316046,7017797.41797296,7818907.94333524,2830258.0306355,3071144.9334916,13602476.4120485,7397236.4796261,8349851.70433163,4188626.60640412,4414082.42641695,11084111.0093847,10070417.5939181,"0.14842051291274"
"129","sp|P22314|UBA1_HUMAN",13605682.4542315,15184269.1711571,16549333.48307,16328730.7115261,15632459.1973479,16301717.1640499,16089140.5458396,16191579.5495232,17361077.8010856,14615231.3504902,14644177.2057015,18339165.4882547,20074143.6805917,"0.0590005462489695"
"130","sp|P51659|DHB4_HUMAN",10941446.6255026,10222224.1465428,4768558.61292923,4897870.54266662,8848863.8756669,9071696.69037818,4005247.29639893,3259612.07394589,3014530.75466208,4044859.06019868,4203593.03614382,3576460.83892179,3536743.74519159,"0.453254855562694"
"131","sp|Q16555|DPYL2_HUMAN",11496367.2509261,13828530.8523038,15219476.3281804,17387074.3687546,18254678.1594837,21408279.1672463,11504585.2716243,3562273.2338527,3551848.44810319,5219463.38476734,4616430.77045338,6428772.89894532,6350981.09784585,"0.561041518258178"
"132","sp|Q07954|LRP1_HUMAN",1423577.07925226,1541462.20317165,2082627.94396197,1979719.47798688,2504470.32851025,2105189.17533089,1636112.86652884,1401721.21016836,1425750.50107504,1683302.12576067,1676322.24959221,1230016.84168714,1419647.98411692,"0.720015199999303"
"133","sp|P04843|RPN1_HUMAN",4770641.69755742,5696919.24800115,4515151.08869119,4931578.86676917,5089321.28267663,4888973.50858918,4651476.66161183,4339002.84569631,4241910.07467092,7142597.10960683,7482472.52341167,6697125.600854,6395201.02777125,"0.879779126509683"
"134","sp|P04275|VWF_HUMAN",2063947.13758086,1288576.60068737,5773669.52082718,5547483.75576562,3191877.30296512,2897434.19285082,3908481.20220407,374244.012274834,356411.987214446,1296688.13844613,1356381.79571351,596416.569197225,702505.744898472,"0.194844327447011"
"135","sp|P63261|ACTG_HUMAN;sp|P62736|ACTA_HUMAN",455267066.737747,538228112.584766,771317149.83594,872377557.458385,703964936.75799,842582730.5274,797352281.186594,650950812.346312,606811005.047467,649469748.178587,615581580.742661,233773977.652478,258763048.108624,"0.638474455723014"
"136","sp|P21810|PGS1_HUMAN",8511631.85974404,8757140.28285521,42998714.6747622,40368250.9257173,33080300.7530975,32308824.9817616,36222575.0596196,2230081.86760006,3692151.72718916,11242485.6542232,10873520.799443,4414142.17779507,3906945.25743845,"0.234534060070479"
"137","sp|P12109|CO6A1_HUMAN",24464063.6436663,23183125.2523917,51421143.322396,47776656.5263171,38223884.1019023,38692027.4857571,64243812.3698913,11835469.3153875,9755272.28822904,35197628.1636065,35602011.6497893,17600224.7542958,15939270.2314333,"0.416994614628909"
"138","sp|Q71U36|TBA1A_HUMAN",336217345.263221,414855925.569114,375315241.491051,394610992.195214,456871226.864426,410489022.564631,284768671.852355,353420264.278932,305885656.495317,383974125.421162,416525998.365761,376188010.015482,354131903.468246,"0.862954630622847"
"139","sp|P37837|TALDO_HUMAN",10135315.0369874,9592481.11610969,9731994.38990264,9072750.23491683,7806258.17638722,5745328.65156967,11394245.1273734,10027272.6144255,9920615.88633461,6787745.0252198,6577164.82609472,11554346.0219041,12337928.8402308,"0.664255092040659"
"140","sp|P05091|ALDH2_HUMAN",23548296.5554007,23860994.4118183,22312047.8209247,22225216.8017994,21381169.9989533,21113669.820908,9813170.61424598,14794336.6442344,17361077.8010856,7968628.47347264,9295106.48984646,14845991.1095395,14538748.579299,"0.700889783398335"
"141","sp|CATA_HUMAN|;sp|P04040|CATA_HUMAN",88306112.0827527,92596927.1776813,49943524.2614076,46113545.064958,27533299.1024257,28675309.7102565,105706130.991594,12410804.6293299,12483441.6569711,7019571.62686057,7647410.31920515,9001641.6682276,9003353.47800625,"0.511056679583547"
"142","sp|P02774|VTDB_HUMAN",19623580.4628339,20064927.119029,23346381.1636166,22225216.8017994,15632459.1973479,15810701.5868195,24831828.1855254,4564824.26597905,4304176.98149151,5677696.69035657,5836848.01541343,7389407.33958982,7202682.782405,"0.510891607108376"
"143","sp|Q14697|GANAB_HUMAN",4408054.08413386,3937379.27355177,4320294.9629872,4734828.87560229,4224515.68877346,5048972.64218189,4007291.17683909,7443071.59479581,7755896.57243556,6876876.26181026,6520857.36581825,7322230.90922991,6869225.24618255,"0.362948489852733"
"144","sp|P00747|PLMN_HUMAN",8186231.86014703,7909760.92038688,10168862.3860182,10505236.0644339,5469826.22578296,5679431.99342823,11776251.7756132,3036894.48658723,2966804.95833489,5556924.84774593,5718939.20200133,2889173.50857509,3002370.34652826,"0.200741564074835"
"145","sp|Q00839|HNRPU_HUMAN",10928203.2636804,10322536.8041899,8280353.05557929,9167523.24328634,9987003.93237816,8413553.11686734,9974135.55469838,3841075.91800789,4127183.4016047,8307182.35926938,7748476.85476711,11285640.3004645,11537630.7532969,"0.750451814094344"
"146","sp|P14923|PLAK_HUMAN",582646.469721136,537246.791093333,637513.776108158,588213.687797867,812574.029110406,759216.451397334,692750.655104721,6318954.83518436,6343783.93292556,1115978.11473703,990960.662879387,2435411.82678604,2567901.37058678,"0.121563578283033"
"147","sp|P34932|HSP74_HUMAN",3964714.74243099,4009826.36100804,3334772.89530934,3572129.12741635,2971315.03408621,2941996.82123654,4369508.1337787,3034069.43649906,2819855.0013601,2583080.41458378,3185547.23355983,3248532.71437431,3485779.57257224,"0.395288372223625"
"148","sp|P12429|ANXA3_HUMAN",11400387.1022204,12353372.1867047,23641904.9758142,25249055.8224524,23196552.357355,22193904.090815,14934281.2380225,11917660.0745221,11408708.2692848,3493058.5168364,3705259.95935547,5381906.91285198,5067195.80248856,"0.731369836177225"
"149","sp|P00352|AL1A1_HUMAN",12481065.2189965,13275555.4860163,9845222.45162664,11783901.8987229,10388021.2730764,9362823.4262443,12746524.2604288,4560035.60303965,4428533.58069095,1863359.00861762,1880265.88995618,5167858.04113427,5457848.56287606,"0.634553837542139"
"150","sp|P07814|SYEP_HUMAN",1726637.0375407,2122246.73280152,1942920.46252839,1763468.74141621,1908230.90705276,1866037.57648871,1526758.39504347,2568952.03658223,2373204.32476659,2298301.70464681,2377098.56643908,2686821.73279379,2544490.77217729,"0.424838033599369"
"151","sp|P11047|LAMC1_HUMAN",6948171.44933592,7176033.17033068,11818451.0827483,12168869.5810165,9746188.21204698,9758748.94250078,8971613.59416732,3459534.80466018,3406616.45492878,6572738.98869872,8354685.41673581,3712274.65936671,3779031.11527303,"0.101375211687042"
"152","sp|P63104|1433Z_HUMAN",14652273.4122493,17895745.8088637,16253809.6708723,16479922.6625587,20574333.3952192,18953201.2810942,12273860.350483,35177644.9096239,32572688.8267986,21274242.0841455,22799317.8052838,25728572.8278446,28410582.0861531,"0.279915567131235"
"153","sp|P00325|ADH1B_HUMAN;sp|P00326|ADH1G_HUMAN;sp|P07327|ADH1A_HUMAN",61487218.7835463,60059207.5252018,62651048.1859077,70304257.2301818,61017018.1573903,64715853.0789693,62421292.8700363,5183023.24353523,5188246.22110876,12107292.2430096,11662727.9542413,11890228.1737036,11871088.2895194,"0.485688982468058"
"154","sp|P23141|EST1_HUMAN",8038798.94904022,9598012.55963259,6647929.9658693,6900015.07844042,9358757.69013211,8825428.28622681,8214538.21252229,3738671.78822145,3237149.5438019,3957253.84488347,8636585.8182997,11218463.8701045,12871460.8981867,"0.863926890296397"
"155","sp|Q13228|SBP1_HUMAN",38593041.5769067,38909689.7510901,37383762.2430063,34925340.6885419,32676882.4512305,32308824.9817616,50574916.1209783,5646554.13495426,5483528.30337203,8907507.86449993,8106686.25909621,6120987.04327808,6335110.47118207,"0.477311189293588"
"156","sp|P02679|FIBG_HUMAN",29435370.6942509,28063783.2002636,118505048.691269,133653684.712862,46493959.2901767,41048902.2564631,214601671.107935,14219001.3302919,14054205.838974,30873595.2196745,29814492.5146018,48904441.3020126,42149032.5785182,"0.585137521454671"
"157","sp|P31946|1433B_HUMAN",4066898.04490255,3818950.43246812,1880500.73117362,2115159.217408,3484879.11901397,3425113.99259787,1817222.62850801,3395222.32575207,3354747.83751586,2254153.84717322,2184431.01793663,2956330.55114543,3189450.98976667,"0.781478820745929"
"158","sp|Q7KZF4|SND1_HUMAN",2474529.43297396,2752929.13940265,2628041.60874444,2436289.28096868,2685827.97414759,2366475.8221907,2728985.71139153,4493185.60361985,4243628.52540819,4982565.11018492,5299482.08913954,5465430.65834825,5525854.55572685,"0.545533381937512"
"159","sp|Q08211|DHX9_HUMAN",2768865.4800023,2883865.51516992,3060505.45338256,2951219.06970279,2830633.60601472,2875986.9476694,3383202.69204833,4607027.31479098,4270432.57120253,3585837.697011,3831649.5744382,4714626.33099844,4683744.23032678,"0.30398884243237"
"160","sp|Q8WUM4|PDC6I_HUMAN",3053761.15230663,3220698.74251691,3867947.00107916,3782841.53046187,3631971.80991805,3294918.94871342,4650250.08776323,2878840.11405078,2529989.71673955,3173249.85695013,3421365.3163704,2299678.03899672,2268357.18539952,"0.16745045315881"
"161","sp|Q96AC1|FERM2_HUMAN",1535576.46166992,1417851.50111356,2029159.06295057,2600819.57944712,2282007.29177226,2348336.88873586,1744304.19240052,504605.264096791,516800.190148515,985593.935649554,1010242.27394049,477247.336722992,529564.423598292,"0.23386294157955"
"162","sp|P40939|ECHA_HUMAN",5150680.82796727,5131705.03674021,3735178.7925936,3646128.26948689,3895423.85762788,3619466.18355862,4084865.01073839,4026290.6731962,3798284.43112922,3134757.33730341,2980941.19760049,3747842.65866814,3922191.80031648,"0.701682525875976"
"163","sp|Q92616|GCN1L_HUMAN",1025212.72922082,1251297.26679556,654144.267670391,647936.175044639,728309.164160288,912679.64197583,690884.999985529,979426.975190615,976828.070407717,747148.954569574,850065.126881778,1180213.11622954,1276132.69566105,"0.633918706588856"
"164","sp|P68363|TBA1B_HUMAN;sp|Q13748|TBA3C_HUMAN;sp|Q9NY65|TBA8_HUMAN;sp|Q6PEY2|TBA3E_HUMAN",336217345.263221,417567402.206821,372360003.369074,394610992.195214,451828498.091088,405578866.792327,287046821.227174,349310726.3222,305885656.495317,382244512.243589,416525998.365761,372157424.193887,351464243.178466,"0.838094639375771"
"165","sp|Q9BQE3|TBA1C_HUMAN;sp|Q13748|TBA3C_HUMAN;sp|Q9NY65|TBA8_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|A6NHL2|TBAL3_HUMAN",289120752.15242,351136224.583008,320643336.234481,335646131.292481,377196112.245685,337818717.134529,261987178.104167,350954541.504893,301752066.542678,338139376.215483,370050465.916529,349989202.175118,332123706.077564,"0.86438906762774"
