"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016604","GO:0016604","nuclear body","101/1148","165/2686",6.46044990877994e-07,2.68754716205246e-05,2.10814681233872e-05,"Q15637/Q08211/Q9UMS4/Q15029/O43809/O95232/Q9H299/Q07955/Q9UKV3/O75533/P54577/Q05519/P22626/Q16666/P26368/Q86XP3/Q12874/O43143/Q01130/Q96DI7/Q92499/P15927/Q13247/O43172/P52272/Q6P2Q9/Q15233/Q13838/Q92841/P36873/O75489/Q96PK6/Q9C0C9/Q7RTV0/Q15287/Q14258/P42285/P49959/Q9Y383/Q99459/Q07065/Q9BT78/Q13435/Q13148/P29590/Q86UE4/Q99497/O94906/P04844/P23246/O95400/Q14978/P60228/Q8N392/Q06587/Q9Y2W1/P17612/Q8WWM7/Q8WWY3/Q8WW12/Q14669/Q96T51/Q9UBU9/O14980/Q9Y3Y2/Q93009/Q9NX46/Q16630/Q8N3C0/Q9BWF3/Q13131/P29401/Q15459/P80723/Q86W42/Q3ZCQ8/P84103/P12004/Q9Y2X3/Q7L014/P61956/Q13523/O60711/Q8WXI9/Q15428/Q5VZK9/P38919/Q14498/Q9P2J5/Q9Y295/Q96FV9/Q03519/Q12888/P27694/Q9H3S7/P33240/O75494/Q15365/O14776/P23497/Q93050",101
"GO:0140535","GO:0140535","intracellular protein-containing complex","86/1148","139/2686",2.46999661467096e-06,9.341078106392e-05,7.32726268466984e-05,"P62191/P28066/P55036/Q9UL46/P08238/Q15008/P13010/O43242/P63208/O00231/P60900/P35998/Q9Y5K5/P62195/P31153/O00487/Q13200/P12956/P55072/Q9UNM6/Q9Y230/Q15369/Q92499/P78527/Q14139/P51665/P62333/Q13404/P68400/P28072/Q5VTR2/Q8N163/P02792/P23193/P25788/O75175/Q9NQG5/Q9Y2Z0/Q9Y3I0/Q86VP6/Q52LJ0/Q13618/Q9NR50/O43617/P19838/Q16537/A5YKK6/O00170/Q06587/P17612/P28062/O96019/P43686/Q16531/P16298/Q9BUH6/Q13131/P51610/Q16401/O15294/P28070/P62714/P20618/Q96GG9/O75340/Q99460/P30876/P67775/Q9UM54/Q8N122/P25787/P49721/Q9NY27/Q6IAA8/Q09161/Q562R1/O14818/O15160/Q06323/P19784/Q9Y265/Q96K76/Q9C0C2/P60510/P25205/Q14738",86
"GO:0070469","GO:0070469","respirasome","25/1148","30/2686",5.38121094729217e-06,0.000159898839576682,0.000125426721327863,"O43674/P31930/P10606/P31040/Q16795/P22695/O75489/O14949/Q9Y6M9/P14406/P14854/P21912/P49821/P09669/O96000/P14927/Q13423/O75380/P20674/P19404/P99999/O95299/O43678/P28331/O00483",25
"GO:0098803","GO:0098803","respiratory chain complex","23/1148","28/2686",2.09957957109831e-05,0.000436712550788449,0.000342562982652882,"O43674/P31930/P10606/P31040/Q16795/P22695/O75489/O14949/Q9Y6M9/P14406/P14854/P21912/P49821/P09669/O96000/P14927/O75380/P20674/P19404/O95299/O43678/P28331/O00483",23
"GO:0022624","GO:0022624","proteasome accessory complex","17/1148","20/2686",0.000122174276591584,0.00203297996248396,0.00159469582077436,"P62191/P55036/Q9UL46/Q15008/O43242/O00231/P35998/P62195/O00487/Q13200/Q9UNM6/P51665/P62333/P43686/Q16401/Q99460/Q06323",17
"GO:0070069","GO:0070069","cytochrome complex","10/1148","10/2686",0.000198871462400132,0.00285718565537387,0.0022412134442457,"P31930/P10606/P22695/O14949/P14406/P14854/P09669/P14927/P20674/O00483",10
"GO:0005874","GO:0005874","microtubule","61/1148","101/2686",0.000206047042454847,0.00285718565537387,0.0022412134442457,"Q9P258/Q9UKK3/P36405/Q9Y5M8/P13693/P17987/Q99832/P48643/Q92598/Q7Z4W1/P50402/P20591/Q9BQE3/P49368/P07437/Q96DB5/Q03001/Q13509/Q9BVA1/Q96JB5/P04350/Q9BUF5/P68371/P50990/P78371/Q9Y6D5/Q13618/P43034/P40227/Q00610/P68366/O00429/P68363/Q71U36/Q15691/P50991/Q92974/Q8N392/Q14204/Q9BSJ2/Q14152/P50570/Q12959/Q13561/Q96TC7/P46940/Q14008/Q9Y6G9/Q07866/Q9NRH3/P36507/Q14980/Q14203/O75347/P42704/P33176/Q96FJ2/Q9Y266/Q66K74/A0MZ66/Q86VS8",61
"GO:1904813","GO:1904813","ficolin-1-rich granule lumen","57/1148","94/2686",0.000286714204138098,0.00384751964262738,0.00301804425408524,"P28066/P13639/Q14974/P08238/Q15008/O43242/O00231/P35998/O00487/Q13200/Q9Y376/P12956/P55072/Q9UNM6/Q13442/Q9UJU6/P51665/P16278/P61160/P07900/Q96G03/P12268/P09429/P50990/P14618/Q86VP6/P09917/O15511/P06737/P13716/P09960/O95352/P20839/Q9P000/P00491/P18669/P06744/Q13162/P35573/P53396/Q14019/P13798/P09972/O75874/Q9UBR2/P20618/P17858/P62937/P68104/P25787/P07384/Q9Y315/Q14764/P07858/O00571/Q01432/Q12905",57
"GO:0101031","GO:0101031","chaperone complex","15/1148","18/2686",0.000492975710033103,0.0060317028051109,0.00473134582384712,"P08238/P17987/Q99832/P48643/P49368/P31948/P50990/P78371/P40227/P53041/Q16543/P50991/Q9UBS4/O95817/Q15185",15
"GO:0033290","GO:0033290","eukaryotic 48S preinitiation complex","12/1148","14/2686",0.00121137587212101,0.0129213426359575,0.0101356685656549,"B5ME19/Q9Y262/P05198/P55884/O00303/Q9UBQ5/O75822/P60228/Q14152/O75821/Q7L2H7/O15371",12
"GO:0070993","GO:0070993","translation preinitiation complex","12/1148","14/2686",0.00121137587212101,0.0129213426359575,0.0101356685656549,"B5ME19/Q9Y262/P05198/P55884/O00303/Q9UBQ5/O75822/P60228/Q14152/O75821/Q7L2H7/O15371",12
"GO:0030660","GO:0030660","Golgi-associated vesicle membrane","13/1148","16/2686",0.00191199113445833,0.0184974026031318,0.0145096022443594,"P35606/O14579/P09496/Q00610/Q9Y678/P61923/Q15363/Q9UBF2/O43747/O95782/P53618/P53621/Q9Y3B3",13
"GO:0005852","GO:0005852","eukaryotic translation initiation factor 3 complex","11/1148","13/2686",0.00246411457100322,0.0218100353518583,0.0171080742891601,"B5ME19/Q9Y262/P55884/O00303/Q9UBQ5/O75822/P60228/Q14152/O75821/Q7L2H7/O15371",11
"GO:0120114","GO:0120114","Sm-like protein family complex","22/1148","32/2686",0.00252898005125344,0.0219178271108632,0.017192627541416,"O75643/Q15393/Q15029/O95232/Q9Y3F4/O75533/Q12874/Q96DI7/Q53GS9/O43172/P55769/Q6P2Q9/Q13838/Q7RTV0/Q9Y383/Q13435/O94906/O95400/Q8WWY3/Q9Y333/Q15459/Q15428",22
"GO:0042175","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","118/1148","229/2686",0.00318295767038841,0.0254636613631073,0.0199740258668099,"Q15084/P16615/P30101/P35606/Q9Y5M8/P24557/Q6IS14/P49792/Q13724/P22059/P55072/P27824/Q96S52/P22314/Q12907/Q9BVK6/P50402/P60953/P20591/Q7Z7H5/Q8N5K1/P31689/Q96A33/O14579/Q9P035/P27797/Q8WXH0/Q9UL25/Q16678/Q03001/O15533/Q86UP2/Q8WVM8/Q9BS26/Q969V3/O94874/Q15436/Q8TCJ2/Q07065/P35613/P29590/Q86UE4/Q9H8Y8/Q12797/Q9Y678/P04844/O00429/P20073/P61923/Q96N66/Q15363/P53992/P49257/P30511/P55735/P61803/Q14165/P52292/Q15437/Q9P2E9/Q8TC12/Q03405/Q12959/P48651/O14980/Q8TEM1/P60468/O95573/Q9UBF2/A2RRP1/P15153/Q5JPE7/P62857/P51572/Q8N5M9/Q9BSJ8/P63000/Q07812/P29401/P84095/P10620/Q03518/Q9BUR5/P04439/P33121/Q9NP72/P53618/Q14108/P61009/P49585/P11021/O75340/Q9BZF1/P53621/P51571/Q02809/Q9Y3B3/P13747/Q03519/P57088/Q8NHP6/P08240/P42704/Q9NZ01/P08754/P49755/P04843/Q9NTJ5/Q8IY17/P49458/P14625/Q9P0L0/Q96HE7/O95470/O00560/Q15005/P26885/O00264",118
"GO:0042470","GO:0042470","melanosome","40/1148","67/2686",0.0034557447034799,0.0261379963026843,0.0205029829297372,"Q15084/P07237/P08238/P30101/Q14697/P63104/P27824/P30040/P07900/P08195/Q7KZF4/P31946/P35613/P05023/Q00610/P21281/P23526/P50991/P62258/P11279/P50995/P63000/P54709/P11021/P13667/P55209/Q8WUM4/P51159/P57088/O00194/P62826/P07858/P49755/P04843/Q14344/P14625/P51149/P09543/O00560/Q93050",40
"GO:0048770","GO:0048770","pigment granule","40/1148","67/2686",0.0034557447034799,0.0261379963026843,0.0205029829297372,"Q15084/P07237/P08238/P30101/Q14697/P63104/P27824/P30040/P07900/P08195/Q7KZF4/P31946/P35613/P05023/Q00610/P21281/P23526/P50991/P62258/P11279/P50995/P63000/P54709/P11021/P13667/P55209/Q8WUM4/P51159/P57088/O00194/P62826/P07858/P49755/P04843/Q14344/P14625/P51149/P09543/O00560/Q93050",40
"GO:0009295","GO:0009295","nucleoid","14/1148","19/2686",0.00616820250917288,0.0427662040635986,0.0335463645235718,"P38646/P06576/P40939/P55084/P45880/P21796/Q9Y2S7/P34897/Q99714/P49748/P42704/P36776/Q7L2E3/P49411",14
"GO:0042645","GO:0042645","mitochondrial nucleoid","14/1148","19/2686",0.00616820250917288,0.0427662040635986,0.0335463645235718,"P38646/P06576/P40939/P55084/P45880/P21796/Q9Y2S7/P34897/Q99714/P49748/P42704/P36776/Q7L2E3/P49411",14
